ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,method,direction,database,category,subcategory,pathway
hsa04082,Neuroactive ligand signaling,23/461,199/9423,0.11557788944723618,2.3624521741026174,4.405626747536421,1.0569552417717145e-4,0.00475629858797271,0.00424371503087289,1816/2893/6506/2566/1131/2892/5030/6530/3354/2770/255061/107/2562/1129/5567/6571/2561/147/154/60482/9152/2556/285242,23,Nominal,A_higher,KEGG,Environmental Information Processing,Signaling molecules and interaction,Neuroactive ligand signaling
hsa04972,Pancreatic secretion,15/461,103/9423,0.14563106796116504,2.976749573531579,4.574902604911452,1.3487685090832527e-4,0.0053107760045153,0.00473843673585827,886/1358/1131/6262/6522/5319/63036/6344/107/3784/51032/482/23436/10136/5644,15,Nominal,A_higher,KEGG,Organismal Systems,Digestive system,Pancreatic secretion
hsa04742,Taste transduction,12/461,86/9423,0.13953488372093023,2.8521414518488624,3.9132648380913486,9.19236534699374e-4,0.03217327871447809,0.02870598301341904,5153/1131/5030/3354/6338/6340/5567/259290/6326/259285/2556/285242,12,Nominal,A_higher,KEGG,Organismal Systems,Sensory system,Taste transduction
hsa00910,Nitrogen metabolism,5/461,17/9423,0.29411764705882354,6.0118667857598576,4.690736478781766,0.00103959456419377,0.03274722877210387,0.02921807880418291,2752/768/762/767/771,5,Nominal,A_higher,KEGG,Metabolism,Energy metabolism,Nitrogen metabolism
hsa04261,Adrenergic signaling in cardiomyocytes,17/461,154/9423,0.11038961038961038,2.2564019494605176,3.5652670362123424,0.00137836552290511,0.03947137633773732,0.03521756886274307,3776/5523/55799/64208/11069/6262/2770/9254/107/3784/7169/5567/6543/482/147/154/816,17,Nominal,A_higher,KEGG,Organismal Systems,Circulatory system,Adrenergic signaling in cardiomyocytes
hsa04971,Gastric acid secretion,19/458,76/9423,0.25,5.1435589519650655,8.19734736614637,2.2430964310771383e-9,7.065753757892986e-7,6.304281548395747e-7,115111/887/3776/9992/3773/496/1131/495/389015/3772/6522/2770/107/3784/5567/482/3766/6752/816,19,FDR,A_higher,KEGG,Organismal Systems,Digestive system,Gastric acid secretion
hsa04978,Mineral absorption,15/458,61/9423,0.2459016393442623,5.059238313408261,7.188765055102359,1.4217717634277726e-7,2.2392905273987417e-5,1.997963478080081e-5,3163/4494/4501/4490/4499/4495/4493/115019/7018/4502/6543/4496/482/6550/55503,15,FDR,A_higher,KEGG,Organismal Systems,Digestive system,Mineral absorption
hsa04081,Hormone signaling,26/458,219/9423,0.1187214611872146,2.4426033379194827,4.8821354819395975,2.1194741312759676e-5,0.00222544783783976,0.00198561260719538,1816/3480/887/2690/886/51738/1442/4090/3953/11069/2057/2797/4883/2770/107/5567/4093/5745/117247/10267/6752/4161/147/2981/154/269,26,FDR,A_higher,KEGG,Environmental Information Processing,Signaling molecules and interaction,Hormone signaling
hsa04974,Protein digestion and absorption,16/458,103/9423,0.1553398058252427,3.195997795395769,5.064909595472219,3.358600749512256e-5,0.0026448980902409,0.00235985894768361,643834/1358/1280/256076/63036/1286/3784/3769/51032/1287/6543/482/117247/6550/23436/10136,16,FDR,A_higher,KEGG,Organismal Systems,Digestive system,Protein digestion and absorption
hsa04080,Neuroactive ligand-receptor interaction,36/458,371/9423,0.09703504043126684,1.9964218034581385,4.425751714411426,5.368897720495739e-5,0.00338240556391231,0.00301788566604707,1816/5733/2893/887/2690/886/51738/2566/1442/1131/3953/727/2892/5030/2797/3354/255061/133/6344/339403/2562/1129/2147/100169851/5745/130576/6752/83551/2561/4161/147/1906/154/1903/2556/4852,36,FDR,A_higher,KEGG,Environmental Information Processing,Signaling molecules and interaction,Neuroactive ligand-receptor interaction
