category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Drug resistance: antineoplastic,hsa01521,EGFR tyrosine kinase inhibitor resistance,4/461,80/9423,0.05,1.0220173535791757,0.044852481814899176,0.5548516273696111,0.974215326370949,0.869224702225709,3480/80310/1956/10018,4
Human Diseases,Cancer: specific types,hsa05213,Endometrial cancer,3/461,59/9423,0.05084745762711865,1.0393396816059415,0.06874572347682316,0.5566944722119709,0.974215326370949,0.869224702225709,1956/4616/10297,3
Human Diseases,Immune disease,hsa05340,Primary immunodeficiency,2/461,38/9423,0.05263157894736842,1.0758077406096587,0.10619590142770448,0.5612372655260603,0.9767388875177294,0.8714763006423851,916/100,2
Metabolism,Lipid metabolism,hsa00120,Primary bile acid biosynthesis,1/461,17/9423,0.058823529411764705,1.2023733571519712,0.18940648850114267,0.5740634476760134,0.9827716631410011,0.8768589275142767,9420,1
Metabolism,Metabolism of other amino acids,hsa00450,Selenocompound metabolism,1/461,17/9423,0.058823529411764705,1.2023733571519712,0.18940648850114267,0.5740634476760134,0.9827716631410011,0.8768589275142767,9061,1
Genetic Information Processing,Information processing in viruses,hsa03273,Virion - Lassa virus and SFTS virus,1/461,17/9423,0.058823529411764705,1.2023733571519712,0.18940648850114267,0.5740634476760134,0.9827716631410011,0.8768589275142767,3920,1
Cellular Processes,Transport and catabolism,hsa04146,Peroxisome,4/461,83/9423,0.04819277108433735,0.9850769673052296,-0.03097007388217955,0.5842886447088415,0.9948698545042435,0.8876533037681974,5827/10455/3418/25961,4
Metabolism,Lipid metabolism,hsa00564,Glycerophospholipid metabolism,5/461,105/9423,0.047619047619047616,0.9733498605515958,-0.06228053365242406,0.589130385651137,0.9977208144091836,0.8901970173675924,8527/5319/8398/375775/51365,5
Organismal Systems,Digestive system,hsa04980,Cobalamin transport and metabolism,1/461,18/9423,0.05555555555555555,1.1355748373101953,0.13057363287923848,0.5949391387903402,0.9999628741350296,0.8921974516091994,6947,1
Environmental Information Processing,Signaling molecules and interaction,hsa04060,Cytokine-cytokine receptor interaction,14/461,298/9423,0.04697986577181208,0.9602847617522456,-0.15800411966023578,0.6019999808697405,0.9999628741350296,0.8921974516091994,8200/1896/2690/3977/1442/1489/3953/2057/93/6360/90865/7043/284340/269,14
Cellular Processes,Cellular community - eukaryotes,hsa04530,Tight junction,8/461,171/9423,0.04678362573099415,0.9562735472085854,-0.1308711846357915,0.6030243023114243,0.9999628741350296,0.8921974516091994,84952/149461/5563/23327/644672/51807/5567/100132463,8
Metabolism,Global and overview maps,hsa01232,Nucleotide metabolism,4/461,85/9423,0.047058823529411764,0.9618986857215771,-0.08002801180662654,0.6032759597463786,0.9999628741350296,0.8921974516091994,4832/100/56953/2766,4
Metabolism,Glycan biosynthesis and metabolism,hsa00531,Glycosaminoglycan degradation,1/461,19/9423,0.05263157894736842,1.0758077406096587,0.07501594526734645,0.6147937966337907,0.9999628741350296,0.8921974516091994,3425,1
Organismal Systems,Immune system,hsa04659,Th17 cell differentiation,5/461,109/9423,0.045871559633027525,0.9376305996139227,-0.14853754572799693,0.6225083496686962,0.9999628741350296,0.8921974516091994,4773/5533/916/6097/6095,5
Human Diseases,Endocrine and metabolic disease,hsa04931,Insulin resistance,5/461,109/9423,0.045871559633027525,0.9376305996139227,-0.14853754572799693,0.6225083496686962,0.9999628741350296,0.8921974516091994,6517/5563/5507/9882/10891,5
Metabolism,Lipid metabolism,hsa00561,Glycerolipid metabolism,3/461,66/9423,0.045454545454545456,0.9291066850719779,-0.13107759973065009,0.6333406783082939,0.9999628741350296,0.8921974516091994,8527/8513/116255,3
Human Diseases,Immune disease,hsa05321,Inflammatory bowel disease,3/461,66/9423,0.045454545454545456,0.9291066850719779,-0.13107759973065009,0.6333406783082939,0.9999628741350296,0.8921974516091994,6097/6095/7043,3
Metabolism,Lipid metabolism,hsa00100,Steroid biosynthesis,1/461,20/9423,0.05,1.0220173535791757,0.022354576128204854,0.6336772568370896,0.9999628741350296,0.8921974516091994,7108,1
Human Diseases,Infectious disease: parasitic,hsa05145,Toxoplasmosis,5/461,112/9423,0.044642857142857144,0.9125154942671212,-0.21123288633073856,0.6464539305403414,0.9999628741350296,0.8921974516091994,3908/3913/2770/22798/7043,5
Human Diseases,Cancer: overview,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,4/461,90/9423,0.044444444444444446,0.9084598698481562,-0.19789812990459077,0.6483784762690781,0.9999628741350296,0.8921974516091994,1956/4773/5533/916,4
Metabolism,Metabolism of cofactors and vitamins,hsa00770,Pantothenate and CoA biosynthesis,1/461,21/9423,0.047619047619047616,0.9733498605515958,-0.027728000464038654,0.6516369276440769,0.9999628741350296,0.8921974516091994,587,1
Human Diseases,Cancer: overview,hsa05202,Transcriptional misregulation in cancer,9/461,201/9423,0.04477611940298507,0.9152394211156797,-0.27548561530087745,0.6557791722001602,0.9999628741350296,0.8921974516091994,3480/5218/4616/2892/26471/4286/51804/7704/6495,9
Human Diseases,Cardiovascular disease,hsa05416,Viral myocarditis,3/461,70/9423,0.04285714285714286,0.8760148744964363,-0.2361362606528384,0.6728024156194489,0.9999628741350296,0.8921974516091994,6641/1756/3908,3
Environmental Information Processing,Signaling molecules and interaction,hsa04514,Cell adhesion molecule (CAM) interaction,7/461,160/9423,0.04375,0.8942651843817787,-0.3059297518645693,0.672959270037087,0.9999628741350296,0.8921974516091994,1000/5797/5802/149461/644672/139065/100132463,7
Organismal Systems,Immune system,hsa04658,Th1 and Th2 cell differentiation,4/461,93/9423,0.043010752688172046,0.8791547127562802,-0.26561335872935693,0.6737555765502323,0.9999628741350296,0.8921974516091994,4773/11317/5533/916,4
Organismal Systems,Endocrine system,hsa04915,Estrogen signaling pathway,6/461,139/9423,0.04316546762589928,0.8823171397805833,-0.31700972998997,0.6809568426619688,0.9999628741350296,0.8921974516091994,1956/2770/107/5567/353288/3857,6
Human Diseases,Infectious disease: bacterial,hsa05120,Epithelial cell signaling in Helicobacter pylori infection,3/461,71/9423,0.04225352112676056,0.8636766368274724,-0.2614970295943478,0.6821659572379558,0.9999628741350296,0.8921974516091994,1956/5803/155066,3
Cellular Processes,Transport and catabolism,hsa04144,Endocytosis,11/461,250/9423,0.044,0.8993752711496745,-0.3657114632495546,0.6851557745094943,0.9999628741350296,0.8921974516091994,6456/3480/2348/9829/1956/55616/155382/23327/118813/3800/2352,11
Metabolism,Glycan biosynthesis and metabolism,hsa00514,Other types of O-glycan biosynthesis,2/461,49/9423,0.04081632653061224,0.8342998804727965,-0.26374117092090094,0.6993556338610918,0.9999628741350296,0.8921974516091994,79623/727936,2
Metabolism,Metabolism of terpenoids and polyketides,hsa00900,Terpenoid backbone biosynthesis,1/461,24/9423,0.041666666666666664,0.8516811279826464,-0.1649987875260693,0.7004133132696827,0.9999628741350296,0.8921974516091994,38,1
Organismal Systems,Immune system,hsa04666,Fc gamma R-mediated phagosome formation,4/461,98/9423,0.04081632653061224,0.8342998804727965,-0.37396502100417944,0.7131750422486134,0.9999628741350296,0.8921974516091994,10810/55616/8398/10451,4
Human Diseases,Neurodegenerative disease,hsa05017,Spinocerebellar ataxia,6/461,144/9423,0.041666666666666664,0.8516811279826464,-0.40676784581360936,0.7134321059459893,0.9999628741350296,0.8921974516091994,2892/8408/11317/9706/146227/6095,6
Cellular Processes,Cell growth and death,hsa04115,p53 signaling pathway,3/461,75/9423,0.04,0.8176138828633406,-0.35965209987116237,0.7176231675847464,0.9999628741350296,0.8921974516091994,56475/4616/1021,3
Organismal Systems,Endocrine system,hsa04919,Thyroid hormone signaling pathway,5/461,122/9423,0.040983606557377046,0.8377191422780128,-0.40916825361006304,0.7191160308296884,0.9999628741350296,0.8921974516091994,9882/10231/5567/482/117247,5
Human Diseases,Drug resistance: antineoplastic,hsa01522,Endocrine resistance,4/461,99/9423,0.04040404040404041,0.8258726089528693,-0.39500546183496793,0.7206260903064476,0.9999628741350296,0.8921974516091994,3480/1956/107/5567,4
Organismal Systems,Sensory system,hsa04750,Inflammatory mediator regulation of TRP channels,4/461,99/9423,0.04040404040404041,0.8258726089528693,-0.39500546183496793,0.7206260903064476,0.9999628741350296,0.8921974516091994,8398/107/5567/816,4
Environmental Information Processing,Signal transduction,hsa04630,JAK-STAT signaling pathway,7/461,168/9423,0.041666666666666664,0.8516811279826464,-0.4399287919687584,0.7213592379067533,0.9999628741350296,0.8921974516091994,2690/3977/1442/1956/1489/3953/2057,7
Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,4/461,100/9423,0.04,0.8176138828633406,-0.4158469096390332,0.7279333706557172,0.9999628741350296,0.8921974516091994,2057/916/4254/3815,4
Human Diseases,Endocrine and metabolic disease,hsa04950,Maturity onset diabetes of the young,1/461,26/9423,0.038461538461538464,0.7861671950609045,-0.24762012371346248,0.7290822076947727,0.9999628741350296,0.8921974516091994,5078,1
Metabolism,Carbohydrate metabolism,hsa00562,Inositol phosphate metabolism,3/461,78/9423,0.038461538461538464,0.7861671950609045,-0.43008225503946657,0.7421498639656616,0.9999628741350296,0.8921974516091994,4329/117283/5288,3
Human Diseases,Infectious disease: parasitic,hsa05142,Chagas disease,4/461,103/9423,0.038834951456310676,0.7937998862750879,-0.477220508882061,0.748998177638962,0.9999628741350296,0.8921974516091994,916/2770/107/7043,4
Metabolism,Lipid metabolism,hsa00600,Sphingolipid metabolism,2/461,55/9423,0.03636363636363636,0.7432853480575823,-0.43304008888987655,0.7582442847633708,0.9999628741350296,0.8921974516091994,79603/768239,2
Human Diseases,Infectious disease: bacterial,hsa05134,Legionellosis,2/461,56/9423,0.03571428571428571,0.7300123954136969,-0.4595757683430619,0.7670289643998864,0.9999628741350296,0.8921974516091994,664/1917,2
Organismal Systems,Sensory system,hsa04744,Phototransduction,1/461,29/9423,0.034482758620689655,0.704839554192535,-0.3610367586760896,0.7670341981359176,0.9999628741350296,0.8921974516091994,9626,1
Metabolism,Global and overview maps,hsa01240,Biosynthesis of cofactors,6/461,154/9423,0.03896103896103896,0.796377158633124,-0.5778165215812819,0.7713728806698479,0.9999628741350296,0.8921974516091994,587/9104/210/4832/5372/145226,6
Human Diseases,Infectious disease: bacterial,hsa05130,Pathogenic Escherichia coli infection,8/461,201/9423,0.03980099502487562,0.8135461521028264,-0.6060052171572776,0.7739913160262452,0.9999628741350296,0.8921974516091994,10810/26999/149461/5063/644672/51807/2147/100132463,8
Metabolism,Global and overview maps,hsa01212,Fatty acid metabolism,2/461,57/9423,0.03508771929824561,0.717205160406439,-0.48568129093285817,0.7755350735981675,0.9999628741350296,0.8921974516091994,33/38,2
Organismal Systems,Sensory system,hsa04740,Olfactory transduction,19/461,449/9423,0.042316258351893093,0.8649590074834894,-0.6649902870940031,0.7779054217768872,0.9999628741350296,0.8921974516091994,5153/119774/390063/392138/8392/219986/26529/390264/8590/5567/283694/6543/26333/390197/26219/387748/143502/816/26338,19
Metabolism,Carbohydrate metabolism,hsa00020,Citrate cycle (TCA cycle),1/461,30/9423,0.03333333333333333,0.6813449023861172,-0.39645954612981826,0.77846673322846,0.9999628741350296,0.8921974516091994,3418,1
Metabolism,Glycan biosynthesis and metabolism,hsa00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1/461,30/9423,0.03333333333333333,0.6813449023861172,-0.39645954612981826,0.77846673322846,0.9999628741350296,0.8921974516091994,80235,1
Genetic Information Processing,Translation,hsa03013,Nucleocytoplasmic transport,4/461,108/9423,0.037037037037037035,0.7570498915401301,-0.5759132736502173,0.7812998898436229,0.9999628741350296,0.8921974516091994,51068/51194/1917/64901,4
Cellular Processes,Cell growth and death,hsa04218,Cellular senescence,6/461,157/9423,0.03821656050955414,0.7811597606974591,-0.6271196400083044,0.7869430985087199,0.9999628741350296,0.8921974516091994,4616/4773/1021/5533/22808/7043,6
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,9/461,227/9423,0.039647577092511016,0.8104102363182891,-0.6557644593488157,0.7871971724708526,0.9999628741350296,0.8921974516091994,2940/2946/1956/2941/5587/115019/2953/653689/2947,9
Cellular Processes,Transport and catabolism,hsa04142,Lysosome biogenesis,10/461,250/9423,0.04,0.8176138828633406,-0.6628658237048923,0.7874002685476701,0.9999628741350296,0.8921974516091994,151556/23062/3920/8722/3425/2030/20/4286/155066/768239,10
Metabolism,Nucleotide metabolism,hsa00240,Pyrimidine metabolism,2/461,59/9423,0.03389830508474576,0.6928931210706276,-0.5366663814971072,0.7917362937712693,0.9999628741350296,0.8921974516091994,4832/56953,2
Organismal Systems,Endocrine system,hsa04914,Progesterone-mediated oocyte maturation,4/461,110/9423,0.03636363636363636,0.7432853480575823,-0.6142168701002934,0.7932642867962231,0.9999628741350296,0.8921974516091994,3480/2770/107/5567,4
Environmental Information Processing,Signal transduction,hsa04370,VEGF signaling pathway,2/461,60/9423,0.03333333333333333,0.6813449023861172,-0.5615759839987349,0.7994439025922327,0.9999628741350296,0.8921974516091994,4773/5533,2
Metabolism,Carbohydrate metabolism,hsa00052,Galactose metabolism,1/461,32/9423,0.03125,0.6387608459869848,-0.464230241338143,0.7996795213422696,0.9999628741350296,0.8921974516091994,2592,1
Cellular Processes,Cell growth and death,hsa04215,Apoptosis - multiple species,1/461,32/9423,0.03125,0.6387608459869848,-0.464230241338143,0.7996795213422696,0.9999628741350296,0.8921974516091994,10018,1
Cellular Processes,Cell growth and death,hsa04210,Apoptosis,5/461,138/9423,0.036231884057971016,0.7405922852023012,-0.6962272540726193,0.8120708698521005,0.9999628741350296,0.8921974516091994,4616/8722/5783/51807/10018,5
Cellular Processes,Transport and catabolism,hsa04145,Phagocytosis,10/461,260/9423,0.038461538461538464,0.7861671950609045,-0.7929790366668051,0.8252566792255931,0.9999628741350296,0.8921974516091994,23673/23710/3920/213/6441/51807/81035/338382/155066/5657,10
Organismal Systems,Immune system,hsa04662,B cell receptor signaling pathway,3/461,91/9423,0.03296703296703297,0.6738575957664895,-0.7090227042454693,0.8293427863322329,0.9999628741350296,0.8921974516091994,4773/5533/10451,3
Organismal Systems,Endocrine system,hsa04929,GnRH secretion,2/461,65/9423,0.03076923076923077,0.6289337560487236,-0.6808260255915032,0.8343035718404352,0.9999628741350296,0.8921974516091994,2797/3767,2
Cellular Processes,Cell motility,hsa04814,Motor proteins,7/461,195/9423,0.035897435897435895,0.7337560487235107,-0.8520455362002388,0.8474621599011567,0.9999628741350296,0.8921974516091994,57576/51807/7169/127602/547/3800/26153,7
Human Diseases,Cancer: specific types,hsa05221,Acute myeloid leukemia,2/461,68/9423,0.029411764705882353,0.6011866785759856,-0.7485516289173293,0.8525013465849898,0.9999628741350296,0.8921974516091994,3815/7704,2
Human Diseases,Cancer: specific types,hsa05211,Renal cell carcinoma,2/461,70/9423,0.02857142857142857,0.5840099163309574,-0.7922752219454393,0.8636024259852364,0.9999628741350296,0.8921974516091994,5063/7043,2
Environmental Information Processing,Signal transduction,hsa04070,Phosphatidylinositol signaling system,3/461,98/9423,0.030612244897959183,0.6257249103545974,-0.8446933663050588,0.8648803329457819,0.9999628741350296,0.8921974516091994,8527/117283/5288,3
Environmental Information Processing,Signal transduction,hsa04071,Sphingolipid signaling pathway,4/461,125/9423,0.032,0.6540911062906725,-0.8829609703051291,0.8670171406491487,0.9999628741350296,0.8921974516091994,5523/79603/2770/1903,4
Human Diseases,Cancer: specific types,hsa05219,Bladder cancer,1/461,41/9423,0.024390243902439025,0.4985450505264272,-0.7297862544702165,0.8726802094979054,0.9999628741350296,0.8921974516091994,1956,1
Human Diseases,Infectious disease: viral,hsa05163,Human cytomegalovirus infection,8/461,227/9423,0.03524229074889868,0.720364654505146,-0.9672195248953829,0.8728720232624745,0.9999628741350296,0.8921974516091994,5733/1956/4773/1021/5533/2770/107/5567,8
Metabolism,Amino acid metabolism,hsa00380,Tryptophan metabolism,1/461,42/9423,0.023809523809523808,0.4866749302757979,-0.7561572053932439,0.8789362767992766,0.9999628741350296,0.8921974516091994,38,1
Cellular Processes,Cell growth and death,hsa04216,Ferroptosis,1/461,42/9423,0.023809523809523808,0.4866749302757979,-0.7561572053932439,0.8789362767992766,0.9999628741350296,0.8921974516091994,7018,1
Human Diseases,Infectious disease: viral,hsa05160,Hepatitis C,5/461,156/9423,0.03205128205128205,0.6551393292174202,-0.9850446784180229,0.8854583252355668,0.9999628741350296,0.8921974516091994,1956/1021/149461/644672/100132463,5
Human Diseases,Endocrine and metabolic disease,hsa04940,Type I diabetes mellitus,1/461,44/9423,0.022727272727272728,0.46455334253598896,-0.8073908530885523,0.890543118646942,0.9999628741350296,0.8921974516091994,5798,1
Organismal Systems,Immune system,hsa04625,C-type lectin receptor signaling pathway,3/461,105/9423,0.02857142857142857,0.5840099163309574,-0.9721556787792347,0.8937471381863684,0.9999628741350296,0.8921974516091994,4773/5533/22808,3
Metabolism,Glycan biosynthesis and metabolism,hsa00513,Various types of N-glycan biosynthesis,1/461,45/9423,0.022222222222222223,0.4542299349240781,-0.8323009626182553,0.8959231828652765,0.9999628741350296,0.8921974516091994,4122,1
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,11/461,309/9423,0.03559870550161812,0.727649895752164,-1.104006972617049,0.8969222095375899,0.9999628741350296,0.8921974516091994,2893/6506/2892/8408/9706/51807/10891/127602/3766/3800/2878,11
Human Diseases,Infectious disease: bacterial,hsa05133,Pertussis,2/461,78/9423,0.02564102564102564,0.5241114633739362,-0.9571553580745679,0.900755634005793,0.9999628741350296,0.8921974516091994,727/2770,2
Human Diseases,Infectious disease: parasitic,hsa05140,Leishmaniasis,2/461,78/9423,0.02564102564102564,0.5241114633739362,-0.9571553580745679,0.900755634005793,0.9999628741350296,0.8921974516091994,1917/7043,2
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,18/461,481/9423,0.037422037422037424,0.7649194330322313,-1.2003046201186645,0.9089380002128065,0.9999628741350296,0.8921974516091994,2893/8322/1131/2892/6262/10297/8408/5533/9706/7475/51807/4747/127602/8325/3800/2878/816/22943,18
Organismal Systems,Digestive system,hsa04973,Carbohydrate digestion and absorption,1/461,48/9423,0.020833333333333332,0.4258405639913232,-0.9044551374480835,0.9105310309319027,0.9999628741350296,0.8921974516091994,482,1
Human Diseases,Substance dependence,hsa05034,Alcoholism,6/461,191/9423,0.031413612565445025,0.6421051436099533,-1.1332971207353983,0.9114754593742378,0.9999628741350296,0.8921974516091994,10014/2030/2770/5567/6571/4852,6
Genetic Information Processing,Chromosome,hsa03083,Polycomb repressive complex,2/461,83/9423,0.024096385542168676,0.4925384836526148,-1.053145226918178,0.9189421683308261,0.9999628741350296,0.8921974516091994,80816/23492,2
Human Diseases,Infectious disease: parasitic,hsa05144,Malaria,1/461,50/9423,0.02,0.4088069414316703,-0.9505928923175161,0.9191141145977848,0.9999628741350296,0.8921974516091994,7043,1
Human Diseases,Endocrine and metabolic disease,hsa04936,Alcoholic liver disease,4/461,144/9423,0.027777777777777776,0.5677874186550976,-1.1853527353325286,0.9271196526680068,0.9999628741350296,0.8921974516091994,727/5563/10891/131,4
Human Diseases,Infectious disease: viral,hsa05166,Human T-cell leukemia virus 1 infection,7/461,224/9423,0.03125,0.6387608459869848,-1.240989363337974,0.9271840802417405,0.9999628741350296,0.8921974516091994,4773/23373/5533/916/107/5567/7043,7
Genetic Information Processing,Chromosome,hsa03082,ATP-dependent chromatin remodeling,3/461,117/9423,0.02564102564102564,0.5241114633739362,-1.1747249507521897,0.9306088724646874,0.9999628741350296,0.8921974516091994,6604/1107/6594,3
Metabolism,Glycan biosynthesis and metabolism,hsa00510,N-Glycan biosynthesis,1/461,57/9423,0.017543859649122806,0.3586025802032195,-1.1015573243685093,0.9431803815895539,0.9999628741350296,0.8921974516091994,4122,1
Human Diseases,Immune disease,hsa05323,Rheumatoid arthritis,2/461,95/9423,0.021052631578947368,0.43032309624386345,-1.2656560199206308,0.9506238381315064,0.9999628741350296,0.8921974516091994,7043/155066,2
Environmental Information Processing,Signal transduction,hsa04330,Notch signaling pathway,1/461,63/9423,0.015873015873015872,0.3244499535171986,-1.2201393159733769,0.9580298121250128,0.9999628741350296,0.8921974516091994,11317,1
Organismal Systems,Immune system,hsa04650,Natural killer cell mediated cytotoxicity,3/461,133/9423,0.022556390977443608,0.4610604602612823,-1.419637796410532,0.9616010420724133,0.9999628741350296,0.8921974516091994,4773/5533/10451,3
Organismal Systems,Immune system,hsa04062,Chemokine signaling pathway,5/461,193/9423,0.025906735751295335,0.5295426702482775,-1.4976750197576703,0.9631106570205421,0.9999628741350296,0.8921974516091994,6360/2770/107/5567/10451,5
Human Diseases,Infectious disease: bacterial,hsa05132,Salmonella infection,7/461,249/9423,0.028112449799196786,0.5746282309280506,-1.5427960274269727,0.9639041386146503,0.9999628741350296,0.8921974516091994,10810/26999/5063/51807/338382/5288/3800,7
Metabolism,Lipid metabolism,hsa00140,Steroid hormone biosynthesis,1/461,66/9423,0.015151515151515152,0.30970222835732597,-1.2763202722034508,0.963931359335674,0.9999628741350296,0.8921974516091994,9420,1
Organismal Systems,Immune system,hsa04613,Neutrophil extracellular trap formation,5/461,195/9423,0.02564102564102564,0.5241114633739362,-1.5229593063694418,0.9654316807757553,0.9999628741350296,0.8921974516091994,2243/2244/2266/727/10014,5
Environmental Information Processing,Signal transduction,hsa04064,NF-kappa B signaling pathway,2/461,105/9423,0.01904761904761905,0.3893399442206384,-1.42709325134264,0.9676295641966923,0.9999628741350296,0.8921974516091994,1896/4616,2
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,3/461,138/9423,0.021739130434782608,0.4443553711213807,-1.4913008061693644,0.9682373655941738,0.9999628741350296,0.8921974516091994,496/495/155066,3
Organismal Systems,Immune system,hsa04664,Fc epsilon RI signaling pathway,1/461,69/9423,0.014492753623188406,0.2962369140809205,-1.3306746662397975,0.9690046180469329,0.9999628741350296,0.8921974516091994,10451,1
Organismal Systems,Endocrine system,hsa04917,Prolactin signaling pathway,1/461,71/9423,0.014084507042253521,0.2878922122758242,-1.3659732778541143,0.971984625076155,0.9999628741350296,0.8921974516091994,2592,1
Genetic Information Processing,"Folding, sorting and degradation",hsa04120,Ubiquitin mediated proteolysis,3/461,142/9423,0.02112676056338028,0.4318383184137362,-1.5471708311532555,0.9727514475279085,0.9999628741350296,0.8921974516091994,9886/134111/23327,3
Organismal Systems,Development and regeneration,hsa04380,Osteoclast differentiation,3/461,142/9423,0.02112676056338028,0.4318383184137362,-1.5471708311532555,0.9727514475279085,0.9999628741350296,0.8921974516091994,4773/5533/4286,3
NA,NA,hsa04156,Integrated stress response (ISR) signaling pathway,1/461,72/9423,0.013888888888888888,0.2838937093275488,-1.383356934296549,0.973365622492739,0.9999628741350296,0.8921974516091994,23710,1
Organismal Systems,Immune system,hsa04622,RIG-I-like receptor signaling pathway,1/461,72/9423,0.013888888888888888,0.2838937093275488,-1.383356934296549,0.973365622492739,0.9999628741350296,0.8921974516091994,9755,1
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,5/461,205/9423,0.024390243902439025,0.4985450505264272,-1.6463040392661927,0.9751469244970662,0.9999628741350296,0.8921974516091994,4616/1021/11317/916/10018,5
Human Diseases,Cancer: overview,hsa05203,Viral carcinogenesis,5/461,205/9423,0.024390243902439025,0.4985450505264272,-1.6463040392661927,0.9751469244970662,0.9999628741350296,0.8921974516091994,1021/3249/10014/11317/5567,5
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,5/461,205/9423,0.024390243902439025,0.4985450505264272,-1.6463040392661927,0.9751469244970662,0.9999628741350296,0.8921974516091994,6262/6517/9882/7043/816,5
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,11/461,369/9423,0.02981029810298103,0.6093328395322998,-1.736278497084432,0.9754160094053841,0.9999628741350296,0.8921974516091994,6506/2066/8408/5533/9706/51807/4747/127602/3800/145957/2878,11
Human Diseases,Infectious disease: viral,hsa05171,Coronavirus disease,6/461,239/9423,0.02510460251046025,0.5131467884079542,-1.7290223017156159,0.9790292018536886,0.9999628741350296,0.8921974516091994,2243/2244/2266/1956/727/2147,6
Human Diseases,Infectious disease: bacterial,hsa05152,Tuberculosis,4/461,181/9423,0.022099447513812154,0.4517203772725638,-1.6891878674899714,0.9796867235428453,0.9999628741350296,0.8921974516091994,3920/5533/7043/816,4
Human Diseases,Infectious disease: bacterial,hsa05100,Bacterial invasion of epithelial cells,1/461,78/9423,0.01282051282051282,0.2620557316869681,-1.484228461109669,0.9803361462913156,0.9999628741350296,0.8921974516091994,79658,1
Genetic Information Processing,Translation,hsa03008,Ribosome biogenesis in eukaryotes,4/461,183/9423,0.02185792349726776,0.4467835425482735,-1.7139738570710488,0.9811048049853501,0.9999628741350296,0.8921974516091994,25996/51068/10556/6949,4
Human Diseases,Infectious disease: viral,hsa05170,Human immunodeficiency virus 1 infection,5/461,214/9423,0.02336448598130841,0.47757820260709144,-1.7532404505367483,0.9816574659564232,0.9999628741350296,0.8921974516091994,4773/5063/5533/916/2770,5
Human Diseases,Cardiovascular disease,hsa05417,Lipid and atherosclerosis,5/461,216/9423,0.023148148148148147,0.4731561822125813,-1.7765164573509555,0.9828689842696867,0.9999628741350296,0.8921974516091994,4773/1558/5533/10451/816,5
Organismal Systems,Nervous system,hsa04722,Neurotrophin signaling pathway,2/461,120/9423,0.016666666666666666,0.3406724511930586,-1.6485414745240177,0.9830371333594259,0.9999628741350296,0.8921974516091994,398/816,2
Organismal Systems,Immune system,hsa04623,Cytosolic DNA-sensing pathway,1/461,83/9423,0.012048192771084338,0.2462692418263074,-1.5642328034361772,0.9847316983386236,0.9999628741350296,0.8921974516091994,90865,1
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,3/461,157/9423,0.01910828025477707,0.39057988034872954,-1.746385067332931,0.9848304758343082,0.9999628741350296,0.8921974516091994,3953/5563/10018,3
Cellular Processes,Cell growth and death,hsa04110,Cell cycle,3/461,158/9423,0.0189873417721519,0.3881078557895604,-1.7591393849924106,0.9854196893177978,0.9999628741350296,0.8921974516091994,4616/1021/7043,3
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,11/461,389/9423,0.028277634961439587,0.5780046729753693,-1.927799850365531,0.9855721143072429,0.9999628741350296,0.8921974516091994,8322/1131/10297/8408/5533/9706/7475/51807/8325/3800/22943,11
Human Diseases,Infectious disease: viral,hsa05161,Hepatitis B,3/461,163/9423,0.018404907975460124,0.3762027068389604,-1.8220124390353951,0.9880516045892043,0.9999628741350296,0.8921974516091994,4773/6554/7043,3
Cellular Processes,Cell growth and death,hsa04217,Necroptosis,3/461,168/9423,0.017857142857142856,0.36500619770684845,-1.8834559119205678,0.9902240563971816,0.9999628741350296,0.8921974516091994,2752/90865/816,3
Organismal Systems,Environmental adaptation,hsa04714,Thermogenesis,5/461,234/9423,0.021367521367521368,0.43675955281161355,-1.9787329258244586,0.9908548596203679,0.9999628741350296,0.8921974516091994,6604/5563/10891/107/5567,5
Human Diseases,Cancer: overview,hsa05206,MicroRNAs in cancer,8/461,323/9423,0.02476780185758514,0.5062624661692512,-2.0478410826226896,0.9910525320122979,0.9999628741350296,0.8921974516091994,1956/1021/10014/10297/27250/10018/27165/7078,8
Organismal Systems,Immune system,hsa04657,IL-17 signaling pathway,1/461,94/9423,0.010638297872340425,0.21745050076152675,-1.7293294640718067,0.9912532477437446,0.9999628741350296,0.8921974516091994,4586,1
Human Diseases,Infectious disease: viral,hsa05162,Measles,2/461,136/9423,0.014705882352941176,0.3005933392879928,-1.8632925100180349,0.9916055115963154,0.9999628741350296,0.8921974516091994,1021/916,2
