category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Organismal Systems,Circulatory system,hsa04261,Adrenergic signaling in cardiomyocytes,8/652,154/9423,0.05194805194805195,0.7507768305314318,-0.8501648134571489,0.8447732736501357,0.9999999976978646,0.8270676672689106,91860/818/805/5331/113/84699/483/183,8
Metabolism,Amino acid metabolism,hsa00280,"Valine, leucine and isoleucine degradation",2/652,48/9423,0.041666666666666664,0.6021855828220859,-0.7533317837994455,0.8544676723354911,0.9999999976978646,0.8270676672689106,10449/259307,2
Human Diseases,Cardiovascular disease,hsa05414,Dilated cardiomyopathy,5/652,105/9423,0.047619047619047616,0.6882120946538124,-0.8759178023482712,0.8606829387485289,0.9999999976978646,0.8270676672689106,113/3673/3696/183/7124,5
Metabolism,Glycan biosynthesis and metabolism,hsa00514,Other types of O-glycan biosynthesis,2/652,49/9423,0.04081632653061224,0.5898960811318392,-0.7846939009703132,0.8623704713413458,0.9999999976978646,0.8270676672689106,11227/26290,2
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,15/652,276/9423,0.05434782608695652,0.7854594558548945,-0.9862689746344864,0.8679319642410953,0.9999999976978646,0.8270676672689106,2906/84790/7846/7280/317/90550/10383/79861/1535/84699/4688/10381/8503/733/7124,15
Environmental Information Processing,Signal transduction,hsa04071,Sphingolipid signaling pathway,6/652,125/9423,0.048,0.693717791411043,-0.939837561461256,0.872068670635991,0.9999999976978646,0.8270676672689106,5331/5337/624/140/8503/7124,6
Human Diseases,Immune disease,hsa05322,Systemic lupus erythematosus,7/652,143/9423,0.04895104895104895,0.7074627826161569,-0.9610499246548051,0.8740216882446132,0.9999999976978646,0.8270676672689106,717/2214/733/3123/7124/3126/3125,7
Environmental Information Processing,Signal transduction,hsa04392,Hippo signaling pathway - multiple species,1/652,29/9423,0.034482758620689655,0.49836048233551933,-0.7376260654102299,0.8753926141471629,0.9999999976978646,0.8270676672689106,7004,1
Environmental Information Processing,Signal transduction,hsa04310,Wnt signaling pathway,9/652,178/9423,0.05056179775280899,0.7307420555593851,-0.9887713218199186,0.8759550504221129,0.9999999976978646,0.8270676672689106,818/79816/5331/8607/894/4316/1951/51176/27121,9
Environmental Information Processing,Signal transduction,hsa04015,Rap1 signaling pathway,11/652,212/9423,0.05188679245283019,0.7498914804954278,-1.0041852017708066,0.8762768970194291,0.9999999976978646,0.8270676672689106,136/91860/805/57568/5606/1969/5331/113/1944/8503/2357,11
Organismal Systems,Aging,hsa04211,Longevity regulating pathway,4/652,90/9423,0.044444444444444446,0.6423312883435583,-0.9295277602761443,0.8781889406384891,0.9999999976978646,0.8270676672689106,113/84699/83667/8503,4
Cellular Processes,Cellular community - eukaryotes,hsa04550,Signaling pathways regulating pluripotency of stem cells,7/652,144/9423,0.04861111111111111,0.7025498466257669,-0.9806536479126011,0.8784068093885797,0.9999999976978646,0.8270676672689106,3976/3175/6926/3717/5080/8503/3624,7
Cellular Processes,Cell motility,hsa04810,Regulation of actin cytoskeleton,12/652,232/9423,0.05172413793103448,0.747540723503279,-1.06151157692598,0.8872861216117658,0.9999999976978646,0.8270676672689106,1072/10095/81624/3673/128239/3696/624/10092/623/8503/733/3071,12
Genetic Information Processing,Information processing in viruses,hsa03250,Viral life cycle - HIV-1,3/652,73/9423,0.0410958904109589,0.5939364652491806,-0.9495556182976954,0.8892688002986957,0.9999999976978646,0.8270676672689106,4599/684/9582,3
Metabolism,Metabolism of other amino acids,hsa00410,beta-Alanine metabolism,1/652,31/9423,0.03225806451612903,0.4662081931525826,-0.811604601782028,0.8920902145086004,0.9999999976978646,0.8270676672689106,84735,1
Metabolism,Carbohydrate metabolism,hsa00630,Glyoxylate and dicarboxylate metabolism,1/652,31/9423,0.03225806451612903,0.4662081931525826,-0.811604601782028,0.8920902145086004,0.9999999976978646,0.8270676672689106,189,1
Cellular Processes,Cellular community - eukaryotes,hsa04510,Focal adhesion,10/652,203/9423,0.04926108374384237,0.7119435461935991,-1.1311780275679892,0.9034960736040454,0.9999999976978646,0.8270676672689106,7791/3918/2012/3673/894/3696/10319/8503/7058/6696,10
Genetic Information Processing,"Folding, sorting and degradation",hsa04130,SNARE interactions in vesicular transport,1/652,33/9423,0.030303030303030304,0.4379531511433352,-0.8817946983699358,0.9065532768574949,0.9999999976978646,0.8270676672689106,6804,1
Environmental Information Processing,Signal transduction,hsa04340,Hedgehog signaling pathway,2/652,56/9423,0.03571428571428571,0.5161590709903593,-0.9900728447784902,0.9075412593155057,0.9999999976978646,0.8270676672689106,23288/894,2
Human Diseases,Cancer: overview,hsa05206,MicroRNAs in cancer,17/652,323/9423,0.05263157894736842,0.7606554730384243,-1.1933692920761543,0.908339701026556,0.9999999976978646,0.8270676672689106,5268/6768/578/994/1870/993/2146/9493/3162/672/2065/1026/9134/1869/894/1944/8503,17
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,21/652,389/9423,0.05398457583547558,0.780209598309335,-1.2070194616568302,0.9085825653546098,0.9999999976978646,0.8270676672689106,2906/91860/355/805/5331/283375/84790/7846/7280/317/4035/90550/10383/79861/57181/4843/10381/8503/4311/7124/27121,21
Metabolism,Global and overview maps,hsa01200,Carbon metabolism,5/652,116/9423,0.04310344827586207,0.6229506029193993,-1.11402049466317,0.9111848568604116,0.9999999976978646,0.8270676672689106,5214/80201/1373/10993/189,5
Genetic Information Processing,Transcription,hsa03020,RNA polymerase,1/652,34/9423,0.029411764705882353,0.42507217610970766,-0.9156171282597089,0.913041803320638,0.9999999976978646,0.8270676672689106,10622,1
Human Diseases,Infectious disease: bacterial,hsa05100,Bacterial invasion of epithelial cells,3/652,78/9423,0.038461538461538464,0.5558636149126948,-1.073852899819235,0.9137664676079404,0.9999999976978646,0.8270676672689106,10095/10092/8503,3
Organismal Systems,Nervous system,hsa04721,Synaptic vesicle cycle,3/652,79/9423,0.0379746835443038,0.5488273666226606,-1.0978946581202456,0.9180318226309223,0.9999999976978646,0.8270676672689106,6804/6539/6534,3
Human Diseases,Cardiovascular disease,hsa05410,Hypertrophic cardiomyopathy,4/652,99/9423,0.04040404040404041,0.5839375348577803,-1.1346078790249159,0.918810021108982,0.9999999976978646,0.8270676672689106,3673/3696/183/7124,4
Human Diseases,Drug resistance: antineoplastic,hsa01521,EGFR tyrosine kinase inhibitor resistance,3/652,80/9423,0.0375,0.5419670245398773,-1.121680983140431,0.9221040152068393,0.9999999976978646,0.8270676672689106,2065/3717/8503,3
Organismal Systems,Immune system,hsa04660,T cell receptor signaling pathway,5/652,122/9423,0.040983606557377046,0.5923136880217238,-1.2356970667668283,0.9313203656854813,0.9999999976978646,0.8270676672689106,84433/1326/1437/8503/7124,5
Organismal Systems,Aging,hsa04213,Longevity regulating pathway - multiple species,2/652,62/9423,0.03225806451612903,0.4662081931525826,-1.1496811690067021,0.9348115050253949,0.9999999976978646,0.8270676672689106,113/8503,2
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,13/652,269/9423,0.048327137546468404,0.6984457317490365,-1.368065711814353,0.9382228660489536,0.9999999976978646,0.8270676672689106,91860/818/805/283375/84790/7846/7280/317/90550/10383/79861/57181/10381,13
Environmental Information Processing,Signal transduction,hsa04330,Notch signaling pathway,2/652,63/9423,0.031746031746031744,0.4588080631025416,-1.175044895400454,0.9385413163353316,0.9999999976978646,0.8270676672689106,79816/388585,2
Organismal Systems,Sensory system,hsa04742,Taste transduction,3/652,86/9423,0.03488372093023256,0.5041553716650021,-1.2593949608676767,0.942884804530378,0.9999999976978646,0.8270676672689106,5331/3352/954,3
Human Diseases,Cardiovascular disease,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,3/652,86/9423,0.03488372093023256,0.5041553716650021,-1.2593949608676767,0.942884804530378,0.9999999976978646,0.8270676672689106,3673/3696/51176,3
Human Diseases,Substance dependence,hsa05033,Nicotine addiction,1/652,41/9423,0.024390243902439025,0.3524988777495137,-1.1328059770805692,0.947466180431094,0.9999999976978646,0.8270676672689106,2906,1
Human Diseases,Cancer: overview,hsa05205,Proteoglycans in cancer,9/652,204/9423,0.04411764705882353,0.6376082641645616,-1.4266658108886554,0.9493154926103362,0.9999999976978646,0.8270676672689106,818/355/2065/10855/1026/5329/3673/8503/7124,9
Environmental Information Processing,Signal transduction,hsa04350,TGF-beta signaling pathway,4/652,110/9423,0.03636363636363636,0.5255437813720022,-1.364641192751902,0.9517499078232907,0.9999999976978646,0.8270676672689106,79639/7037/7124/3624,4
Human Diseases,Cancer: specific types,hsa05225,Hepatocellular carcinoma,7/652,170/9423,0.041176470588235294,0.5951010465535908,-1.4524481112442922,0.9548633640576268,0.9999999976978646,0.8270676672689106,578/1870/3162/1026/1869/8503/51176,7
Genetic Information Processing,Transcription,hsa03022,Basal transcription factors,1/652,44/9423,0.022727272727272728,0.3284648633575014,-1.2172719197743447,0.9576761613603028,0.9999999976978646,0.8270676672689106,6877,1
Human Diseases,Substance dependence,hsa05034,Alcoholism,8/652,191/9423,0.041884816753926704,0.6053383869206309,-1.5023269728291975,0.9587029088283513,0.9999999976978646,0.8270676672689106,2906/136/91860/3177/805/84152/1644/84699,8
Human Diseases,Cancer: specific types,hsa05211,Renal cell carcinoma,2/652,70/9423,0.02857142857142857,0.4129272567922874,-1.344114488388691,0.9595056358943674,0.9999999976978646,0.8270676672689106,1026/8503,2
Cellular Processes,Cellular community - eukaryotes,hsa04520,Adherens junction,3/652,93/9423,0.03225806451612903,0.4662081931525826,-1.4104034065595659,0.9605918978544934,0.9999999976978646,0.8270676672689106,4008/6615/51176,3
Cellular Processes,Transport and catabolism,hsa04144,Endocytosis,10/652,250/9423,0.04,0.5780981595092025,-1.8433021083657473,0.9820912151378227,0.9999999976978646,0.8270676672689106,10095/23624/3949/5337/3561/3579/5371/7037/30845/10092,10
Genetic Information Processing,"Folding, sorting and degradation",hsa04141,Protein processing in endoplasmic reticulum,6/652,175/9423,0.03428571428571429,0.495512708150745,-1.8366065839016743,0.9845702426515222,0.9999999976978646,0.8270676672689106,578/10484/10802/26270/9601/22824,6
Environmental Information Processing,Signal transduction,hsa04390,Hippo signaling pathway,5/652,157/9423,0.03184713375796178,0.4602692352780274,-1.859309311199391,0.9865672213214773,0.9999999976978646,0.8270676672689106,374/7004/332/894/51176,5
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,5/652,157/9423,0.03184713375796178,0.4602692352780274,-1.859309311199391,0.9865672213214773,0.9999999976978646,0.8270676672689106,355/9021/51085/8503/7124,5
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,16/652,369/9423,0.04336043360433604,0.626664671554691,-1.994632169824164,0.9867024836058693,0.9999999976978646,0.8270676672689106,2906/7133/5606/84790/7846/7280/317/834/90550/10383/2733/79861/4843/10381/4741/7124,16
Organismal Systems,Nervous system,hsa04727,GABAergic synapse,2/652,89/9423,0.02247191011235955,0.3247742469152823,-1.7449415950659284,0.9873946083672676,0.9999999976978646,0.8270676672689106,113/6539,2
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,22/652,481/9423,0.04573804573804574,0.6610270015177991,-2.0806120183084182,0.9887168445865453,0.9999999976978646,0.8270676672689106,2906/91860/578/7133/818/6804/355/805/5606/5331/84790/7846/7280/317/90550/10383/79861/4843/10381/4741/7124/27121,22
Human Diseases,Substance dependence,hsa05032,Morphine addiction,2/652,91/9423,0.02197802197802198,0.3176363513786827,-1.7832819186906068,0.9888788078573948,0.9999999976978646,0.8270676672689106,113/5140,2
Genetic Information Processing,Replication and repair,hsa03420,Nucleotide excision repair,1/652,63/9423,0.015873015873015872,0.2294040315512708,-1.6731307275803224,0.9892488967352496,0.9999999976978646,0.8270676672689106,5983,1
Metabolism,Amino acid metabolism,hsa00310,Lysine degradation,1/652,64/9423,0.015625,0.2258195935582822,-1.6942918872753405,0.9899977983729225,0.9999999976978646,0.8270676672689106,2146,1
Human Diseases,Neurodegenerative disease,hsa05017,Spinocerebellar ataxia,4/652,144/9423,0.027777777777777776,0.4014570552147239,-1.973316589612079,0.9915453520830737,0.9999999976978646,0.8270676672689106,2906/5331/90550/8503,4
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,12/652,309/9423,0.038834951456310676,0.5612603490380607,-2.1379739304994407,0.9921240129052928,0.9999999976978646,0.8270676672689106,6804/4899/5331/84790/7846/7280/317/10383/79861/7052/84699/10381,12
Organismal Systems,Environmental adaptation,hsa04714,Thermogenesis,8/652,234/9423,0.03418803418803419,0.4941009910335064,-2.136527188858678,0.9932458858367932,0.9999999976978646,0.8270676672689106,6197/5606/6195/11343/51703/113/84699/2641,8
Genetic Information Processing,Translation,hsa03013,Nucleocytoplasmic transport,2/652,108/9423,0.018518518518518517,0.26763803680981596,-2.0869739138337606,0.9962219621839232,0.9999999976978646,0.8270676672689106,3838/2733,2
Genetic Information Processing,"Folding, sorting and degradation",hsa03018,RNA degradation,1/652,78/9423,0.01282051282051282,0.18528787163756488,-1.9698475759600815,0.996363141201164,0.9999999976978646,0.8270676672689106,5214,1
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,6/652,205/9423,0.02926829268292683,0.42299865329941644,-2.277226335844746,0.9963834424267362,0.9999999976978646,0.8270676672689106,818/5331/1535/4688/183/8503,6
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,7/652,227/9423,0.030837004405286344,0.4456703872868301,-2.3049012273479437,0.996451202369075,0.9999999976978646,0.8270676672689106,1109/3162/5337/1535/253152/4688/8503,7
Cellular Processes,Transport and catabolism,hsa04142,Lysosome biogenesis,8/652,250/9423,0.032,0.46247852760736197,-2.348447833743977,0.9967523207940765,0.9999999976978646,0.8270676672689106,3177/968/1520/1075/130340/27074/1522/58528,8
Genetic Information Processing,Chromosome,hsa03083,Polycomb repressive complex,1/652,83/9423,0.012048192771084338,0.17412595165939834,-2.0603937307439972,0.9974669518725132,0.9999999976978646,0.8270676672689106,2146,1
Organismal Systems,Circulatory system,hsa04260,Cardiac muscle contraction,1/652,87/9423,0.011494252873563218,0.16612016077850644,-2.1303623151945086,0.9981036685709883,0.9999999976978646,0.8270676672689106,483,1
Organismal Systems,Nervous system,hsa04723,Retrograde endocannabinoid signaling,3/652,149/9423,0.020134228187919462,0.29098900646436365,-2.378391531804393,0.9984218456987168,0.9999999976978646,0.8270676672689106,5331/11343/113,3
Genetic Information Processing,Translation,hsa03015,mRNA surveillance pathway,1/652,103/9423,0.009708737864077669,0.14031508725951516,-2.391777375921095,0.9994051079096553,0.9999999976978646,0.8270676672689106,2733,1
Cellular Processes,Transport and catabolism,hsa04137,Mitophagy - animal,1/652,105/9423,0.009523809523809525,0.13764241893076248,-2.422654452903954,0.9994854344941233,0.9999999976978646,0.8270676672689106,1869,1
Cellular Processes,Transport and catabolism,hsa04140,Autophagy - animal,3/652,169/9423,0.01775147928994083,0.25655243765201297,-2.6588861318338752,0.9995357293373641,0.9999999976978646,0.8270676672689106,58476/58528/8503,3
Genetic Information Processing,Chromosome,hsa03082,ATP-dependent chromatin remodeling,1/652,117/9423,0.008547008547008548,0.1235252477583766,-2.600887751354691,0.9997846421151565,0.9999999976978646,0.8270676672689106,8607,1
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,1/652,138/9423,0.007246376811594203,0.10472792744731928,-2.888513613068187,0.999953231657267,0.9999999976978646,0.8270676672689106,5464,1
Genetic Information Processing,Transcription,hsa03040,Spliceosome,2/652,243/9423,0.00823045267489712,0.11895023858214042,-3.7936130135545048,0.9999995810882678,0.9999999976978646,0.8270676672689106,100534599/10262,2
Genetic Information Processing,Translation,hsa03010,Ribosome,1/652,229/9423,0.004366812227074236,0.06311115278484743,-3.9131306923332794,0.9999999400274266,0.9999999976978646,0.8270676672689106,116832,1
Organismal Systems,Sensory system,hsa04740,Olfactory transduction,6/652,449/9423,0.013363028953229399,0.1931285610832525,-4.776450409085474,0.9999999976978646,0.9999999976978646,0.8270676672689106,91860/818/805/256892/401427/5997,6
