category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Organismal Systems,Digestive system,hsa04975,Fat digestion and absorption,17/652,44/9423,0.38636363636363635,5.583902677077524,8.309105074803304,1.8246912695222723e-9,3.7750925367022995e-7,3.1222569852425034e-7,949/50487/10999/10555/29881/346606/5320/64240/2168/64241/80168/4547/8694/2169/337/338/84647,17
Environmental Information Processing,Signaling molecules and interaction,hsa04061,Viral protein interaction with cytokine and cytokine receptor,26/652,100/9423,0.26,3.757638036809816,7.55840590655178,2.247078890894226e-9,3.7750925367022995e-7,3.1222569852425034e-7,6359/7133/3606/58985/53833/6362/2921/2919/3561/1235/3579/6364/3627/2920/414062/6374/1230/6357/7124/10344/5196/6348/6370/6373/8794/4283,26
Environmental Information Processing,Signaling molecules and interaction,hsa04060,Cytokine-cytokine receptor interaction,46/652,298/9423,0.15436241610738255,2.230915716226788,5.886956199288273,1.80253795062772e-7,2.0188425047030464e-5,1.6697193647919934e-5,6359/58191/7133/9235/8792/3606/355/51330/58985/4982/10913/53833/3557/6362/2921/3976/3598/10673/2919/3561/23529/1235/8744/8771/3579/6364/3627/2920/414062/6374/27189/3604/1437/8784/1230/6357/7124/10344/5196/6348/6370/3566/6373/8794/3624/4283,46
Organismal Systems,Development and regeneration,hsa04382,Cornified envelope formation,36/652,217/9423,0.16589861751152074,2.3976421362132823,5.678859961370976,6.989454393248926e-7,5.3058863416045446e-5,4.3883270494473676e-5,9075/1364/6768/6281/140576/3880/1366/57402/10999/3918/9076/11187/3866/3875/144501/3854/1308/9069/3855/1365/137075/11240/26154/24146/6280/6274/3861/286887/6283/3872/1830/3853/3868/1041/6279/54474,36
Human Diseases,Infectious disease: viral,hsa05160,Hepatitis C,29/652,156/9423,0.1858974358974359,2.686674138744691,5.791548479494337,7.895664198816286e-7,5.3058863416045446e-5,4.3883270494473676e-5,9075/1364/949/578/4940/1366/355/4938/9076/7187/1870/317/3949/9069/9021/1026/1365/137075/4939/1869/9641/24146/6772/91543/3434/3627/4599/8503/7124,29
Cellular Processes,Cell growth and death,hsa04110,Cell cycle,29/652,158/9423,0.18354430379746836,2.6526656053428597,5.7116503419980535,1.039001783405631e-6,5.818409987071534e-5,4.812218786299765e-5,11200/9319/890/157570/994/9700/4085/2810/1870/993/23594/699/1111/8318/4998/891/991/6502/9133/701/9232/4173/990/1026/26271/9134/1869/894/81620,29
Human Diseases,Infectious disease: bacterial,hsa05150,Staphylococcus aureus infection,21/652,99/9423,0.21212121212121213,3.0656720580033467,5.633115190266128,3.021608611263213e-6,1.450372133406342e-4,1.1995558998097567e-4,5724/3880/3426/3866/3875/717/3861/728/2358/3872/9103/2214/3868/3123/2357/6403/3383/3126/1668/54474/3125,21
Environmental Information Processing,Signal transduction,hsa04668,TNF signaling pathway,23/652,119/9423,0.19327731092436976,2.7933314430066507,5.367474443905799,5.525760649915742e-6,2.3208194729646117e-4,1.9194747520759946e-4,7133/355/5606/64285/7187/11035/1326/9021/2921/3976/2919/84699/3659/6364/3627/2920/4314/64127/6374/1437/8503/7124/3383,23
Human Diseases,Infectious disease: viral,hsa05164,Influenza A,29/652,173/9423,0.1676300578034682,2.422665697365155,5.149034925750607,6.873353764737452e-6,2.566052072168649e-4,2.1222987063048977e-4,578/4940/3606/355/4938/56649/5646/7187/4615/317/834/3838/9021/5645/4939/3717/9641/6772/91543/29108/5371/3627/4599/8503/3123/7124/3383/3126/3125,29
Genetic Information Processing,Information processing in viruses,hsa03272,Virion - Hepatitis viruses,13/652,48/9423,0.2708333333333333,3.9142062883435584,5.518563749225768,1.4870113043587227e-5,4.996357982645309e-4,4.1323261510600295e-4,9075/1364/949/928/1366/4072/9076/3949/9069/1365/137075/24146/1803,13
Human Diseases,Infectious disease: parasitic,hsa05143,African trypanosomiasis,11/652,37/9423,0.2972972972972973,4.296675509865694,5.477817779285904,2.595447421150597e-5,7.927912122787278e-4,6.55691980080151e-4,3606/355/4615/5331/2150/7064/8542/3250/7124/3620/3383,11
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,30/652,205/9423,0.14634146341463414,2.1149932664970823,4.400495848537933,7.087900030389232e-5,0.001984612008508985,0.001641408428090138,965/578/4067/4940/355/4938/5606/890/7187/1870/4615/317/6502/6890/1026/9636/4939/9134/1869/894/9641/6772/3627/956/8503/3123/7124/3383/3126/3125,30
Human Diseases,Cardiovascular disease,hsa05417,Lipid and atherosclerosis,31/652,216/9423,0.14351851851851852,2.074194785276074,4.354332971654879,7.841517966339995e-5,0.0020267307974540295,0.0016762435166913028,91860/4067/818/3606/355/805/5606/7187/4615/5331/317/834/3949/2921/1535/2919/3717/9641/1573/4688/29108/2920/4314/414062/8503/7124/337/6403/3383/6348/338,31
Organismal Systems,Immune system,hsa04062,Chemokine signaling pathway,28/652,193/9423,0.14507772020725387,2.0967290759401123,4.197086826806564,1.4269042554761673e-4,0.0034245702131428016,0.0028323513041030694,6359/58191/4067/5331/6362/2921/113/2919/1235/3717/6772/3579/6364/3627/2920/3055/414062/6374/8503/1230/6357/10344/5196/6348/6370/6373/2268/4283,28
Organismal Systems,Digestive system,hsa04979,Cholesterol metabolism,12/652,52/9423,0.23076923076923078,3.3351816894761677,4.603627459021867,1.7213451646960924e-4,0.0036532171619003523,0.0030214578030754798,949/255738/9388/4035/3949/64240/27141/344/64241/345/337/338,12
Metabolism,Lipid metabolism,hsa00591,Linoleic acid metabolism,9/652,31/9423,0.2903225806451613,4.195873738373244,4.859171308935962,1.7396272199525487e-4,0.0036532171619003523,0.0030214578030754798,50487/5321/255189/5320/1573/151056/1576/283748/84647,9
Organismal Systems,Immune system,hsa04621,NOD-like receptor signaling pathway,27/652,187/9423,0.1443850267379679,2.086717955447656,4.092290696101458,2.0229255648534483e-4,0.003985607467112776,0.0032963670780631984,4940/3606/260434/4938/7187/4615/11035/5331/10392/2633/834/90550/7226/2635/2921/1535/2919/4939/9641/118429/6772/29108/2920/64127/64170/7124/1668,27
Organismal Systems,Immune system,hsa04657,IL-17 signaling pathway,17/652,94/9423,0.18085106382978725,2.6137416786320324,4.286977344468545,2.1351468573818443e-4,0.003985607467112776,0.0032963670780631984,5597/7187/2921/2919/9641/6280/6364/3627/2920/4314/6374/3934/27189/1437/6279/7124/727897,17
Human Diseases,Immune disease,hsa05323,Rheumatoid arthritis,17/652,95/9423,0.17894736842105263,2.5862286083306425,4.236469699541695,2.4369988477562473e-4,0.004309640067611048,0.0035643639656933483,8792/3606/2921/10673/2919/6364/2920/4314/414062/6374/1437/3123/7124/3383/6348/3126/3125,17
Human Diseases,Infectious disease: viral,hsa05166,Human T-cell leukemia virus 1 infection,30/652,224/9423,0.13392857142857142,1.9355965162138473,3.8637862092189756,3.518572708524894e-4,0.005911202150321822,0.004888964184476695,2114/11200/890/9700/4085/1870/1111/991/6776/9133/701/9232/1026/113/4488/3561/84699/9134/6722/1869/894/4487/1437/8503/4316/3123/7124/3383/3126/3125,30
Cellular Processes,Cell growth and death,hsa04115,p53 signaling pathway,14/652,75/9423,0.18666666666666668,2.6977914110429446,4.024634116440364,5.425647744676296e-4,0.008681036391482074,0.007179804534308483,5268/355/11200/51512/6241/2810/1111/891/317/9133/1026/9134/894/83667,14
Human Diseases,Infectious disease: parasitic,hsa05146,Amoebiasis,17/652,103/9423,0.1650485436893204,2.385356483411758,3.8542775911319187,6.499987735637016e-4,0.009476648518569991,0.007837829601824806,5269/3918/5331/2921/2919/3315/384/10319/2769/2920/4843/1437/8503/733/7124/5272/4583,17
Metabolism,Amino acid metabolism,hsa00220,Arginine biosynthesis,7/652,23/9423,0.30434782608695654,4.3985729527874105,4.449050960810516,6.769034656121422e-4,0.009476648518569991,0.007837829601824806,95/5009/1373/384/445/4843/162417,7
Organismal Systems,Endocrine system,hsa04614,Renin-angiotensin system,7/652,23/9423,0.30434782608695654,4.3985729527874105,4.449050960810516,6.769034656121422e-4,0.009476648518569991,0.007837829601824806,5550/7064/59272/290/3816/183/4311,7
Metabolism,Lipid metabolism,hsa00565,Ether lipid metabolism,11/652,52/9423,0.21153846153846154,3.057249882019821,4.055706709939325,7.075487942749722e-4,0.009509455795055625,0.00786496343951969,50487/79888/79153/5321/255189/5337/5320/7941/151056/283748/84647,11
Organismal Systems,Immune system,hsa04610,Complement and coagulation cascades,15/652,89/9423,0.16853932584269662,2.435806851864617,3.710461407689959,0.0010642472077054693,0.013753348530347603,0.01137494991231757,2161/1604/3426/2152/7035/5329/717/624/2151/10544/728/623/733/722/5270,15
Organismal Systems,Sensory system,hsa04750,Inflammatory mediator regulation of TRP channels,16/652,99/9423,0.16161616161616163,2.3357501394311213,3.642608405180527,0.001170798096298783,0.014569931865051521,0.012050319587636598,91860/818/805/3357/5606/5331/5321/255189/2150/113/624/1573/5029/623/8503/283748,16
Human Diseases,Infectious disease: bacterial,hsa05130,Pathogenic Escherichia coli infection,26/652,201/9423,0.12935323383084577,1.869471660104386,3.3971262961562654,0.0014294224730754149,0.017153069676904976,0.014186749356838703,9075/1364/578/3606/1366/10095/355/10802/9076/4615/84790/7846/7280/834/9069/10383/79861/1365/137075/24146/29108/4640/10092/10381/3071/7124,26
Organismal Systems,Digestive system,hsa04977,Vitamin digestion and absorption,7/652,26/9423,0.2692307692307692,3.8910453043888626,4.024553919136393,0.001513839091605754,0.017539652923432184,0.014506479861485266,949/80704/2346/151056/337/5948/338,7
Organismal Systems,Digestive system,hsa04974,Protein digestion and absorption,16/652,103/9423,0.1553398058252427,2.2450413961522426,3.4638991556911054,0.0017971938246864017,0.020128570836487697,0.016647690165516146,9056/5646/1308/10008/5645/59272/340024/4224/483/1803/7512/11136/4225/6564/4311/6519,16
Metabolism,Lipid metabolism,hsa00592,alpha-Linolenic acid metabolism,7/652,27/9423,0.25925925925925924,3.746932515337423,3.896988825399224,0.0019235824897746196,0.020849152147234585,0.01724365967064515,50487/5321/255189/5320/151056/283748/84647,7
Human Diseases,Infectious disease: bacterial,hsa05133,Pertussis,13/652,78/9423,0.16666666666666666,2.4087423312883436,3.406120480884998,0.0024895011591668566,0.026139762171251996,0.021619352171712177,91860/1072/805/4615/10392/834/3659/717/29108/4843/6374/722/7124,13
Human Diseases,Infectious disease: bacterial,hsa05152,Tuberculosis,23/652,181/9423,0.1270718232044199,1.8364996779988476,3.098081766738051,0.0033021832544163896,0.033103889281715426,0.027379156548787198,3656/91860/818/3606/805/4615/7421/1594/317/1520/3717/6772/64127/64170/4843/7096/9103/2214/3123/7124/22925/3126/3125,23
Organismal Systems,Digestive system,hsa04976,Bile secretion,14/652,90/9423,0.15555555555555556,2.2481595092024538,3.2437808375331314,0.0033497983201735844,0.033103889281715426,0.027379156548787198,949/3949/6523/113/7364/64240/483/1080/64241/366/9429/9971/54576/1576,14
Metabolism,Lipid metabolism,hsa00590,Arachidonic acid metabolism,11/652,64/9423,0.171875,2.484015529141104,3.247764281675452,0.004091359694177629,0.0385028116537628,0.03184443069108201,50487/4051/8529/5321/255189/874/5320/1573/151056/283748/84647,11
Cellular Processes,Cell motility,hsa04814,Motor proteins,24/652,195/9423,0.12307692307692308,1.7787635677206233,2.9959870453229622,0.004125301248617442,0.0385028116537628,0.03184443069108201,81930/3796/80022/3835/24137/23095/84790/9493/7846/7280/10112/1062/9585/10383/79861/3832/4648/9928/3833/56992/4640/63971/10381/7125,24
Human Diseases,Cancer: specific types,hsa05222,Small cell lung cancer,14/652,93/9423,0.15053763440860216,2.175638234712052,3.1063125170700157,0.004540500650990511,0.041232654560346256,0.03410219550103827,578/3918/7187/1870/1164/317/6502/1026/9134/3673/1869/10319/4843/8503,14
Metabolism,Lipid metabolism,hsa00564,Glycerophospholipid metabolism,15/652,105/9423,0.14285714285714285,2.064636283961437,2.990923824040935,0.005567868285571429,0.047969326768,0.03967387928180451,142891/50487/79888/10555/1608/43/5321/255189/9926/5337/2819/5320/151056/283748/84647,15
Environmental Information Processing,Signal transduction,hsa04064,NF-kappa B signaling pathway,15/652,105/9423,0.14285714285714285,2.064636283961437,2.990923824040935,0.005567868285571429,0.047969326768,0.03967387928180451,4067/8792/7187/4615/79092/84433/10913/2921/10673/2919/2920/597/6357/7124/3383,15
Organismal Systems,Endocrine system,hsa03320,PPAR signaling pathway,12/652,77/9423,0.15584415584415584,2.252330491594295,3.008307465174667,0.006280836673717327,0.052759028059225554,0.04363528636477302,11001/6319/10999/51703/2710/8309/2168/5106/2169/345/2172/5105,12
Human Diseases,Infectious disease: parasitic,hsa05140,Leishmaniasis,12/652,78/9423,0.15384615384615385,2.223454459650779,2.958123142814575,0.006970170403635606,0.057121396478574726,0.04724326024543775,4615/1535/3717/6772/4688/4843/9103/2214/3123/7124/3126/3125,12
Organismal Systems,Immune system,hsa04620,Toll-like receptor signaling pathway,15/652,109/9423,0.13761467889908258,1.988869814825238,2.83109892442188,0.007870038853723307,0.06296031082978645,0.05207243752839481,5606/7187/4615/1326/9641/6772/3627/414062/7096/8503/6696/7124/6348/6373/4283,15
Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,14/652,100/9423,0.14,2.0233435582822086,2.8048808045525973,0.008669497641271772,0.06774305133644919,0.056028087571499345,1604/928/3673/290/921/7037/1437/4311/3123/7124/952/3566/3126/3125,14
Metabolism,Glycan biosynthesis and metabolism,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,6/652,28/9423,0.21428571428571427,3.096954425942156,3.0296356855056152,0.010872510495732847,0.08302644378559629,0.06866848734147062,2527/2525/2528/10317/2526/8702,6
Organismal Systems,Digestive system,hsa04972,Pancreatic secretion,14/652,103/9423,0.13592233009708737,1.9644112216332121,2.683142284809479,0.011163073629418556,0.08335094976632522,0.06893687574658477,50487/5646/885/5331/683/5645/113/5320/483/1080/1811/1179/952/84647,14
Cellular Processes,Cell growth and death,hsa04218,Cellular senescence,19/652,157/9423,0.12101910828025478,1.7490230940565044,2.580296888949862,0.011923803153137619,0.08709560564030956,0.07203395955213573,91860/805/5606/11200/890/2305/1870/993/4605/1111/3364/891/90550/9133/1026/9134/1869/894/8503,19
Metabolism,Amino acid metabolism,hsa00250,"Alanine, aspartate and glutamate metabolism",7/652,37/9423,0.1891891891891892,2.7342480517327146,2.881659048045171,0.012221699750412323,0.08737215140720299,0.07226268161497992,2346/1373/445/8528/284716/259307/189,7
Human Diseases,Infectious disease: viral,hsa05168,Herpes simplex virus 1 infection,21/652,180/9423,0.11666666666666667,1.6861196319018403,2.5339638466621266,0.012625331723441458,0.0883773220640902,0.07309402576729267,578/4940/355/4938/7187/4615/317/9021/6890/4939/3717/9641/6772/5371/64170/684/8503/3123/7124/3126/3125,21
Metabolism,Global and overview maps,hsa01232,Nucleotide metabolism,12/652,85/9423,0.1411764705882353,2.040346445326597,2.626826010570967,0.013609193729240382,0.09332018557193404,0.07718210836776501,7378/7498/9615/6241/124583/122481/954/7298/7083/956/158067/4907,12
Human Diseases,Infectious disease: bacterial,hsa05134,Legionellosis,9/652,56/9423,0.16071428571428573,2.3227158194566173,2.7066437245883153,0.013914004449387589,0.0935021098998846,0.07733257209764892,3606/4615/317/834/2921/2919/29108/2920/7124,9
Environmental Information Processing,Signaling molecules and interaction,hsa04514,Cell adhesion molecule (CAM) interaction,19/652,160/9423,0.11875,1.716228911042945,2.491189697796269,0.014402330439201716,0.09488594171709365,0.07847709465323537,9075/1364/965/1366/1001/9076/9069/1365/137075/29126/3696/24146/26047/3123/6402/6403/3383/3126/3125,19
Metabolism,Carbohydrate metabolism,hsa00010,Glycolysis / Gluconeogenesis,10/652,67/9423,0.14925373134328357,2.1570826847358298,2.591358394561975,0.016159824801544813,0.10441732948690495,0.08636019731999657,3939/55276/5214/80201/130589/5106/130/127/3948/5105,10
Human Diseases,Infectious disease: viral,hsa05167,Kaposi sarcoma-associated herpesvirus infection,22/652,196/9423,0.11224489795918367,1.6222142231125578,2.3999848601277485,0.01650351475233502,0.10462605578838806,0.0865328280956593,91860/578/4067/355/805/7187/1870/4277/2921/1026/2919/1869/3717/9641/6772/2920/3055/1437/8503/1230/51176/3383,22
Organismal Systems,Development and regeneration,hsa04380,Osteoclast differentiation,17/652,142/9423,0.11971830985915492,1.7302233647282466,2.390414986904174,0.018529457269985353,0.11529440079101998,0.09535627133091877,8792/4982/2274/11027/9021/1535/79168/11025/23547/6772/4688/9103/10288/2214/8503/7124/54209,17
Organismal Systems,Endocrine system,hsa04914,Progesterone-mediated oocyte maturation,14/652,110/9423,0.12727272727272726,1.8394032348020077,2.414309659282062,0.019148561267650605,0.11698030156237461,0.09675062535233991,6197/6790/890/994/6195/4085/993/3835/699/891/9133/113/5140/8503,14
Cellular Processes,Transport and catabolism,hsa04145,Phagocytosis,27/652,260/9423,0.10384615384615385,1.5008317602642758,2.232700578428875,0.021974331712777424,0.13184599027666455,0.10904555586791806,949/84790/7846/7280/1520/6890/10383/79861/1535/3673/1080/290/248/4688/3934/7096/10381/9103/2214/8503/7058/3123/22925/2219/3126/1668/3125,27
Organismal Systems,Digestive system,hsa04978,Mineral absorption,9/652,61/9423,0.14754098360655737,2.1323292768782056,2.41893460627718,0.023476137232654744,0.138385651055649,0.11445429786557437,7421/26872/1181/3162/6523/340024/483/1811/10568,9
Metabolism,Xenobiotics biodegradation and metabolism,hsa00983,Drug metabolism - other enzymes,11/652,82/9423,0.13414634146341464,1.9387438276223257,2.327706004773876,0.025106002305376872,0.14208981662567174,0.1175178934498037,7378/9/7498/6241/7172/8824/10/7364/7083/54576/1576,11
Organismal Systems,Endocrine system,hsa04913,Ovarian steroidogenesis,8/652,52/9423,0.15384615384615385,2.223454459650779,2.4119444626916975,0.025322859535504238,0.14208981662567174,0.1175178934498037,949/5321/3949/255189/113/3294/1573/283748,8
Human Diseases,Infectious disease: viral,hsa05162,Measles,16/652,136/9423,0.11764705882352941,1.7002887044388306,2.2427436980750772,0.025373181540298526,0.14208981662567174,0.1175178934498037,578/4940/355/4938/7187/4615/317/6776/3561/4939/9134/894/9641/6772/4599/8503,16
Cellular Processes,Cell growth and death,hsa04114,Oocyte meiosis,16/652,138/9423,0.11594202898550725,1.6756468391571084,2.1799128470155207,0.02862653399870679,0.15768058071418822,0.13041251036511808,91860/818/6197/805/6790/9700/6195/4085/699/891/991/9133/9232/113/26271/9134,16
Human Diseases,Endocrine and metabolic disease,hsa04950,Maturity onset diabetes of the young,5/652,26/9423,0.19230769230769232,2.7793180745634736,2.4769454562001068,0.030507333646179857,0.16301465775557916,0.13482415303093015,3174/3175/3172/2494/5080,5
Metabolism,Nucleotide metabolism,hsa00230,Purine metabolism,15/652,128/9423,0.1171875,1.6936469516871167,2.154217562191615,0.030707239521800517,0.16301465775557916,0.13482415303093015,55276/7498/9615/6241/124583/122481/954/2984/9060/113/956/5140/158067/5198/4907,15
Genetic Information Processing,Replication and repair,hsa03460,Fanconi anemia pathway,8/652,54/9423,0.14814814814814814,2.1411042944785277,2.2926955739105406,0.031050411001062695,0.16301465775557916,0.13482415303093015,2177/5888/2175/29089/672/675/83990/641,8
Human Diseases,Infectious disease: viral,hsa05161,Hepatitis B,18/652,163/9423,0.11042944785276074,1.5959765139824609,2.0926097608993075,0.03258395670401388,0.16843399157767175,0.1393063088236383,355/5606/890/7187/1870/4615/332/317/6776/1026/84699/9134/1869/3717/9641/6772/8503/7124,18
Metabolism,Lipid metabolism,hsa00140,Steroid hormone biosynthesis,9/652,66/9423,0.13636363636363635,1.9707891801450081,2.1577412921709684,0.03699511788806026,0.1827994060351213,0.15118747867566423,51170/10170/1109/7364/3294/6820/3291/54576/1576,9
Metabolism,Lipid metabolism,hsa00561,Glycerolipid metabolism,9/652,66/9423,0.13636363636363635,1.9707891801450081,2.1577412921709684,0.03699511788806026,0.1827994060351213,0.15118747867566423,9388/10555/11343/1608/80339/2710/346606/80168/8694,9
Human Diseases,Immune disease,hsa05321,Inflammatory bowel disease,9/652,66/9423,0.13636363636363635,1.9707891801450081,2.1577412921709684,0.03699511788806026,0.1827994060351213,0.15118747867566423,3606/3561/6772/64127/3123/7124/3566/3126/3125,9
Human Diseases,Endocrine and metabolic disease,hsa04936,Alcoholic liver disease,16/652,144/9423,0.1111111111111111,1.6058282208588956,1.9973351771858325,0.04024237503728683,0.19596286974678806,0.16207455392591494,355/5606/6319/7187/4615/2921/2919/2168/717/9641/130/127/2920/728/7124/51176,16
Organismal Systems,Digestive system,hsa04973,Carbohydrate digestion and absorption,7/652,48/9423,0.14583333333333334,2.1076495398773005,2.097529822121106,0.04554161374190801,0.21859974596115844,0.18079678237389046,80201/5331/6523/483/6476/8503/6518,7
Organismal Systems,Immune system,hsa04662,B cell receptor signaling pathway,11/652,91/9423,0.12087912087912088,1.7469999325827548,1.9522016973345446,0.04874385431921032,0.23067514156696714,0.19078395167192772,4067/84433/11027/118788/27071/79168/11025/23547/55024/10288/8503,11
Human Diseases,Immune disease,hsa05330,Allograft rejection,6/652,39/9423,0.15384615384615385,2.223454459650779,2.0873578264865698,0.04964737184831892,0.23168773529215497,0.19162143520403793,355/3002/3123/7124/3126/3125,6
Cellular Processes,Cell growth and death,hsa04210,Apoptosis,15/652,138/9423,0.10869565217391304,1.570918911709789,1.842017749676607,0.05396414507463042,0.24664224037379034,0.2039898228655409,578/355/84823/332/84790/7846/317/1520/1075/79861/1522/3002/597/8503/7124,15
Human Diseases,Infectious disease: parasitic,hsa05144,Malaria,7/652,50/9423,0.14,2.0233435582822086,1.9780531010044218,0.05494073891896266,0.24664224037379034,0.2039898228655409,3606/4615/4035/7058/7124/6403/3383,7
Organismal Systems,Endocrine system,hsa04917,Prolactin signaling pathway,9/652,71/9423,0.1267605633802817,1.832001209712261,1.918543609298617,0.055054071512006766,0.24664224037379034,0.2039898228655409,8792/9021/6776/9306/3659/894/3717/6772/8503,9
Organismal Systems,Digestive system,hsa04981,Folate transport and metabolism,5/652,31/9423,0.16129032258064516,2.331040965762913,2.023783353576967,0.059466124236666786,0.2599495011037244,0.214995827980524,1719/7298/2346/11309/9429,5
Cellular Processes,Transport and catabolism,hsa04146,Peroxisome,10/652,83/9423,0.12048192771084337,1.7412595165939833,1.8492970737042649,0.05957176066960351,0.2599495011037244,0.214995827980524,55711/11001/7498/196743/55670/51703/8309/4843/8528/189,10
Genetic Information Processing,Replication and repair,hsa03440,Homologous recombination,6/652,41/9423,0.14634146341463414,2.1149932664970823,1.9506854788181547,0.0609906837949964,0.2627290994245999,0.21729474388500744,8438/5888/672/675/83990/641,6
Organismal Systems,Endocrine system,hsa04922,Glucagon signaling pathway,12/652,107/9423,0.11214953271028037,1.6208359612407546,1.7608599115029908,0.065453181448177,0.27838315147579074,0.23024170422809767,3939/91860/818/805/5214/5331/84699/5106/5140/3948/5105/2641,12
Metabolism,Carbohydrate metabolism,hsa00052,Galactose metabolism,5/652,32/9423,0.15625,2.258195935582822,1.9437398526322986,0.06664653972943779,0.27872360565358945,0.2305232828713898,55276/5214/80201/130589/6476,5
Metabolism,Amino acid metabolism,hsa00380,Tryptophan metabolism,6/652,42/9423,0.14285714285714285,2.064636283961437,1.8852638189702011,0.06719229779149032,0.27872360565358945,0.2305232828713898,1644/8942/6999/259307/3620/130013,6
Human Diseases,Endocrine and metabolic disease,hsa04931,Insulin resistance,12/652,109/9423,0.11009174311926606,1.5910958518601905,1.6922862902103721,0.07317744152536813,0.29984902868931335,0.24799543726183812,11001/6197/10999/6195/9021/84699/5106/183/51085/8503/7124/5105,12
Organismal Systems,Immune system,hsa04666,Fc gamma R-mediated phagosome formation,11/652,98/9423,0.11224489795918367,1.6222142231125578,1.688104564935788,0.0752305754644936,0.3045478717598777,0.2518816984480192,4067/1072/10095/5321/255189/5337/3055/10092/2214/8503/283748,11
Metabolism,Metabolism of cofactors and vitamins,hsa00730,Thiamine metabolism,3/652,15/9423,0.2,2.8904907975460126,1.9977555006695273,0.08046274807619933,0.315112324353312,0.2606192156305588,122481/248/158067,3
Environmental Information Processing,Signaling molecules and interaction,hsa04080,Neuroactive ligand-receptor interaction,33/652,371/9423,0.0889487870619946,1.285528252277876,1.5297996650464272,0.08055520018590906,0.315112324353312,0.2606192156305588,1138/2906/136/5724/10874/3357/5646/885/1908/51083/150/3352/2150/5645/56923/4922/387129/624/2151/5031/183/5029/728/2358/7433/623/4295/140/2357/10911/222642/2641/10022,33
Human Diseases,Endocrine and metabolic disease,hsa04940,Type I diabetes mellitus,6/652,44/9423,0.13636363636363635,1.9707891801450081,1.7597208910311704,0.08065374968566914,0.315112324353312,0.2606192156305588,355/3002/3123/7124/3126/3125,6
Human Diseases,Cancer: specific types,hsa05212,Pancreatic cancer,9/652,77/9423,0.11688311688311688,1.6892478686957215,1.6556887520269596,0.08324559384676151,0.3215002245116307,0.26590244132540886,578/1870/5888/1026/5337/675/1869/6772/8503,9
Human Diseases,Infectious disease: parasitic,hsa05145,Toxoplasmosis,12/652,112/9423,0.10714285714285714,1.548477212971078,1.5919896114453231,0.08582145702700565,0.3276819268303852,0.2710151274537021,5606/3918/4615/3949/3717/6772/10319/4843/3123/7124/3126/3125,12
Environmental Information Processing,Membrane transport,hsa02010,ABC transporters,6/652,45/9423,0.13333333333333333,1.926993865030675,1.6994124474073544,0.08790906468748072,0.32819384149992803,0.2714385155262563,6890/64240/26154/1080/64241/9429,6
Human Diseases,Immune disease,hsa05332,Graft-versus-host disease,6/652,45/9423,0.13333333333333333,1.926993865030675,1.6994124474073544,0.08790906468748072,0.32819384149992803,0.2714385155262563,355/3002/3123/7124/3126/3125,6
Human Diseases,Cancer: specific types,hsa05221,Acute myeloid leukemia,8/652,68/9423,0.11764705882352941,1.7002887044388306,1.5800850864897027,0.09606815422002583,0.3547131848124031,0.2933718069877018,890/6776/5371/597/1437/8503/11040/51176,8
Metabolism,Carbohydrate metabolism,hsa00051,Fructose and mannose metabolism,5/652,36/9423,0.1388888888888889,2.0072852760736195,1.6508633249449083,0.09990614733000244,0.354946773592019,0.29356500071520364,5214/80201/5210/29925/3795,5
Genetic Information Processing,Replication and repair,hsa03030,DNA replication,5/652,36/9423,0.1388888888888889,2.0072852760736195,1.6508633249449083,0.09990614733000244,0.354946773592019,0.29356500071520364,246243/2237/4173/23649/5983,5
Human Diseases,Cancer: overview,hsa05202,Transcriptional misregulation in cancer,19/652,201/9423,0.0945273631840796,1.366152366999359,1.4305996289563339,0.10200498677646222,0.354946773592019,0.29356500071520364,578/51513/890/55589/64919/1026/8842/894/3002/5371/2118/4314/3205/597/3207/3206/1437/54738/1668,19
Metabolism,Metabolism of cofactors and vitamins,hsa00830,Retinol metabolism,8/652,69/9423,0.11594202898550725,1.6756468391571084,1.5357354319095913,0.10246975309055309,0.354946773592019,0.29356500071520364,195814/10170/7364/130/127/8694/54576/1576,8
Organismal Systems,Immune system,hsa04664,Fc epsilon RI signaling pathway,8/652,69/9423,0.11594202898550725,1.6756468391571084,1.5357354319095913,0.10246975309055309,0.354946773592019,0.29356500071520364,4067/5606/5321/255189/1437/8503/7124/283748,8
Human Diseases,Substance dependence,hsa05031,Amphetamine addiction,8/652,69/9423,0.11594202898550725,1.6756468391571084,1.5357354319095913,0.10246975309055309,0.354946773592019,0.29356500071520364,2906/91860/818/6804/805/84152/1644/84699,8
Organismal Systems,Immune system,hsa04670,Leukocyte transendothelial migration,12/652,116/9423,0.10344827586206896,1.495081447006558,1.4627549672885558,0.10467235794464719,0.3580923742845029,0.2961666253480851,9075/1364/1366/9076/9069/1535/1365/137075/24146/4688/8503/3383,12
Organismal Systems,Endocrine system,hsa04912,GnRH signaling pathway,10/652,93/9423,0.10752688172043011,1.5540273105086089,1.4638703630228953,0.10827122566093464,0.3580923742845029,0.2961666253480851,91860/818/805/5606/5331/5321/255189/5337/113/283748,10
