category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Genetic Information Processing,Translation,hsa03013,Nucleocytoplasmic transport,4/458,108/9423,0.037037037037037035,0.7620087336244541,-0.5622255915533743,0.776930875571928,0.9999598023034189,0.8921947108271107,51068/51194/1917/64901,4
Cellular Processes,Transport and catabolism,hsa04142,Lysosome biogenesis,10/458,250/9423,0.04,0.8229694323144106,-0.6411973393846678,0.780697293607977,0.9999598023034189,0.8921947108271107,151556/23062/3920/8722/3425/2030/20/4286/155066/768239,10
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,9/458,227/9423,0.039647577092511016,0.8157186003116405,-0.6352198947858728,0.7808265588453784,0.9999598023034189,0.8921947108271107,2940/2946/1956/2941/5587/115019/2953/653689/2947,9
Cellular Processes,Cell growth and death,hsa04218,Cellular senescence,6/458,157/9423,0.03821656050955414,0.7862765276889272,-0.6103585627856745,0.7817023054543202,0.9999598023034189,0.8921947108271107,4616/4773/1021/5533/22808/7043,6
Metabolism,Nucleotide metabolism,hsa00240,Pyrimidine metabolism,2/458,59/9423,0.03389830508474576,0.6974317223003478,-0.5269238282768817,0.7886642825849273,0.9999598023034189,0.8921947108271107,4832/56953,2
Organismal Systems,Endocrine system,hsa04914,Progesterone-mediated oocyte maturation,4/458,110/9423,0.03636363636363636,0.7481540293767367,-0.6005037031345699,0.7890072333240392,0.9999598023034189,0.8921947108271107,3480/2770/107/5567,4
Environmental Information Processing,Signal transduction,hsa04370,VEGF signaling pathway,2/458,60/9423,0.03333333333333333,0.6858078602620088,-0.5518138179552657,0.7964213945023269,0.9999598023034189,0.8921947108271107,4773/5533,2
Metabolism,Carbohydrate metabolism,hsa00052,Galactose metabolism,1/458,32/9423,0.03125,0.6429448689956332,-0.45728135005898296,0.7975187796272605,0.9999598023034189,0.8921947108271107,2592,1
Cellular Processes,Cell growth and death,hsa04215,Apoptosis - multiple species,1/458,32/9423,0.03125,0.6429448689956332,-0.45728135005898296,0.7975187796272605,0.9999598023034189,0.8921947108271107,10018,1
Cellular Processes,Cell growth and death,hsa04210,Apoptosis,5/458,138/9423,0.036231884057971016,0.7454433263717486,-0.680866894919467,0.8075563439281574,0.9999598023034189,0.8921947108271107,4616/8722/5783/51807/10018,5
Cellular Processes,Transport and catabolism,hsa04145,Phagocytosis,10/458,260/9423,0.038461538461538464,0.7913167618407794,-0.7712311098895785,0.8192154973410835,0.9999598023034189,0.8921947108271107,23673/23710/3920/213/6441/51807/81035/338382/155066/5657,10
Organismal Systems,Immune system,hsa04662,B cell receptor signaling pathway,3/458,91/9423,0.03296703296703297,0.6782715101492394,-0.6970308396043892,0.8259591762540575,0.9999598023034189,0.8921947108271107,4773/5533/10451,3
Organismal Systems,Endocrine system,hsa04929,GnRH secretion,2/458,65/9423,0.03076923076923077,0.6330534094726236,-0.670960813735388,0.8315396298970698,0.9999598023034189,0.8921947108271107,2797/3767,2
Cellular Processes,Cell motility,hsa04814,Motor proteins,7/458,195/9423,0.035897435897435895,0.738562311051394,-0.8337980028742319,0.8427435855297092,0.9999598023034189,0.8921947108271107,57576/51807/7169/127602/547/3800/26153,7
Human Diseases,Cancer: specific types,hsa05221,Acute myeloid leukemia,2/458,68/9423,0.029411764705882353,0.6051245825841253,-0.7386212540291213,0.8498973913176298,0.9999598023034189,0.8921947108271107,3815/7704,2
Human Diseases,Cancer: specific types,hsa05211,Renal cell carcinoma,2/458,70/9423,0.02857142857142857,0.5878353087960074,-0.7823002684793527,0.8611055643007076,0.9999598023034189,0.8921947108271107,5063/7043,2
Environmental Information Processing,Signal transduction,hsa04070,Phosphatidylinositol signaling system,3/458,98/9423,0.030612244897959183,0.6298235451385795,-0.8325811068318056,0.8618998828663196,0.9999598023034189,0.8921947108271107,8527/117283/5288,3
Environmental Information Processing,Signal transduction,hsa04071,Sphingolipid signaling pathway,4/458,125/9423,0.032,0.6583755458515284,-0.869037122183785,0.8636536881075021,0.9999598023034189,0.8921947108271107,5523/79603/2770/1903,4
Human Diseases,Infectious disease: viral,hsa05163,Human cytomegalovirus infection,8/458,227/9423,0.03524229074889868,0.7250832002770138,-0.9476410581329828,0.8683695124726456,0.9999598023034189,0.8921947108271107,5733/1956/4773/1021/5533/2770/107/5567,8
Human Diseases,Cancer: specific types,hsa05219,Bladder cancer,1/458,41/9423,0.024390243902439025,0.5018106294600064,-0.7225498466047583,0.8709170803114168,0.9999598023034189,0.8921947108271107,1956,1
Metabolism,Amino acid metabolism,hsa00380,Tryptophan metabolism,1/458,42/9423,0.023809523809523808,0.48986275733000617,-0.7488869275268351,0.8772185061499769,0.9999598023034189,0.8921947108271107,38,1
Cellular Processes,Cell growth and death,hsa04216,Ferroptosis,1/458,42/9423,0.023809523809523808,0.48986275733000617,-0.7488869275268351,0.8772185061499769,0.9999598023034189,0.8921947108271107,7018,1
Human Diseases,Infectious disease: viral,hsa05160,Hepatitis C,5/458,156/9423,0.03205128205128205,0.659430634867316,-0.9694545190811044,0.8820589400572878,0.9999598023034189,0.8921947108271107,1956/1021/149461/644672/100132463,5
Human Diseases,Endocrine and metabolic disease,hsa04940,Type I diabetes mellitus,1/458,44/9423,0.022727272727272728,0.4675962683604605,-0.8000521619329802,0.888915350112438,0.9999598023034189,0.8921947108271107,5798,1
Organismal Systems,Immune system,hsa04625,C-type lectin receptor signaling pathway,3/458,105/9423,0.02857142857142857,0.5878353087960074,-0.9599159830409244,0.8911633216688994,0.9999598023034189,0.8921947108271107,4773/5533/22808,3
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,11/458,309/9423,0.03559870550161812,0.7324161614448638,-1.0809702685377354,0.8923537132969452,0.9999598023034189,0.8921947108271107,2893/6506/2892/8408/9706/51807/10891/127602/3766/3800/2878,11
Metabolism,Glycan biosynthesis and metabolism,hsa00513,Various types of N-glycan biosynthesis,1/458,45/9423,0.022222222222222223,0.4572052401746725,-0.8249277837645421,0.8943398910708029,0.9999598023034189,0.8921947108271107,4122,1
Human Diseases,Infectious disease: bacterial,hsa05133,Pertussis,2/458,78/9423,0.02564102564102564,0.5275445078938529,-0.9469950138475397,0.8986781993855908,0.9999598023034189,0.8921947108271107,727/2770,2
Human Diseases,Infectious disease: parasitic,hsa05140,Leishmaniasis,2/458,78/9423,0.02564102564102564,0.5275445078938529,-0.9469950138475397,0.8986781993855908,0.9999598023034189,0.8921947108271107,1917/7043,2
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,18/458,481/9423,0.037422037422037424,0.769929822331569,-1.1706974578496605,0.9036194137834237,0.9999598023034189,0.8921947108271107,2893/8322/1131/2892/6262/10297/8408/5533/9706/7475/51807/4747/127602/8325/3800/2878/816/22943,18
Human Diseases,Substance dependence,hsa05034,Alcoholism,6/458,191/9423,0.031413612565445025,0.6463110724982282,-1.1161418485115682,0.9083523163332403,0.9999598023034189,0.8921947108271107,10014/2030/2770/5567/6571/4852,6
Organismal Systems,Digestive system,hsa04973,Carbohydrate digestion and absorption,1/458,48/9423,0.020833333333333332,0.42862991266375544,-0.896977651784093,0.9090782476607003,0.9999598023034189,0.8921947108271107,482,1
Genetic Information Processing,Chromosome,hsa03083,Polycomb repressive complex,2/458,83/9423,0.024096385542168676,0.49576471826169305,-1.0428647316098538,0.9171111593915506,0.9999598023034189,0.8921947108271107,80816/23492,2
Human Diseases,Infectious disease: parasitic,hsa05144,Malaria,1/458,50/9423,0.02,0.4114847161572053,-0.9430453580553504,0.9177453614715925,0.9999598023034189,0.8921947108271107,7043,1
Human Diseases,Infectious disease: viral,hsa05166,Human T-cell leukemia virus 1 infection,7/458,224/9423,0.03125,0.6429448689956332,-1.2224134512225275,0.924256182055258,0.9999598023034189,0.8921947108271107,4773/23373/5533/916/107/5567/7043,7
Human Diseases,Endocrine and metabolic disease,hsa04936,Alcoholic liver disease,4/458,144/9423,0.027777777777777776,0.5715065502183406,-1.1711269851030568,0.9248285444579053,0.9999598023034189,0.8921947108271107,727/5563/10891/131,4
Genetic Information Processing,Chromosome,hsa03082,ATP-dependent chromatin remodeling,3/458,117/9423,0.02564102564102564,0.5275445078938529,-1.1622550734527188,0.928648637630136,0.9999598023034189,0.8921947108271107,6604/1107/6594,3
Metabolism,Glycan biosynthesis and metabolism,hsa00510,N-Glycan biosynthesis,1/458,57/9423,0.017543859649122806,0.3609515054010572,-1.0937632048471735,0.9420825410573308,0.9999598023034189,0.8921947108271107,4122,1
Human Diseases,Immune disease,hsa05323,Rheumatoid arthritis,2/458,95/9423,0.021052631578947368,0.43314180648126865,-1.255079119501223,0.949310243840508,0.9999598023034189,0.8921947108271107,7043/155066,2
Environmental Information Processing,Signal transduction,hsa04330,Notch signaling pathway,1/458,63/9423,0.015873015873015872,0.3265751715533375,-1.2121339537945686,0.9571323127226944,0.9999598023034189,0.8921947108271107,11317,1
Organismal Systems,Immune system,hsa04650,Natural killer cell mediated cytotoxicity,3/458,133/9423,0.022556390977443608,0.46408050694421643,-1.406846321821199,0.9603113769720117,0.9999598023034189,0.8921947108271107,4773/5533/10451,3
Organismal Systems,Immune system,hsa04062,Chemokine signaling pathway,5/458,193/9423,0.025906735751295335,0.5330112903590741,-1.4815398134425792,0.9615675385114857,0.9999598023034189,0.8921947108271107,6360/2770/107/5567/10451,5
Human Diseases,Infectious disease: bacterial,hsa05132,Salmonella infection,7/458,249/9423,0.028112449799196786,0.5783921713053086,-1.523905772681862,0.9621527730575898,0.9999598023034189,0.8921947108271107,10810/26999/5063/51807/338382/5288/3800,7
Metabolism,Lipid metabolism,hsa00140,Steroid hormone biosynthesis,1/458,66/9423,0.015151515151515152,0.31173084557364034,-1.268209790586638,0.9631227850606021,0.9999598023034189,0.8921947108271107,9420,1
Organismal Systems,Immune system,hsa04613,Neutrophil extracellular trap formation,5/458,195/9423,0.02564102564102564,0.5275445078938529,-1.5067928704132172,0.9639623842542099,0.9999598023034189,0.8921947108271107,2243/2244/2266/727/10014,5
Environmental Information Processing,Signal transduction,hsa04064,NF-kappa B signaling pathway,2/458,105/9423,0.01904761904761905,0.391890205864005,-1.4162647196432467,0.9666588802213568,0.9999598023034189,0.8921947108271107,1896/4616,2
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,3/458,138/9423,0.021739130434782608,0.44726599582304916,-1.4784066737529729,0.9671170026244,0.9999598023034189,0.8921947108271107,496/495/155066,3
Organismal Systems,Immune system,hsa04664,Fc epsilon RI signaling pathway,1/458,69/9423,0.014492753623188406,0.29817733054869944,-1.322459548764472,0.9682776992008209,0.9999598023034189,0.8921947108271107,10451,1
Organismal Systems,Endocrine system,hsa04917,Prolactin signaling pathway,1/458,71/9423,0.014084507042253521,0.2897779691247925,-1.3576887117181264,0.9713082455337686,0.9999598023034189,0.8921947108271107,2592,1
Genetic Information Processing,"Folding, sorting and degradation",hsa04120,Ubiquitin mediated proteolysis,3/458,142/9423,0.02112676056338028,0.4346669536871886,-1.5341940728252403,0.9717533700587258,0.9999598023034189,0.8921947108271107,9886/134111/23327,3
Organismal Systems,Development and regeneration,hsa04380,Osteoclast differentiation,3/458,142/9423,0.02112676056338028,0.4346669536871886,-1.5341940728252403,0.9717533700587258,0.9999598023034189,0.8921947108271107,4773/5533/4286,3
NA,NA,hsa04156,Integrated stress response (ISR) signaling pathway,1/458,72/9423,0.013888888888888888,0.2857532751091703,-1.3750377436841468,0.9727133806434279,0.9999598023034189,0.8921947108271107,23710,1
Organismal Systems,Immune system,hsa04622,RIG-I-like receptor signaling pathway,1/458,72/9423,0.013888888888888888,0.2857532751091703,-1.3750377436841468,0.9727133806434279,0.9999598023034189,0.8921947108271107,9755,1
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,11/458,369/9423,0.02981029810298103,0.6133241026733411,-1.7126522207815147,0.9738326832041058,0.9999598023034189,0.8921947108271107,6506/2066/8408/5533/9706/51807/4747/127602/3800/145957/2878,11
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,5/458,205/9423,0.024390243902439025,0.5018106294600064,-1.6299796327352285,0.9740063896106956,0.9999598023034189,0.8921947108271107,4616/1021/11317/916/10018,5
Human Diseases,Cancer: overview,hsa05203,Viral carcinogenesis,5/458,205/9423,0.024390243902439025,0.5018106294600064,-1.6299796327352285,0.9740063896106956,0.9999598023034189,0.8921947108271107,1021/3249/10014/11317/5567,5
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,5/458,205/9423,0.024390243902439025,0.5018106294600064,-1.6299796327352285,0.9740063896106956,0.9999598023034189,0.8921947108271107,6262/6517/9882/7043/816,5
Human Diseases,Infectious disease: viral,hsa05171,Coronavirus disease,6/458,239/9423,0.02510460251046025,0.5165080119128099,-1.7112026210198352,0.9779532200163529,0.9999598023034189,0.8921947108271107,2243/2244/2266/1956/727/2147,6
Human Diseases,Infectious disease: bacterial,hsa05152,Tuberculosis,4/458,181/9423,0.022099447513812154,0.45467924437260243,-1.674316184026834,0.9787960452266313,0.9999598023034189,0.8921947108271107,3920/5533/7043/816,4
Human Diseases,Infectious disease: bacterial,hsa05100,Bacterial invasion of epithelial cells,1/458,78/9423,0.01282051282051282,0.26377225394692644,-1.4757030370425488,0.9798137684062389,0.9999598023034189,0.8921947108271107,79658,1
Genetic Information Processing,Translation,hsa03008,Ribosome biogenesis in eukaryotes,4/458,183/9423,0.02185792349726776,0.4497100723029565,-1.699066061296149,0.9802633725661932,0.9999598023034189,0.8921947108271107,25996/51068/10556/6949,4
Human Diseases,Infectious disease: viral,hsa05170,Human immunodeficiency virus 1 infection,5/458,214/9423,0.02336448598130841,0.4807064441088846,-1.736771666605809,0.9807592657188562,0.9999598023034189,0.8921947108271107,4773/5063/5533/916/2770,5
Human Diseases,Cardiovascular disease,hsa05417,Lipid and atherosclerosis,5/458,216/9423,0.023148148148148147,0.47625545851528384,-1.7600153508384204,0.9820183354576121,0.9999598023034189,0.8921947108271107,4773/1558/5533/10451/816,5
Organismal Systems,Nervous system,hsa04722,Neurotrophin signaling pathway,2/458,120/9423,0.016666666666666666,0.3429039301310044,-1.6373334117240677,0.982441470657656,0.9999598023034189,0.8921947108271107,398/816,2
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,3/458,157/9423,0.01910828025477707,0.3931382638444636,-1.7330958227666888,0.9841970484834943,0.9999598023034189,0.8921947108271107,3953/5563/10018,3
Organismal Systems,Immune system,hsa04623,Cytosolic DNA-sensing pathway,1/458,83/9423,0.012048192771084338,0.24788235913084652,-1.5555376430226069,0.9842996018695256,0.9999598023034189,0.8921947108271107,90865,1
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,11/458,389/9423,0.028277634961439587,0.5817907297852516,-1.903958837313007,0.9845420561163463,0.9999598023034189,0.8921947108271107,8322/1131/10297/8408/5533/9706/7475/51807/8325/3800/22943,11
Cellular Processes,Cell growth and death,hsa04110,Cell cycle,3/458,158/9423,0.0189873417721519,0.3906500469846885,-1.7458292104169684,0.9848058468361072,0.9999598023034189,0.8921947108271107,4616/1021/7043,3
Human Diseases,Infectious disease: viral,hsa05161,Hepatitis B,3/458,163/9423,0.018404907975460124,0.3786669167090846,-1.808597513344764,0.9875279542746973,0.9999598023034189,0.8921947108271107,4773/6554/7043,3
Cellular Processes,Cell growth and death,hsa04217,Necroptosis,3/458,168/9423,0.017857142857142856,0.36739706799750466,-1.8699361251106272,0.9897786840822262,0.9999598023034189,0.8921947108271107,2752/90865/816,3
Organismal Systems,Environmental adaptation,hsa04714,Thermogenesis,5/458,234/9423,0.021367521367521368,0.4396204232448774,-1.9619378413335602,0.990343687341055,0.9999598023034189,0.8921947108271107,6604/5563/10891/107/5567,5
Human Diseases,Cancer: overview,hsa05206,MicroRNAs in cancer,8/458,323/9423,0.02476780185758514,0.5095785958603162,-2.0271184360672048,0.990446348397763,0.9999598023034189,0.8921947108271107,1956/1021/10014/10297/27250/10018/27165/7078,8
Organismal Systems,Immune system,hsa04657,IL-17 signaling pathway,1/458,94/9423,0.010638297872340425,0.21887484901979004,-1.720268131142156,0.9909722087166739,0.9999598023034189,0.8921947108271107,4586,1
Human Diseases,Infectious disease: viral,hsa05162,Measles,2/458,136/9423,0.014705882352941176,0.30256229129206264,-1.8516815456780487,0.9912642732879887,0.9999598023034189,0.8921947108271107,1021/916,2
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,6/458,269/9423,0.022304832713754646,0.4589048879076638,-2.035042290411491,0.9917408069728979,0.9999598023034189,0.8921947108271107,2770/51807/5567/6571/3800/816,6
Human Diseases,Infectious disease: bacterial,hsa05135,Yersinia infection,2/458,138/9423,0.014492753623188406,0.29817733054869944,-1.8771765631697257,0.9920014166792668,0.9999598023034189,0.8921947108271107,4773/10451,2
Environmental Information Processing,Signaling molecules and interaction,hsa04061,Viral protein interaction with cytokine and cytokine receptor,1/458,100/9423,0.01,0.20574235807860264,-1.8047319294065094,0.9933262434507304,0.9999598023034189,0.8921947108271107,6360,1
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,6/458,276/9423,0.021739130434782608,0.44726599582304916,-2.106495456234032,0.9934869333087388,0.9999598023034189,0.8921947108271107,727/6262/5533/51807/5567/3800,6
Genetic Information Processing,Translation,hsa03015,mRNA surveillance pathway,1/458,103/9423,0.009708737864077669,0.19974986221223556,-1.8457188846716193,0.9942623730751352,0.9999598023034189,0.8921947108271107,5523,1
Human Diseases,Infectious disease: viral,hsa05167,Kaposi sarcoma-associated herpesvirus infection,3/458,196/9423,0.015306122448979591,0.31491177256928976,-2.190652149477066,0.9967334680244228,0.9999598023034189,0.8921947108271107,4773/1021/5533,3
Environmental Information Processing,Signal transduction,hsa04668,TNF signaling pathway,1/458,119/9423,0.008403361344537815,0.17289273788117865,-2.0522468883266143,0.9974396677898447,0.9999598023034189,0.8921947108271107,1906,1
Human Diseases,Infectious disease: viral,hsa05164,Influenza A,2/458,173/9423,0.011560693641618497,0.2378524370850897,-2.286758975933155,0.998334771999376,0.9999598023034189,0.8921947108271107,1021/90865,2
Organismal Systems,Immune system,hsa04621,NOD-like receptor signaling pathway,2/458,187/9423,0.0106951871657754,0.22004530275786377,-2.434878871208189,0.9991216708732176,0.9999598023034189,0.8921947108271107,23710/9051,2
Human Diseases,Immune disease,hsa05322,Systemic lupus erythematosus,1/458,143/9423,0.006993006993006993,0.1438757748801417,-2.3316317406410714,0.9992388298657435,0.9999598023034189,0.8921947108271107,727,1
Genetic Information Processing,"Folding, sorting and degradation",hsa04141,Protein processing in endoplasmic reticulum,1/458,175/9423,0.005714285714285714,0.1175670617592015,-2.663213393720188,0.999849725834761,0.9999598023034189,0.8921947108271107,79748,1
Human Diseases,Infectious disease: viral,hsa05168,Herpes simplex virus 1 infection,1/458,180/9423,0.005555555555555556,0.11430131004366813,-2.7117204753558766,0.9998834358188409,0.9999598023034189,0.8921947108271107,727,1
Human Diseases,Infectious disease: bacterial,hsa05131,Shigellosis,2/458,253/9423,0.007905138339920948,0.1626421802992906,-3.0515171500487255,0.9999598023034189,0.9999598023034189,0.8921947108271107,1956/664,2
