category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Cancer: overview,hsa05205,Proteoglycans in cancer,10/662,204/9423,0.049019607843137254,0.6977519104318464,-1.1996662613608315,0.9157093426709447,0.9999999985261772,0.8239348358783979,818/355/2065/10855/1026/5329/3673/8503/7124/4318,10
Genetic Information Processing,Transcription,hsa03020,RNA polymerase,1/662,34/9423,0.029411764705882353,0.4186511462591078,-0.9334483964780281,0.9163561345550025,0.9999999985261772,0.8239348358783979,10622,1
Metabolism,Global and overview maps,hsa01200,Carbon metabolism,5/662,116/9423,0.04310344827586207,0.6135404729659341,-1.1512028608468843,0.917736558699846,0.9999999985261772,0.8239348358783979,5214/80201/1373/10993/189,5
Human Diseases,Infectious disease: bacterial,hsa05100,Bacterial invasion of epithelial cells,3/662,78/9423,0.038461538461538464,0.5474668835696027,-1.1031427609929372,0.9189499428335156,0.9999999985261772,0.8239348358783979,10095/10092/8503,3
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,21/662,389/9423,0.05398457583547558,0.768423954830342,-1.2821891421886062,0.9211057011584413,0.9999999985261772,0.8239348358783979,2906/91860/355/805/5331/283375/84790/7846/7280/317/4035/90550/10383/79861/57181/4843/10381/8503/4311/7124/27121,21
Organismal Systems,Nervous system,hsa04721,Synaptic vesicle cycle,3/662,79/9423,0.0379746835443038,0.5405369230180886,-1.1272531354028692,0.9230425672618632,0.9999999985261772,0.8239348358783979,6804/6539/6534,3
Human Diseases,Cardiovascular disease,hsa05410,Hypertrophic cardiomyopathy,4/662,99/9423,0.04040404040404041,0.575116726174128,-1.1681801010837944,0.9244194795200065,0.9999999985261772,0.8239348358783979,3673/3696/183/7124,4
Human Diseases,Drug resistance: antineoplastic,hsa01521,EGFR tyrosine kinase inhibitor resistance,3/662,80/9423,0.0375,0.5337802114803626,-1.151108409279723,0.926945357870818,0.9999999985261772,0.8239348358783979,2065/3717/8503,3
Human Diseases,Substance dependence,hsa05034,Alcoholism,9/662,191/9423,0.04712041884816754,0.6707185903418168,-1.2637457339011509,0.9273932947194397,0.9999999985261772,0.8239348358783979,2906/136/91860/3177/805/84152/1644/84699/2354,9
Organismal Systems,Immune system,hsa04660,T cell receptor signaling pathway,5/662,122/9423,0.040983606557377046,0.5833663513446585,-1.273189767796058,0.9367944365529886,0.9999999985261772,0.8239348358783979,84433/1326/1437/8503/7124,5
Organismal Systems,Aging,hsa04213,Longevity regulating pathway - multiple species,2/662,62/9423,0.03225806451612903,0.4591657733164409,-1.1744177182520819,0.938453358168492,0.9999999985261772,0.8239348358783979,113/8503,2
Environmental Information Processing,Signal transduction,hsa04330,Notch signaling pathway,2/662,63/9423,0.031746031746031744,0.45187742770824335,-1.1998687487202806,0.942039211730411,0.9999999985261772,0.8239348358783979,79816/388585,2
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,13/662,269/9423,0.048327137546468404,0.6878951919945193,-1.4275615742903025,0.9458038287540318,0.9999999985261772,0.8239348358783979,91860/818/805/283375/84790/7846/7280/317/90550/10383/79861/57181/10381,13
Organismal Systems,Sensory system,hsa04742,Taste transduction,3/662,86/9423,0.03488372093023256,0.4965397316096396,-1.2892420252664938,0.9467847990850599,0.9999999985261772,0.8239348358783979,5331/3352/954,3
Human Diseases,Cardiovascular disease,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,3/662,86/9423,0.03488372093023256,0.4965397316096396,-1.2892420252664938,0.9467847990850599,0.9999999985261772,0.8239348358783979,3673/3696/51176,3
Human Diseases,Substance dependence,hsa05033,Nicotine addiction,1/662,41/9423,0.024390243902439025,0.3471741212880407,-1.151503548250715,0.9498720628460543,0.9999999985261772,0.8239348358783979,2906,1
Environmental Information Processing,Signal transduction,hsa04350,TGF-beta signaling pathway,4/662,110/9423,0.03636363636363636,0.5176050535567152,-1.3988720571292839,0.9556166231141578,0.9999999985261772,0.8239348358783979,79639/7037/7124/3624,4
Human Diseases,Cancer: specific types,hsa05225,Hepatocellular carcinoma,7/662,170/9423,0.041176470588235294,0.586111604762751,-1.496890850235843,0.9594694634383494,0.9999999985261772,0.8239348358783979,578/1870/3162/1026/1869/8503/51176,7
Genetic Information Processing,Transcription,hsa03022,Basal transcription factors,1/662,44/9423,0.022727272727272728,0.32350315847294697,-1.2363389399996025,0.9597530978931925,0.9999999985261772,0.8239348358783979,6877,1
Human Diseases,Cancer: specific types,hsa05211,Renal cell carcinoma,2/662,70/9423,0.02857142857142857,0.406689684937419,-1.3695539859278496,0.9621072381076713,0.9999999985261772,0.8239348358783979,1026/8503,2
Cellular Processes,Cellular community - eukaryotes,hsa04520,Adherens junction,3/662,93/9423,0.03225806451612903,0.4591657733164409,-1.4407496575574446,0.9635648474692458,0.9999999985261772,0.8239348358783979,4008/6615/51176,3
Cellular Processes,Transport and catabolism,hsa04144,Endocytosis,10/662,250/9423,0.04,0.5693655589123867,-1.8969102041880355,0.9846281530566243,0.9999999985261772,0.8239348358783979,10095/23624/3949/5337/3561/3579/5371/7037/30845/10092,10
Genetic Information Processing,"Folding, sorting and degradation",hsa04141,Protein processing in endoplasmic reticulum,6/662,175/9423,0.03428571428571429,0.4880276219249029,-1.8791668773969872,0.98641320630605,0.9999999985261772,0.8239348358783979,578/10484/10802/26270/9601/22824,6
Environmental Information Processing,Signal transduction,hsa04390,Hippo signaling pathway,5/662,157/9423,0.03184713375796178,0.4533165277964862,-1.8987305009904787,0.9881037716100144,0.9999999985261772,0.8239348358783979,374/7004/332/894/51176,5
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,5/662,157/9423,0.03184713375796178,0.4533165277964862,-1.8987305009904787,0.9881037716100144,0.9999999985261772,0.8239348358783979,355/9021/51085/8503/7124,5
Organismal Systems,Nervous system,hsa04727,GABAergic synapse,2/662,89/9423,0.02247191011235955,0.31986829152381274,-1.772057591045574,0.9884539863648047,0.9999999985261772,0.8239348358783979,113/6539,2
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,16/662,369/9423,0.04336043360433604,0.6171984378454056,-2.0620079905640925,0.9890827885807498,0.9999999985261772,0.8239348358783979,2906/7133/5606/84790/7846/7280/317/834/90550/10383/2733/79861/4843/10381/4741/7124,16
Human Diseases,Substance dependence,hsa05032,Morphine addiction,2/662,91/9423,0.02197802197802198,0.31283821918263005,-1.810572968356755,0.9898364856671044,0.9999999985261772,0.8239348358783979,113/5140,2
Genetic Information Processing,Replication and repair,hsa03420,Nucleotide excision repair,1/662,63/9423,0.015873015873015872,0.22593871385412168,-1.694460315614034,0.9899970063057801,0.9999999985261772,0.8239348358783979,5983,1
Metabolism,Amino acid metabolism,hsa00310,Lysine degradation,1/662,64/9423,0.015625,0.22240842145015105,-1.7157362073319051,0.9907044829965466,0.9999999985261772,0.8239348358783979,2146,1
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,22/662,481/9423,0.04573804573804574,0.6510416993800681,-2.159496195223336,0.9910669061777588,0.9999999985261772,0.8239348358783979,2906/91860/578/7133/818/6804/355/805/5606/5331/84790/7846/7280/317/90550/10383/79861/4843/10381/4741/7124/27121,22
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,7/662,205/9423,0.03414634146341464,0.48604376980325703,-2.045071131014747,0.9913935580999566,0.9999999985261772,0.8239348358783979,818/5331/1535/4688/183/8503/4318,7
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,8/662,227/9423,0.03524229074889868,0.5016436642399884,-2.0891861388505393,0.9921135488753058,0.9999999985261772,0.8239348358783979,1109/3162/5337/1535/253152/4688/8503/1543,8
Human Diseases,Neurodegenerative disease,hsa05017,Spinocerebellar ataxia,4/662,144/9423,0.027777777777777776,0.395392749244713,-2.009683719720066,0.9925109256375628,0.9999999985261772,0.8239348358783979,2906/5331/90550/8503,4
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,12/662,309/9423,0.038834951456310676,0.5527820960314433,-2.1971900007438654,0.9934817865781356,0.9999999985261772,0.8239348358783979,6804/4899/5331/84790/7846/7280/317/10383/79861/7052/84699/10381,12
Organismal Systems,Environmental adaptation,hsa04714,Thermogenesis,8/662,234/9423,0.03418803418803419,0.4866372298396468,-2.1858576567322783,0.9942677884552533,0.9999999985261772,0.8239348358783979,6197/5606/6195/11343/51703/113/84699/2641,8
Genetic Information Processing,Translation,hsa03013,Nucleocytoplasmic transport,2/662,108/9423,0.018518518518518517,0.263595166163142,-2.115732626045185,0.996613360612512,0.9999999985261772,0.8239348358783979,3838/2733,2
Genetic Information Processing,"Folding, sorting and degradation",hsa03018,RNA degradation,1/662,78/9423,0.01282051282051282,0.18248896118986754,-1.9928516869857003,0.9966740775487928,0.9999999985261772,0.8239348358783979,5214,1
Cellular Processes,Transport and catabolism,hsa04142,Lysosome biogenesis,8/662,250/9423,0.032,0.4554924471299094,-2.398512136391315,0.997292955094653,0.9999999985261772,0.8239348358783979,3177/968/1520/1075/130340/27074/1522/58528,8
Genetic Information Processing,Chromosome,hsa03083,Polycomb repressive complex,1/662,83/9423,0.012048192771084338,0.17149565027481528,-2.083934696075366,0.9976968132590804,0.9999999985261772,0.8239348358783979,2146,1
Organismal Systems,Circulatory system,hsa04260,Cardiac muscle contraction,1/662,87/9423,0.011494252873563218,0.16361079279091573,-2.1543255360028515,0.9982836773187793,0.9999999985261772,0.8239348358783979,483,1
Organismal Systems,Nervous system,hsa04723,Retrograde endocannabinoid signaling,3/662,149/9423,0.020134228187919462,0.2865934021371074,-2.4127949459297557,0.9986300901713974,0.9999999985261772,0.8239348358783979,5331/11343/113,3
Genetic Information Processing,Translation,hsa03015,mRNA surveillance pathway,1/662,103/9423,0.009708737864077669,0.13819552400786084,-2.4173698770981407,0.9994714213530366,0.9999999985261772,0.8239348358783979,2733,1
Cellular Processes,Transport and catabolism,hsa04137,Mitophagy - animal,1/662,105/9423,0.009523809523809525,0.13556322831247303,-2.448444328770789,0.9995438482032846,0.9999999985261772,0.8239348358783979,1869,1
Cellular Processes,Transport and catabolism,hsa04140,Autophagy - animal,3/662,169/9423,0.01775147928994083,0.25267702318597046,-2.6947013770014423,0.999606112246859,0.9999999985261772,0.8239348358783979,58476/58528/8503,3
Genetic Information Processing,Chromosome,hsa03082,ATP-dependent chromatin remodeling,1/662,117/9423,0.008547008547008548,0.1216593074599117,-2.6278351342623396,0.9998117181619014,0.9999999985261772,0.8239348358783979,8607,1
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,1/662,138/9423,0.007246376811594203,0.1031459345855773,-2.9173872109509382,0.9999600935922126,0.9999999985261772,0.8239348358783979,5464,1
Genetic Information Processing,Transcription,hsa03040,Spliceosome,2/662,243/9423,0.00823045267489712,0.11715340718361866,-3.8325757379350716,0.9999996787827969,0.9999999985261772,0.8239348358783979,100534599/10262,2
Genetic Information Processing,Translation,hsa03010,Ribosome,1/662,229/9423,0.004366812227074236,0.06215781210833916,-3.9492894140119446,0.99999995397461094,0.9999999985261772,0.8239348358783979,116832,1
Organismal Systems,Sensory system,hsa04740,Olfactory transduction,6/662,449/9423,0.013363028953229399,0.19021121121794657,-4.833098009871661,0.9999999985261772,0.9999999985261772,0.8239348358783979,91860/818/805/256892/401427/5997,6
