category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Cancer: specific types,hsa05223,Non-small cell lung cancer,6/662,73/9423,0.0821917808219178,1.1699292306418905,0.4006336468062325,0.40737731155237,0.7844976007587885,0.6463749028808314,578/1870/6776/1026/1869/8503,6
Metabolism,Global and overview maps,hsa01210,2-Oxocarboxylic acid metabolism,3/662,33/9423,0.09090909090909091,1.2940126338917879,0.4650652297278681,0.41196479573990064,0.7844976007587885,0.6463749028808314,95/162417/189,3
Human Diseases,Cancer: specific types,hsa05210,Colorectal cancer,7/662,87/9423,0.08045977011494253,1.1452755495364102,0.3741928081155853,0.41232007414069827,0.7844976007587885,0.6463749028808314,578/374/332/1026/2069/8503/51176,7
Environmental Information Processing,Signal transduction,hsa04370,VEGF signaling pathway,5/662,60/9423,0.08333333333333333,1.186178247734139,0.397668102025236,0.41469241528722345,0.7844976007587885,0.6463749028808314,5321/255189/3315/8503/283748,5
Organismal Systems,Nervous system,hsa04730,Long-term depression,5/662,60/9423,0.08333333333333333,1.186178247734139,0.397668102025236,0.41469241528722345,0.7844976007587885,0.6463749028808314,4067/5331/5321/255189/283748,5
Organismal Systems,Endocrine system,hsa04923,Regulation of lipolysis in adipocytes,5/662,60/9423,0.08333333333333333,1.186178247734139,0.397668102025236,0.41469241528722345,0.7844976007587885,0.6463749028808314,63924/11343/113/5140/8503,5
Organismal Systems,Nervous system,hsa04726,Serotonergic synapse,9/662,115/9423,0.0782608695652174,1.113976093524235,0.3380323036047058,0.4188570477672673,0.7844976007587885,0.6463749028808314,3357/5331/1644/5321/3352/255189/1573/1565/283748,9
Organismal Systems,Endocrine system,hsa04928,"Parathyroid hormone synthesis, secretion and action",9/662,115/9423,0.0782608695652174,1.113976093524235,0.3380323036047058,0.4188570477672673,0.7844976007587885,0.6463749028808314,7421/5331/1594/64386/1026/5337/113/84699/10568,9
Environmental Information Processing,Signal transduction,hsa04024,cAMP signaling pathway,17/662,226/9423,0.0752212389380531,1.0707095687511698,0.2957556291671971,0.42112552825007293,0.7844976007587885,0.6463749028808314,2906/91860/818/805/84152/1908/3352/5337/113/2867/84699/483/1080/5140/8503/8843/2641,17
Environmental Information Processing,Signal transduction,hsa04020,Calcium signaling pathway,19/662,254/9423,0.07480314960629922,1.0647584270999357,0.2875913822743179,0.4223087508008071,0.7844976007587885,0.6463749028808314,2906/136/91860/5724/818/805/3357/5331/90550/2065/113/113026/624/2769/80228/4843/623/952/7125,19
Human Diseases,Endocrine and metabolic disease,hsa04930,Type II diabetes mellitus,4/662,47/9423,0.0851063829787234,1.2114160827923122,0.39939429393849407,0.4226013861230379,0.7844976007587885,0.6463749028808314,80201/9021/8503/7124,4
Human Diseases,Infectious disease: viral,hsa05163,Human cytomegalovirus infection,17/662,227/9423,0.07488986784140969,1.0659927865099752,0.2766518752701403,0.4284401029413098,0.7909663438916489,0.6517047257001994,91860/578/355/805/1870/5331/6890/1026/113/84699/1869/3579/414062/8503/1230/7124/6348,17
Environmental Information Processing,Signaling molecules and interaction,hsa04512,ECM-receptor interaction,7/662,89/9423,0.07865168539325842,1.1195390203333446,0.31145442238305976,0.4357676005859765,0.8000978896004814,0.6592285243262113,3918/3673/3696/10319/255743/7058/6696,7
Human Diseases,Cancer: specific types,hsa05220,Chronic myeloid leukemia,6/662,77/9423,0.07792207792207792,1.1091536861929612,0.2643592952685969,0.4583139615795282,0.8348408613236327,0.6878544690730433,578/1870/6776/1026/1869/8503,6
Organismal Systems,Immune system,hsa04650,Natural killer cell mediated cytotoxicity,10/662,133/9423,0.07518796992481203,1.070236012993208,0.22423402805399542,0.45965940281211914,0.8348408613236327,0.6878544690730433,355/4277/3002/80328/1437/2214/8503/7124/117157/3383,10
Metabolism,Glycan biosynthesis and metabolism,hsa00512,Mucin type O-glycan biosynthesis,3/662,36/9423,0.08333333333333333,1.186178247734139,0.3076383578540418,0.46877001603849267,0.8468103515534061,0.6977165490555947,9245/11227/26290,3
Environmental Information Processing,Signaling molecules and interaction,hsa04081,Hormone signaling,16/662,219/9423,0.0730593607305936,1.0399370939039025,0.1643743000039085,0.4731436024235287,0.8481184554396061,0.6987943414179711,885/5331/150/6776/2984/113/3717/2769/2520/183/7433/4295/8503/6567/2980/2641,16
Environmental Information Processing,Signal transduction,hsa04072,Phospholipase D signaling pathway,11/662,149/9423,0.0738255033557047,1.0508424745027272,0.17195308521987981,0.4777784972394352,0.8481184554396061,0.6987943414179711,5331/10555/1608/5321/255189/5337/113/3579/183/8503/283748,11
Human Diseases,Infectious disease: viral,hsa05165,Human papillomavirus infection,24/662,333/9423,0.07207207207207207,1.0258838899322282,0.13218842376481232,0.4791771778022498,0.8481184554396061,0.6987943414179711,578/355/890/3918/7187/1026/9636/84699/3659/9134/3673/1869/894/9641/3696/6772/10319/54626/388585/4599/8503/7058/6696/7124,24
Human Diseases,Cancer: specific types,hsa05226,Gastric cancer,11/662,150/9423,0.07333333333333333,1.0438368580060422,0.14876426565859824,0.4868489165141332,0.8481184554396061,0.6987943414179711,578/1045/83998/1870/1026/1015/9134/1869/8503/51176/4583,11
Metabolism,Carbohydrate metabolism,hsa00040,Pentose and glucuronate interconversions,3/662,37/9423,0.08108108108108109,1.154119376173757,0.2581912582916882,0.4871632794638213,0.8481184554396061,0.6987943414179711,7364/27294/54576,3
Metabolism,Global and overview maps,hsa01250,Biosynthesis of nucleotide sugars,3/662,37/9423,0.08108108108108109,1.154119376173757,0.2581912582916882,0.4871632794638213,0.8481184554396061,0.6987943414179711,55276/80201/29925,3
Human Diseases,Cancer: specific types,hsa05216,Thyroid cancer,3/662,37/9423,0.08108108108108109,1.154119376173757,0.2581912582916882,0.4871632794638213,0.8481184554396061,0.6987943414179711,578/1026/51176,3
Organismal Systems,Endocrine system,hsa04935,"Growth hormone synthesis, secretion and action",9/662,122/9423,0.07377049180327869,1.0500594324203851,0.1529764994858525,0.48993211201182274,0.8485422146184147,0.6991434913679293,5606/5331/9021/6776/113/84699/3717/6772/8503,9
Environmental Information Processing,Signal transduction,hsa04022,cGMP-PKG signaling pathway,12/662,166/9423,0.07228915662650602,1.0289739016488917,0.10352603909922319,0.5027308480302526,0.8617332017947527,0.7100120052381577,91860/805/5331/150/113/84699/6722/483/624/5140/140/5997,12
Metabolism,Glycan biosynthesis and metabolism,hsa00520,Amino sugar and nucleotide sugar metabolism,3/662,38/9423,0.07894736842105263,1.1237478136428685,0.21010476355204943,0.5052423831951377,0.8617332017947527,0.7100120052381577,55276/80201/29925,3
Metabolism,Metabolism of cofactors and vitamins,hsa00760,Nicotinate and nicotinamide metabolism,3/662,38/9423,0.07894736842105263,1.1237478136428685,0.21010476355204943,0.5052423831951377,0.8617332017947527,0.7100120052381577,683/4907/952,3
Metabolism,Glycan biosynthesis and metabolism,hsa00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,2/662,24/9423,0.08333333333333333,1.186178247734139,0.25102526780153656,0.510484186590392,0.8619230487154357,0.7101684267298234,2131/9957,2
Metabolism,Metabolism of terpenoids and polyketides,hsa00900,Terpenoid backbone biosynthesis,2/662,24/9423,0.08333333333333333,1.186178247734139,0.25102526780153656,0.510484186590392,0.8619230487154357,0.7101684267298234,23590/4597,2
Organismal Systems,Immune system,hsa04612,Antigen processing and presentation,6/662,82/9423,0.07317073170731707,1.041522363864122,0.10380446023752427,0.5203198961169413,0.8699170877202655,0.7167549939549808,1520/6890/3123/7124/3126/3125,6
Environmental Information Processing,Signaling molecules and interaction,hsa04518,Integrin signaling,11/662,154/9423,0.07142857142857142,1.0167242123435476,0.05751926089981406,0.5227454172632708,0.8699170877202655,0.7167549939549808,3918/55612/3673/894/3696/10319/255743/8503/7058/6696/3383,11
Metabolism,Metabolism of cofactors and vitamins,hsa00670,One carbon pool by folate,3/662,39/9423,0.07692307692307693,1.0949337671392054,0.1632986984438736,0.5229858682127787,0.8699170877202655,0.7167549939549808,1719/7298/25902,3
Metabolism,Amino acid metabolism,hsa00270,Cysteine and methionine metabolism,4/662,54/9423,0.07407407407407407,1.054380664652568,0.11015861735225828,0.5316009150803123,0.879891169788103,0.7249729876386939,3939/10993/259307/3948,4
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,10/662,142/9423,0.07042253521126761,1.0024041530147654,0.00793473808192339,0.5444410860994491,0.8909210194264694,0.7340608650036387,91860/805/3162/1535/4688/445/8503/7124/3383/4318,10
Environmental Information Processing,Signal transduction,hsa04010,MAPK signaling pathway,21/662,301/9423,0.06976744186046512,0.9930794632192792,-0.033542984344148354,0.5468515374499257,0.8909210194264694,0.7340608650036387,6197/355/5606/994/6195/4615/374/1969/1326/5321/11221/255189/2065/3315/5801/6722/1847/2069/1944/7124/283748,21
Cellular Processes,Transport and catabolism,hsa04148,Efferocytosis,11/662,157/9423,0.07006369426751592,0.9972963611522697,-0.009390226346439075,0.5491522567384626,0.8909210194264694,0.7340608650036387,818/23250/834/4035/3717/384/1847/5031/5029/89790/9023,11
Human Diseases,Drug resistance: antineoplastic,hsa01522,Endocrine resistance,7/662,99/9423,0.0707070707070707,1.006454270804724,0.017745463720406873,0.5495441264124201,0.8909210194264694,0.7340608650036387,1870/1026/113/1869/8503/1565/4318,7
Human Diseases,Cardiovascular disease,hsa05416,Viral myocarditis,5/662,70/9423,0.07142857142857142,1.0167242123435476,0.038604944318545324,0.5515225358354334,0.8909210194264694,0.7340608650036387,1604/3123/3383/3126/3125,5
Organismal Systems,Endocrine system,hsa04916,Melanogenesis,7/662,101/9423,0.06930693069306931,0.9865244832640364,-0.0374261599956017,0.5711695518882834,0.9145860282296792,0.7535592901767093,91860/818/805/5331/113/84699/51176,7
Cellular Processes,Cell growth and death,hsa04216,Ferroptosis,3/662,42/9423,0.07142857142857142,1.0167242123435476,0.029858600959857314,0.5740287437759983,0.9145860282296792,0.7535592901767093,51703/3162/7037,3
Metabolism,Global and overview maps,hsa01212,Fatty acid metabolism,4/662,57/9423,0.07017543859649122,0.9988869454603274,-0.0023168637837615467,0.5751356976200259,0.9145860282296792,0.7535592901767093,6319/51703/10449/60481,4
Organismal Systems,Immune system,hsa04622,RIG-I-like receptor signaling pathway,5/662,72/9423,0.06944444444444445,0.9884818731117825,-0.026967630113830104,0.5770602320972975,0.9145860282296792,0.7535592901767093,7187/9636/9641/3627/7124,5
Human Diseases,Cancer: overview,hsa05203,Viral carcinogenesis,14/662,205/9423,0.06829268292682927,0.9720875396065141,-0.11106581376484052,0.5843082692843395,0.9217257205612116,0.7594419314147829,578/4067/890/7187/1111/991/6502/6776/1026/84699/9134/6722/894/8503,14
Human Diseases,Cancer: specific types,hsa05218,Melanoma,5/662,73/9423,0.0684931506849315,0.9749410255349087,-0.059080290584796344,0.5895369174314837,0.9256280572756006,0.7626572025798338,578/1870/1026/1869/8503,5
Environmental Information Processing,Signal transduction,hsa04068,FoxO signaling pathway,9/662,133/9423,0.06766917293233082,0.9632124116938872,-0.1174472860392777,0.5960910138760956,0.931565491452875,0.7675492614414353,10733/891/6502/9133/1026/894/5106/8503/5105,9
Human Diseases,Cancer: specific types,hsa05213,Endometrial cancer,4/662,59/9423,0.06779661016949153,0.9650263710379435,-0.0740729610931886,0.6028504954959304,0.937767437438114,0.772659260796441,578/1026/8503/51176,4
Organismal Systems,Endocrine system,hsa04918,Thyroid hormone synthesis,5/662,75/9423,0.06666666666666667,0.9489425981873112,-0.12202637083227763,0.6138713607384902,0.9470481993397183,0.7803060038419357,5331/113/9601/84699/483,5
Organismal Systems,Sensory system,hsa04744,Phototransduction,2/662,29/9423,0.06896551724137931,0.9816647567454942,-0.02718216858569735,0.6144538912382695,0.9470481993397183,0.7803060038419357,91860/805,2
Metabolism,Carbohydrate metabolism,hsa00020,Citrate cycle (TCA cycle),2/662,30/9423,0.06666666666666667,0.9489425981873112,-0.07699116327712713,0.633100365687189,0.9713320679036324,0.8003143291311257,5106/5105,2
Metabolism,Metabolism of cofactors and vitamins,hsa00860,Porphyrin metabolism,3/662,46/9423,0.06521739130434782,0.9283134112701956,-0.13397031451063643,0.6365339682917747,0.9721609697547104,0.8009972902427595,3162/7364/54576,3
Environmental Information Processing,Signal transduction,hsa04151,PI3K-Akt signaling pathway,24/662,362/9423,0.06629834254143646,0.9436998214017458,-0.30026153267625105,0.6485843095298172,0.9809308253840412,0.8082230798120391,3918/374/1969/118788/672/2065/4602/1026/3561/84699/9134/3673/894/3717/3696/5106/10319/2069/1944/8503/7058/6696/3566/5105,24
Metabolism,Carbohydrate metabolism,hsa00562,Inositol phosphate metabolism,5/662,78/9423,0.0641025641025641,0.9124448059493375,-0.213433835000174,0.6487428756530889,0.9809308253840412,0.8082230798120391,3628/3631/3705/5331/113026,5
Metabolism,Carbohydrate metabolism,hsa00053,Ascorbate and aldarate metabolism,2/662,31/9423,0.06451612903225806,0.9183315466328817,-0.12519294059795705,0.6510344466090512,0.9809308253840412,0.8082230798120391,7364/54576,2
Organismal Systems,Immune system,hsa04611,Platelet activation,8/662,126/9423,0.06349206349206349,0.9037548554164867,-0.29896227579555534,0.6681715897759202,0.9979409769950924,0.8222383363086132,4067/5331/5321/255189/113/3673/8503/283748,8
Metabolism,Carbohydrate metabolism,hsa00640,Propanoate metabolism,2/662,32/9423,0.0625,0.8896336858006042,-0.17190135993231934,0.6682640470949279,0.9979409769950924,0.8222383363086132,3939/3948,2
Organismal Systems,Environmental adaptation,hsa04713,Circadian entrainment,6/662,97/9423,0.061855670103092786,0.8804622045036908,-0.3252873005433457,0.6851472756209319,0.9999999985261772,0.8239348358783979,2906/91860/818/805/5331/113,6
Metabolism,Glycan biosynthesis and metabolism,hsa00603,Glycosphingolipid biosynthesis - globo and isoglobo series,1/662,16/9423,0.0625,0.8896336858006042,-0.12144920125372353,0.6885319934886505,0.9999999985261772,0.8239348358783979,10317,1
Organismal Systems,Environmental adaptation,hsa04710,Circadian rhythm,2/662,34/9423,0.058823529411764705,0.8373022925182156,-0.2612371438977868,0.7006530956645346,0.9999999985261772,0.8239348358783979,8553/79365,2
Organismal Systems,Endocrine system,hsa04926,Relaxin signaling pathway,8/662,130/9423,0.06153846153846154,0.8759470137113643,-0.39149357177841176,0.7019728284451506,0.9999999985261772,0.8239348358783979,5331/113/84699/2769/4843/8503/10022/4318,8
Human Diseases,Cancer: overview,hsa05231,Choline metabolism in cancer,6/662,99/9423,0.06060606060606061,0.8626750892611921,-0.37756305788099354,0.7040727279155881,0.9999999985261772,0.8239348358783979,1608/5321/255189/5337/8503/283748,6
Human Diseases,Infectious disease: bacterial,hsa05110,Vibrio cholerae infection,3/662,51/9423,0.058823529411764705,0.8373022925182156,-0.3202389005515945,0.7052410403609539,0.9999999985261772,0.8239348358783979,11015/9601/1080,3
Organismal Systems,Nervous system,hsa04725,Cholinergic synapse,7/662,115/9423,0.06086956521739131,0.8664258505188492,-0.3961565627931604,0.7068027450331373,0.9999999985261772,0.8239348358783979,818/5331/43/113/84699/3717/8503,7
Metabolism,Metabolism of other amino acids,hsa00450,Selenocompound metabolism,1/662,17/9423,0.058823529411764705,0.8373022925182156,-0.18455555065141163,0.7104509708789463,0.9999999985261772,0.8239348358783979,9060,1
Organismal Systems,Nervous system,hsa04724,Glutamatergic synapse,7/662,116/9423,0.0603448275862069,0.8589566621523075,-0.42014618006646925,0.7153054708386026,0.9999999985261772,0.8239348358783979,2906/5331/5321/255189/5337/113/283748,7
Human Diseases,Cancer: specific types,hsa05224,Breast cancer,9/662,148/9423,0.060810810810810814,0.8655895321303178,-0.453033894690726,0.7211242158641429,0.9999999985261772,0.8239348358783979,578/1870/672/1026/675/1869/388585/8503/51176,9
Metabolism,Lipid metabolism,hsa00061,Fatty acid biosynthesis,1/662,18/9423,0.05555555555555555,0.790785498489426,-0.24421500321552203,0.7308296076297582,0.9999999985261772,0.8239348358783979,51703,1
Metabolism,Glycan biosynthesis and metabolism,hsa00511,Other glycan degradation,1/662,18/9423,0.05555555555555555,0.790785498489426,-0.24421500321552203,0.7308296076297582,0.9999999985261772,0.8239348358783979,129807,1
Organismal Systems,Nervous system,hsa04722,Neurotrophin signaling pathway,7/662,120/9423,0.058333333333333334,0.8303247734138972,-0.5141871924358886,0.747639168890093,0.9999999985261772,0.8239348358783979,3656/91860/818/6197/805/6195/8503,7
Metabolism,Glycan biosynthesis and metabolism,hsa00531,Glycosaminoglycan degradation,1/662,19/9423,0.05263157894736842,0.7491652090952456,-0.30083749789835973,0.7497759978210503,0.9999999985261772,0.8239348358783979,10855,1
Environmental Information Processing,Signaling molecules and interaction,hsa04082,Neuroactive ligand signaling,12/662,199/9423,0.06030150753768844,0.858340038561387,-0.5551849884694532,0.7502104276400058,0.9999999985261772,0.8239348358783979,2906/136/3357/5331/150/43/3352/113/6539/5031/5029/140,12
Metabolism,Lipid metabolism,hsa00600,Sphingolipid metabolism,3/662,55/9423,0.05454545454545454,0.7764075803350728,-0.45712890576576387,0.7527012265141657,0.9999999985261772,0.8239348358783979,142891/55331/129807,3
Organismal Systems,Development and regeneration,hsa04360,Axon guidance,11/662,184/9423,0.059782608695652176,0.8509539603310128,-0.5612296064888735,0.7537985504840992,0.9999999985261772,0.8239348358783979,818/1072/2041/2048/1969/84448/29984/8482/1944/8503/57556,11
Human Diseases,Immune disease,hsa05340,Primary immunodeficiency,2/662,38/9423,0.05263157894736842,0.7491652090952456,-0.4258789135924935,0.757549363332342,0.9999999985261772,0.8239348358783979,6890/3561,2
Organismal Systems,Endocrine system,hsa04919,Thyroid hormone signaling pathway,7/662,122/9423,0.05737704918032787,0.8167128918825219,-0.5601066341551026,0.7627970634427648,0.9999999985261772,0.8239348358783979,5214/5331/113026/483/6772/8503/6567,7
Metabolism,Glycan biosynthesis and metabolism,hsa00541,Biosynthesis of various nucleotide sugars,1/662,20/9423,0.05,0.71170694864048345,-0.35476409488772165,0.7673906606711635,0.9999999985261772,0.8239348358783979,29925,1
Environmental Information Processing,Signal transduction,hsa04371,Apelin signaling pathway,8/662,140/9423,0.05714285714285714,0.813379369874838,-0.6115094863082958,0.7763313378801046,0.9999999985261772,0.8239348358783979,91860/805/4899/5331/113/5140/4843/6696,8
Organismal Systems,Endocrine system,hsa04910,Insulin signaling pathway,8/662,140/9423,0.05714285714285714,0.813379369874838,-0.6115094863082958,0.7763313378801046,0.9999999985261772,0.8239348358783979,91860/805/80201/9021/5106/5140/8503/5105,8
Metabolism,Metabolism of cofactors and vitamins,hsa00770,Pantothenate and CoA biosynthesis,1/662,21/9423,0.047619047619047616,0.677816141562365,-0.40628146212012684,0.7837670706079591,0.9999999985261772,0.8239348358783979,8876,1
Environmental Information Processing,Signal transduction,hsa04150,mTOR signaling pathway,9/662,158/9423,0.056962025316455694,0.8108053845271329,-0.6592320422434291,0.7887528732253323,0.9999999985261772,0.8239348358783979,6197/79899/55615/6195/6502/83667/58528/8503/7124,9
Genetic Information Processing,"Folding, sorting and degradation",hsa04120,Ubiquitin mediated proteolysis,8/662,142/9423,0.056338028169014086,0.8019233224118123,-0.6537381552451718,0.7894458667864208,0.9999999985261772,0.8239348358783979,23624/27338/991/6502/672/9021/11065/5371,8
Metabolism,Metabolism of other amino acids,hsa00480,Glutathione metabolism,3/662,59/9423,0.05084745762711865,0.7237697782784577,-0.5850462498055722,0.7938229931194212,0.9999999985261772,0.8239348358783979,6241/290/9027,3
Metabolism,Amino acid metabolism,hsa00260,"Glycine, serine and threonine metabolism",2/662,41/9423,0.04878048780487805,0.6943482425760814,-0.5391316347586168,0.7938610010145675,0.9999999985261772,0.8239348358783979,10993/189,2
Environmental Information Processing,Signal transduction,hsa04014,Ras signaling pathway,14/662,239/9423,0.058577405857740586,0.8337989356457545,-0.7153861339540819,0.7978679164134013,0.9999999985261772,0.8239348358783979,91860/2114/805/50487/1969/9462/5321/255189/5337/5320/1944/8503/283748/84647,14
Metabolism,Amino acid metabolism,hsa00340,Histidine metabolism,1/662,22/9423,0.045454545454545456,0.64700631694589394,-0.45563277035633204,0.7989921502992516,0.9999999985261772,0.8239348358783979,84735,1
Metabolism,Glycan biosynthesis and metabolism,hsa00515,Mannose type O-glycan biosynthesis,1/662,23/9423,0.043478260869565216,0.6188756075134637,-0.5030260089451759,0.81314672922722675,0.9999999985261772,0.8239348358783979,2526,1
Genetic Information Processing,Replication and repair,hsa03430,Mismatch repair,1/662,23/9423,0.043478260869565216,0.6188756075134637,-0.5030260089451759,0.81314672922722675,0.9999999985261772,0.8239348358783979,5983,1
Organismal Systems,Immune system,hsa04613,Neutrophil extracellular trap formation,11/662,195/9423,0.05641025641025641,0.8029514292354172,-0.76429409894275,0.8159567982436295,0.9999999985261772,0.8239348358783979,5331/834/1535/4688/366/728/2358/2214/8503/2357/6403,11
Genetic Information Processing,Replication and repair,hsa03410,Base excision repair,2/662,44/9423,0.045454545454545456,0.64700631694589394,-0.6451173296663747,0.8252828335473458,0.9999999985261772,0.8239348358783979,2237/5983,2
Organismal Systems,Excretory system,hsa04962,Vasopressin-regulated water reabsorption,2/662,44/9423,0.045454545454545456,0.64700631694589394,-0.6451173296663747,0.8252828335473458,0.9999999985261772,0.8239348358783979,84699/359,2
Human Diseases,Cancer: specific types,hsa05217,Basal cell carcinoma,3/662,63/9423,0.047619047619047616,0.677816141562365,-0.7052771818265272,0.8290848245299641,0.9999999985261772,0.8239348358783979,578/1026/51176,3
Organismal Systems,Nervous system,hsa04728,Dopaminergic synapse,7/662,133/9423,0.05263157894736842,0.7491652090952456,-0.8008099142258239,0.8344171070204023,0.9999999985261772,0.8239348358783979,91860/818/805/84152/5331/1644/84699,7
Cellular Processes,Cell motility,hsa04820,Cytoskeleton in muscle cells,13/662,233/9423,0.055793991416309016,0.7941794276674923,-0.8744453866108074,0.8429033007135888,0.9999999985261772,0.8239348358783979,7791/57159/84823/2274/81624/84665/3673/22795/3696/483/8572/7058/7125,13
Genetic Information Processing,"Folding, sorting and degradation",hsa03050,Proteasome,2/662,46/9423,0.043478260869565216,0.6188756075134637,-0.7122581173662151,0.8437701070310564,0.9999999985261772,0.8239348358783979,5696/5698,2
Organismal Systems,Endocrine system,hsa04929,GnRH secretion,3/662,65/9423,0.046153846153846156,0.6569602602835232,-0.7628397173298613,0.8446923003912212,0.9999999985261772,0.8239348358783979,5331/8503/6696,3
Environmental Information Processing,Signaling molecules and interaction,hsa04517,IgSF CAM signaling,17/662,300/9423,0.056666666666666664,0.8066012084592146,-0.9357702855387793,0.8544346869253429,0.9999999985261772,0.8239348358783979,4067/10095/4008/84790/7846/7280/78999/10383/2037/79861/10092/10381/3742/8503/26047/117157/3383,17
Organismal Systems,Circulatory system,hsa04261,Adrenergic signaling in cardiomyocytes,8/662,154/9423,0.05194805194805195,0.7394357907953074,-0.8961534583827908,0.8563353029122689,0.9999999985261772,0.8239348358783979,91860/818/805/5331/113/84699/483/183,8
Human Diseases,Infectious disease: bacterial,hsa05131,Shigellosis,14/662,253/9423,0.05533596837944664,0.7876598641080449,-0.9410904974767957,0.85832027615005,0.9999999985261772,0.8239348358783979,3606/10095/80201/4615/5331/10392/834/113026/29108/10092/58528/1437/8503/7124,14
Metabolism,Amino acid metabolism,hsa00280,"Valine, leucine and isoleucine degradation",2/662,48/9423,0.041666666666666664,0.5930891238670695,-0.7768872303913235,0.8604648530104144,0.9999999985261772,0.8239348358783979,10449/259307,2
Metabolism,Glycan biosynthesis and metabolism,hsa00514,Other types of O-glycan biosynthesis,2/662,49/9423,0.04081632653061224,0.5809852641963129,-0.808329756193112,0.8681857053614341,0.9999999985261772,0.8239348358783979,11227/26290,2
Human Diseases,Cardiovascular disease,hsa05414,Dilated cardiomyopathy,5/662,105/9423,0.047619047619047616,0.677816141562365,-0.9125586356919437,0.869452227890684,0.9999999985261772,0.8239348358783979,113/3673/3696/183/7124,5
Human Diseases,Cancer: overview,hsa05206,MicroRNAs in cancer,18/662,323/9423,0.05572755417956656,0.7932337508067308,-1.0394028877723054,0.8774647410952423,0.9999999985261772,0.8239348358783979,5268/6768/578/994/1870/993/2146/9493/3162/672/2065/1026/9134/1869/894/1944/8503/4318,18
Environmental Information Processing,Signal transduction,hsa04392,Hippo signaling pathway - multiple species,1/662,29/9423,0.034482758620689655,0.4908323783727471,-0.7548457327420189,0.8794538624533246,0.9999999985261772,0.8239348358783979,7004,1
Environmental Information Processing,Signal transduction,hsa04071,Sphingolipid signaling pathway,6/662,125/9423,0.048,0.6832386706948641,-0.97997748282691155,0.8810859576454059,0.9999999985261772,0.8239348358783979,5331/5337/624/140/8503/7124,6
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,15/662,276/9423,0.05434782608695652,0.7735945093918297,-1.0493632746658887,0.8818201788652842,0.9999999985261772,0.8239348358783979,2906/84790/7846/7280/317/90550/10383/79861/1535/84699/4688/10381/8503/733/7124,15
Human Diseases,Immune disease,hsa05322,Systemic lupus erythematosus,7/662,143/9423,0.04895104895104895,0.6967760336340397,-1.0043411555435706,0.883581657950949,0.9999999985261772,0.8239348358783979,717/2214/733/3123/7124/3126/3125,7
Organismal Systems,Aging,hsa04211,Longevity regulating pathway,4/662,90/9423,0.044444444444444446,0.6326283987915408,-0.9625868123891949,0.8855086699948319,0.9999999985261772,0.8239348358783979,113/84699/83667/8503,4
Environmental Information Processing,Signal transduction,hsa04310,Wnt signaling pathway,9/662,178/9423,0.05056179775280899,0.7197036559285787,-1.0377618021280972,0.8865390966640531,0.9999999985261772,0.8239348358783979,818/79816/5331/8607/894/4316/1951/51176/27121,9
Cellular Processes,Cellular community - eukaryotes,hsa04550,Signaling pathways regulating pluripotency of stem cells,7/662,144/9423,0.04861111111111111,0.6919373111782477,-1.0239846935425634,0.8877509374191495,0.9999999985261772,0.8239348358783979,3976/3175/6926/3717/5080/8503/3624,7
Environmental Information Processing,Signal transduction,hsa04015,Rap1 signaling pathway,11/662,212/9423,0.05188679245283019,0.7385638146269167,-1.0582881711734216,0.8878360398829461,0.9999999985261772,0.8239348358783979,136/91860/805/57568/5606/1969/5331/113/1944/8503/2357,11
Genetic Information Processing,Information processing in viruses,hsa03250,Viral life cycle - HIV-1,3/662,73/9423,0.0410958904109589,0.5849646153209452,-0.978508165366854,0.8953605960023449,0.9999999985261772,0.8239348358783979,4599/684/9582,3
Metabolism,Metabolism of other amino acids,hsa00410,beta-Alanine metabolism,1/662,31/9423,0.03225806451612903,0.4591657733164409,-0.8290670928978071,0.8958459560846281,0.9999999985261772,0.8239348358783979,84735,1
Metabolism,Carbohydrate metabolism,hsa00630,Glyoxylate and dicarboxylate metabolism,1/662,31/9423,0.03225806451612903,0.4591657733164409,-0.8290670928978071,0.8958459560846281,0.9999999985261772,0.8239348358783979,189,1
Cellular Processes,Cell motility,hsa04810,Regulation of actin cytoskeleton,12/662,232/9423,0.05172413793103448,0.7362485675591207,-1.1181012702708757,0.8985763641963745,0.9999999985261772,0.8239348358783979,1072/10095/81624/3673/128239/3696/624/10092/623/8503/733/3071,12
Genetic Information Processing,"Folding, sorting and degradation",hsa04130,SNARE interactions in vesicular transport,1/662,33/9423,0.030303030303030304,0.43133754463059604,-0.8995026232149005,0.9100119275288123,0.9999999985261772,0.8239348358783979,6804,1
Environmental Information Processing,Signal transduction,hsa04340,Hedgehog signaling pathway,2/662,56/9423,0.03571428571428571,0.5083621061717738,-1.014291549914503,0.9121251816153508,0.9999999985261772,0.8239348358783979,23288/894,2
Cellular Processes,Cellular community - eukaryotes,hsa04510,Focal adhesion,10/662,203/9423,0.04926108374384237,0.7011891119610674,-1.1830488593197566,0.912854080183886,0.9999999985261772,0.8239348358783979,7791/3918/2012/3673/894/3696/10319/8503/7058/6696,10
