"N","Cluster1","Cluster1_N","Cluster2","Cluster2_N","Mean_within_consensus","Median_within_consensus","Mean_between_consensus","Median_between_consensus","Mean_silhouette","Median_silhouette"
71,"subtypeA",34,"subtypeB",37,0.859491508470829,0.948697068403909,0.151654106098994,0.0583911592393392,0.276170255651565,0.30629273453021
