gene,logFC,P.Value,adj.P.Val
ARHGAP10,-0.507743542759322,9.0229930810395e-06,8.847771793980276e-05
LRRC52,-0.678966160042156,9.13999875548658e-06,8.93226257961394e-05
DNAH14,-0.504710221754271,9.22091201569947e-06,8.996818138027093e-05
PATE3,-0.776398056852587,9.29502342354044e-06,9.05710041017926e-05
ABCC5,-0.714916688895496,9.39666450970833e-06,9.150072120984373e-05
LOC100288884,-0.536708779843571,9.52459114668175e-06,9.24401204156814e-05
C20orf96,-0.540437371037547,1.00890699638346e-05,9.737195011401353e-05
ANKRD50,-0.560530901543292,1.01724837892534e-05,9.808036535386445e-05
SMAD9,-0.510891520012386,1.02270693077633e-05,9.85097059379049e-05
FAM180A,-0.749810440084016,1.03847562387735e-05,9.983225919040746e-05
XLOC_013940,-0.853127690748562,1.04057998148829e-05,9.996915493945037e-05
DUOXA1,-0.735910396718442,1.04605155211157e-05,0.0001004291506483333
XLOC_002953,-0.737063898650045,1.06148044678932e-05,0.00010167792493560801
HPX-2,-0.931094934750557,1.0764654579734e-05,0.00010287859147617003
XLOC_004442,-0.592301891201754,1.08412575758973e-05,0.00010354334664948647
SEMA3D,-0.821491842357555,1.10023165808992e-05,0.00010477513923508285
TSPAN33,-0.630800834441612,1.10464888831322e-05,0.00010512766039426461
XLOC_012016,-0.792016170591279,1.10944047303251e-05,0.00010551532887210164
THAP2,-0.520413238369708,1.11449792298254e-05,0.00010589820534061149
FAM151A,-0.719459853936228,1.11454726118998e-05,0.00010589820534061149
CCDC160,-0.699749646554833,1.12690194658072e-05,0.00010682415958953052
SLC8A2,-0.797462835104444,1.14343434452488e-05,0.00010822302259870266
LOC100130456,-0.523661318617462,1.15732496182874e-05,0.00010946722233093986
XLOC_010308,-0.776656373892304,1.18396663382568e-05,0.00011166370807082504
ALPK3,-0.605155739897474,1.18475645550717e-05,0.00011170235070402539
TCTE1,-0.695704378702305,1.19584100589409e-05,0.0001125668657309914
PRSS53,-0.510730009807006,1.19640256502052e-05,0.00011258366500423645
ALDH1L1,-1.12221595146725,1.21923468279877e-05,0.00011447561935492094
XLOC_011298,-0.582070999644646,1.2252688105827e-05,0.00011485869156428833
XLOC_011088,-0.842250274407569,1.22590490181174e-05,0.0001148816749185058
PKNOX2,-0.723660668639901,1.23357518103597e-05,0.00011537971807856488
ITIH6,-0.861473943934829,1.27378170555014e-05,0.00011861184018601873
C4orf48,-0.745267456037914,1.30006974129969e-05,0.00012067735172872801
PTH1R,-0.516091110169716,1.30958229304493e-05,0.00012144526484065764
ADH7,-1.16362624445389,1.31209240038283e-05,0.00012160129757947212
XLOC_011052,-0.566856151901984,1.33647581004909e-05,0.0001235882665378309
LRP12,-0.5716861638614,1.34233921790103e-05,0.00012405240545809896
GPR62,-0.621724226930714,1.38704972049417e-05,0.00012764073794715777
XLOC_001638,-0.717381398361012,1.3901099958192e-05,0.00012786401426333224
MORN3,-0.587978790347286,1.4006685575715e-05,0.00012871434512167369
MT1H,-0.924184360953934,1.46723005979144e-05,0.00013393356122464898
XLOC_003156,-1.18354953164905,1.47039123771535e-05,0.00013411501456852485
XLOC_000503,-0.755505435561348,1.47487130437803e-05,0.00013444019197599735
ATP1B2,-0.611558659974847,1.5300204500392e-05,0.00013873570189988277
TTTY16,-0.858350654482102,1.53168972144444e-05,0.00013880141083505765
LOC100505912,-0.53513436020876,1.57624570367115e-05,0.00014205062477610475
OR7A17,-1.11166383248698,1.58304346646475e-05,0.00014253259717060716
GCNT2,-0.551093621779041,1.58676325903953e-05,0.00014269756778042785
PGAM2,-0.582711607310868,1.61243037064184e-05,0.0001446903930760989
CCDC102B,-0.526310584118002,1.63587294676917e-05,0.0001464366254718393
LOC100131864,-1.01693440429318,1.63591136855931e-05,0.0001464366254718393
XLOC_000709,-1.15122832576197,1.67238674734633e-05,0.00014911438631982386
PON3,-0.668864791605992,1.74021101499859e-05,0.00015445883814188633
ATP13A5,-0.789974513792174,1.80451048952489e-05,0.0001595395736045652
LOC100132352,-0.502619954149559,1.81792419960048e-05,0.00016058057222079623
Q8E8P5,-0.557993351485958,1.82662035208632e-05,0.00016125178404059108
TGFB3,-0.842160607519695,1.83682711945856e-05,0.0001620068288915011
SLC16A10,-0.778295358541333,1.83880763590028e-05,0.00016208421956759878
DENND5A,-0.514102152495182,1.85169554833234e-05,0.00016297582741656424
CARNS1,-1.15450885683202,1.88483905181523e-05,0.0001652495526692899
C9orf53,-0.665106548920129,1.8858124103675e-05,0.00016528558042314373
XLOC_006309,-0.665305326980064,1.8945622041667e-05,0.00016593066517022167
XLOC_010902,-0.667514524359578,1.93339339405364e-05,0.00016910287221562017
GSTT2,-0.946558587970121,1.94789220699958e-05,0.00017026964955176577
DUSP26,-0.673661117695553,2.03027746826431e-05,0.00017668283754027701
KIF1A,-1.06693065842476,2.04120692234514e-05,0.00017752882223699018
TCOF1,-0.522394881901924,2.07491540526549e-05,0.00018003428972525014
NLRP14,-1.08975893896216,2.08020037610359e-05,0.00018043957689767504
NDN,-0.528311917800171,2.14871887337843e-05,0.00018583446218612508
SLC9A3,-0.692791207458759,2.17848279175512e-05,0.00018818710253997494
SCAMP5,-0.502781085487771,2.19817909678269e-05,0.00018977698970696147
PRSS33,-0.510490564178393,2.22561290156642e-05,0.0001919199294343719
XLOC_005082,-0.929364486346699,2.30881220517206e-05,0.0001982456502966628
TMEM59L,-0.780744162900411,2.44380837142679e-05,0.0002079891121329004
GALNTL1,-0.689892409491838,2.45293171224552e-05,0.00020870244705071205
DBP,-0.615906667460193,2.49931500593619e-05,0.00021197653504892572
MAP7D2,-0.788730348772121,2.56172719925482e-05,0.0002163956278577196
XLOC_008440,-0.705091334731434,2.68353143180697e-05,0.0002257115675957162
ODF3L2,-0.501392852453141,2.68517310395349e-05,0.0002257850276938059
VSIG2,-0.525380940566544,2.71310987043785e-05,0.00022787331486832677
CAMK2N2,-0.509802174869088,2.79868072226245e-05,0.00023392385968671467
ZC3H12C,-0.536298815867999,2.8137218939484e-05,0.00023511418544030588
FUT9,-0.52361053236425,2.81727535213857e-05,0.00023534419570394626
UNC5A,-0.627573762777948,2.91331817827609e-05,0.0002424025895333458
XLOC_008925,-1.0580661474445,2.92634246481294e-05,0.00024334847865286553
XLOC_012507,-0.679291718630625,2.95958766459799e-05,0.00024528020949578607
XLOC_007535,-0.930778360578355,2.98673304817112e-05,0.0002471813878334353
OR4D10,-0.930679258864242,2.99491179330092e-05,0.0002476490370892725
LOC401037,-0.66286014298817,3.04357094498559e-05,0.0002512484913798779
CHODL,-0.826756734533574,3.09483136553873e-05,0.0002549787052718032
XLOC_006193,-1.04860530829314,3.11758980231534e-05,0.0002565660294327729
ARSD,-0.511545682050119,3.13585018728292e-05,0.0002579243361429344
MAL,-1.19423584049365,3.15195229037788e-05,0.0002591762000828907
C20orf141,-0.536462182478857,3.15550204787051e-05,0.00025939550820368827
LOC729291,-0.625511250896843,3.17668701871471e-05,0.0002609909927480791
LOC650368,-0.502961732276712,3.17801207185216e-05,0.00026102688308438034
ATP6V0E2,-0.583406551150757,3.32036597754271e-05,0.00027158061605350725
XLOC_005116,-0.648893655075913,3.46634731867062e-05,0.00028249865502244086
CELA3B,-1.53212276501946,3.47518564082015e-05,0.0002830619612317699
XLOC_007855,-0.587148079516085,3.50997335829419e-05,0.0002853419005630696
CELA3A,-1.57973068495834,3.55094561672585e-05,0.0002881645302944643
XLOC_l2_004854,-0.525534646430733,3.60436306995888e-05,0.00029196533048498225
SYDE1,-0.673466337971123,3.60993948948781e-05,0.00029225592759522795
PSTPIP1,-0.53920901597419,3.69724565750798e-05,0.0002986659026466314
RIMS3,-0.559454215996736,3.70093965021552e-05,0.00029881444500247796
XLOC_013182,-0.742187077010499,3.75252885715432e-05,0.00030238365246518
OPN1MW,-0.920095824281955,3.92087561753151e-05,0.0003141403834460633
FZD8,-0.657804670448151,3.96567511653908e-05,0.0003170382489794627
OR1J4,-0.665080163642664,4.07317967355581e-05,0.00032457322192640497
TAS2R31,-0.67263199922921,4.09906003867448e-05,0.0003263700255122342
FAM189A2,-0.504244122114033,4.12021274944412e-05,0.00032796536370710674
RASSF10,-0.586962402809534,4.15740418871013e-05,0.0003305502735154412
XLOC_012343,-0.727778789935892,4.18170817250433e-05,0.0003318715629855718
SCN2A,-0.570688153988624,4.2049827443886e-05,0.00033335859965495597
XLOC_001289,-0.575521522818484,4.22412291344512e-05,0.00033442490350303123
PTPRN,-0.619484121738005,4.34247146996679e-05,0.00034268676573411395
VSTM2L,-0.659127073844358,4.57493439683926e-05,0.0003591989635434469
LYPD6B,-0.723820935942038,4.71132051720798e-05,0.0003686149740013043
PHGDH,-0.628900797582805,4.74781500234299e-05,0.00037039763018013216
LMOD2,-0.784575015592892,4.85927549526767e-05,0.00037808945791614057
TAS2R39,-0.62226105292936,4.97797938250059e-05,0.00038589516774710454
KLHL3,-0.518637015923487,5.03326225979298e-05,0.0003893405791650914
OR56B1,-0.949035614151193,5.07619732111613e-05,0.0003922673859399443
LRRC26,-0.558431019495091,5.13930507688978e-05,0.00039641442939537233
VAV3,-1.09376104332424,5.1575307454518e-05,0.00039753966693307726
LGI3,-0.805714609832776,5.15795137476461e-05,0.00039753966693307726
NUDT13,-0.531982718635925,5.22238911372221e-05,0.00040155827125606567
DPRX,-0.60264688240059,5.26113669039884e-05,0.00040369265028052505
BRD4,-0.513192649025974,5.3123714925058e-05,0.0004069863749263828
LOC100507800,-0.609852897288918,5.38921948523203e-05,0.00041190736601300103
XLOC_006297,-0.667301150236738,5.45250993456245e-05,0.0004162035375504449
GLIS2,-0.532916723315499,5.50095064666312e-05,0.00041968311942922065
XLOC_l2_012931,-0.576702178381848,5.70882552686189e-05,0.0004338024230289418
TSPYL5,-0.586228625980858,5.83711040591932e-05,0.0004413197854621996
ZDBF2,-0.573836577027258,6.07580632561804e-05,0.0004560812165958186
NTN1,-0.572961046988391,6.14055368012028e-05,0.00046023614269669673
TFAP2B,-0.809026400606533,6.20083222610006e-05,0.00046380773087459554
XLOC_005851,-0.929934680716025,6.40151089141939e-05,0.0004776024424397894
XLOC_003824,-0.800793164112261,6.5018343794147e-05,0.00048385897377118065
GATA5,-0.789276498679128,6.53807797849241e-05,0.0004859409095395421
LOC100506767,-0.500042172284951,6.57739085687064e-05,0.0004883687784277776
XLOC_004607,-0.990451440821135,6.84889866389019e-05,0.0005066081901193176
ZNF300P1,-0.802925668513503,6.89093666374069e-05,0.0005093331153772923
LOC100507149,-0.674142980748852,6.97856035165213e-05,0.0005147739247348212
CEMP1,-0.534597263966508,7.1638761085148e-05,0.0005264615930908551
KCNJ10,-0.74179549703354,7.22772081027154e-05,0.0005306670523817756
FAM20A,-0.841669739361926,7.29126259672835e-05,0.0005347532448032262
XLOC_004682,-0.656282439377173,7.375156056834e-05,0.0005399628455362173
XLOC_l2_003909,-0.773298413963849,7.38527082762349e-05,0.0005402486695545798
C9orf169,-0.646006014117371,7.45169534783825e-05,0.000544481409453681
PRICKLE2,-0.620977377882043,7.46488678326582e-05,0.0005451969928020621
KRT26,-0.65035078615289,7.53307064041721e-05,0.000549197348296425
SLITRK4,-0.752867540061971,7.83458140713028e-05,0.0005675195425012192
RAMP1,-0.678388615165441,7.92681345194854e-05,0.0005732115987349008
FERD3L,-0.796996019623239,7.94435288923353e-05,0.0005741973504889203
GSTT2B,-0.879504069108934,8.43458314710983e-05,0.0006066459361900727
LY6H,-0.819568282164063,8.51686992541893e-05,0.0006118156278861194
LOC100505923,-0.7148145620868,8.59028020590519e-05,0.0006155843811049542
XLOC_012002,-0.749054251183074,8.79891260748522e-05,0.000628389899656806
XLOC_003912,-0.704148145584092,8.99704125275935e-05,0.0006409819353602225
LOC100128398,-0.512887665296101,9.04305108345006e-05,0.0006441036966563993
XLOC_005548,-0.733090647927882,9.25905697165825e-05,0.0006577354756661654
LOC100131170,-0.675929980862239,9.39094458393327e-05,0.0006662990811990123
LOC100507429,-0.543778624968001,9.49468264296122e-05,0.000672036930422313
XLOC_003345,-0.767652885137225,9.52394746084593e-05,0.0006734594994690573
SLC18A2,-0.604820536796476,9.53463092373662e-05,0.0006740527630184551
SLC25A47,-0.888677688069953,9.62219391200482e-05,0.0006795891244556541
GMPR,-0.566115654675403,9.66180280349121e-05,0.0006820587576002874
SRPK3,-0.583686695902844,9.72068485868596e-05,0.0006858859222738608
ID4,-0.659643635184088,9.92748768809341e-05,0.0006981311514182559
CA8,-0.500230829791731,0.0001003095132375,0.0007040592249877358
XLOC_009023,-0.652754215611573,0.0001011149374536,0.0007081901291435646
XLOC_l2_014191,-0.535936101310853,0.0001016464920098,0.0007112350255200007
LOC100653325,-0.673972394262546,0.0001019083859941,0.0007127281407888175
PACSIN3,-0.518096647998961,0.0001022603633346,0.0007150196425594157
XLOC_010813,-0.842821113381943,0.0001023309861416,0.0007153432494598813
XLOC_011721,-0.522672209314298,0.0001032888895058,0.0007203260286655079
NWD1,-0.581537282536013,0.0001053776886621,0.0007319403248408875
LOC100134937,-0.510960259724477,0.0001060156104449,0.0007358494945098539
LOC723809,-0.668869965415863,0.0001067340617599,0.0007399623984430152
LRRC3B,-0.515367597736375,0.0001080634920296,0.0007481201186727644
XLOC_013263,-0.732762421237479,0.0001109494013159,0.0007655743145977153
OR52I2,-0.598010847493684,0.0001117919528516,0.0007695811455616821
LOC100507309,-0.546397826354009,0.0001127498315514,0.0007758117653084859
LOC100128792,-0.646614683511478,0.0001128387760877,0.0007760675958511798
XLOC_007506,-0.521189022662224,0.0001131614411485,0.0007775516559439135
SSTR2,-0.716737434498811,0.0001177223665706,0.0008043768678857923
SOSTDC1,-0.853361914828397,0.0001188965658384,0.0008105154898768033
LRRN1,-0.570104772733838,0.0001195840023149,0.0008146348307905149
XLOC_005788,-0.511454015926547,0.000122842720352,0.0008345126827796061
FBLN1,-0.689593611386965,0.0001262181220943,0.0008545618206274683
XLOC_007700,-0.601528470599449,0.0001272970554918,0.0008603969334850548
LOC100507333,-0.560295223847677,0.0001289754108766,0.0008707395761179693
XLOC_008840,-0.643204904735283,0.0001305002562253,0.0008790147902702537
TAAR8,-0.892905667673976,0.0001325459386304,0.0008897350489881669
XLOC_005010,-0.624706388695618,0.0001336240914,0.0008963580913177813
LOC100131860,-0.641513628279907,0.000133894644644,0.0008975583523717774
KIF5C,-0.536037893165505,0.0001350921611072,0.0009051729207976274
C3orf15,-0.513009736792346,0.0001362610590721,0.0009111353820275028
FMO2,-0.710274356340297,0.0001437762953481,0.000956182354247321
LOC440925,-0.524591328292012,0.0001502819835913,0.0009944802823195506
TIMP3,-0.66121499895009,0.0001519374633251,0.001004756564400999
KCNG4,-0.502450643582384,0.0001543653650351,0.0010187490113746955
PLTP,-0.708266064898789,0.0001545541065532,0.001019536719053971
SNORD27,-0.561125048710313,0.000156642331745,0.001031922180076678
XLOC_011014,-0.797288764418382,0.0001577982211281,0.0010381406139495417
XLOC_006870,-0.525190355525398,0.0001623500669617,0.0010642747641914877
XLOC_l2_012855,-0.709426074326502,0.0001650758794195,0.0010802159751459063
ZNF404,-0.504219921154336,0.0001680867439557,0.0010969871710793052
XLOC_005342,-0.6046249302107,0.0001694180107447,0.0011046941423929985
DAND5,-0.761757356115451,0.0001778408700388,0.0011501733029710068
KCNE4,-0.825247104257745,0.000182250831772,0.0011748162851755947
ACCS,-0.521656480814616,0.0001853817492861,0.001192122286218798
DNAJB13,-0.719147571179878,0.0001867509006544,0.0011993521565628294
NRG4,-0.6060121737653,0.0001935773171019,0.0012360964017162003
RASD1,-0.606682315312017,0.0001936079943208,0.0012360964017162003
MYEF2,-0.522523036021815,0.0002028573697084,0.0012860551767201575
SMOC1,-0.513995092553187,0.0002031956750808,0.0012875192969544094
CRTAC1,-0.565142604079356,0.0002040465247217,0.0012922607970602712
XLOC_013923,-0.51005722766555,0.0002045277006099,0.0012945638736859232
PROC,-0.607060367599796,0.0002072225908801,0.0013088023857262794
LOC100128511,-0.522504974092254,0.0002123535901892,0.0013354691436936036
GABRB2,-0.58762680118708,0.000215576402863,0.00135284205153488
FOLR3,-0.702511734005535,0.0002199324853559,0.0013769441584233467
LOC100131094,-0.905710314250425,0.0002212738562995,0.0013844573321119239
PRTN3,-0.556008592438012,0.0002226022386896,0.0013909918330023315
ZNF334,-0.571307482562024,0.0002269102130117,0.0014152031706256027
XLOC_009126,-0.745505701593808,0.0002298618258662,0.0014302729914367745
XLOC_002153,-0.614382935580664,0.0002403138528997,0.0014905748225024027
MC5R,-0.646230445672606,0.0002470235050746,0.0015273567782731633
LOC100507334,-0.784240678569645,0.0002559893691886,0.0015731943918265534
ATG9B,-0.556508418837257,0.0002709713030288,0.001651795198799082
CYP4X1,-0.720647160270067,0.0002760017901486,0.0016758554977039375
GLYATL1,-0.501370976174997,0.0002775418403545,0.0016834674105960876
KRTAP25-1,-0.622602358464317,0.00028665569572,0.0017333822193043948
INSIG1,-0.544531487491751,0.0002885591247607,0.001743881940665926
LOC286186,-0.576840684317653,0.0002898664764649,0.0017495729185089104
SYNDIG1,-0.804764884691257,0.0002913744010696,0.0017572154522128884
FLJ36000,-0.556818112398589,0.0002967891098444,0.0017862048658831102
RERG,-0.506457474737178,0.0003029563919951,0.0018173673092369872
HOXC4,-0.536492328289576,0.0003141172029735,0.0018743708347178107
PAX4,-0.577540212693819,0.0003216630710779,0.0019124083214317872
CXCL17,-0.895619907116673,0.000324468614146,0.001927138971811368
LOC100130580,-0.516127607339433,0.0003272386928804,0.001941629458180738
IGFN1,-0.522625971486327,0.0003278440422703,0.0019448285656519127
XLOC_008877,-0.549478595379646,0.000332710521884,0.0019697213571972187
TDGF1,-0.507145601389509,0.0003331962334062,0.0019721995785179063
GSTM3,-0.522515562500514,0.0003441399994542,0.0020308406232851465
HRG,-0.715877061556811,0.0003508996066138,0.002064925438359302
ADRA1B,-0.569074228747943,0.0003539027836235,0.0020796830644126013
CSGALNACT1,-0.504830474800907,0.000357012539452,0.0020958618676419046
ARHGDIG,-0.793933408362206,0.0003682415364716,0.0021518954610911475
FAM107A,-0.548144459796812,0.0003716008356808,0.0021685078155256853
EDN1,-0.545298855753623,0.0003901289852014,0.0022653844333330848
PLVAP,-0.51131519751414,0.0003904385095897,0.002266733883805236
GAS2,-0.656847869165293,0.0003950619497163,0.0022899567215508136
FAM129A,-0.52168354490072,0.0004049593534131,0.0023369861496801048
C14orf180,-1.05827806542395,0.0004358060234808,0.0024868868772919906
CLDN24,-0.831310775548452,0.0004470409538696,0.0025411295072185307
NLRP5,-0.514906184026611,0.0004581782415562,0.002595901708666591
PAQR7,-0.607229794098732,0.000476057888866,0.00268684256539159
CABP1,-0.633800401557671,0.0004763876493886,0.0026881874501213858
C9orf128,-0.525778673072628,0.0004767708387005,0.002689833251628008
XLOC_010312,-0.695790453200562,0.0004784607700203,0.0026988493492047174
LOC100129269,-0.545054655503235,0.0004807124791424,0.0027105100416417597
TRPV6,-0.611971264239567,0.0004867469236428,0.0027377069075626044
SNORA28,-0.546596988180521,0.0004928133306451,0.002766379764502819
POSTN,-0.522854420397379,0.0004989562056283,0.002798344460115359
XLOC_012667,-0.509872561584768,0.0004991501662097,0.0027983641901126793
XLOC_010623,-0.594950276155049,0.0005061482266399,0.0028300388288609933
LOC100499194,-0.613728482761406,0.0005064800281854,0.002831355348737404
C5orf49,-0.500583033015385,0.0005185733242352,0.0028879728733416823
GALNT14,-0.913878129432027,0.0005198957759042,0.0028947891364669628
XLOC_012724,-0.587771800664552,0.0005348727903727,0.00296246542847209
GPX3,-0.59164121784305,0.0005570681092496,0.0030721378864808813
SCARNA20,-0.526825903811964,0.0005855205245797,0.0032085170942286446
XLOC_012236,-0.52260222306697,0.0005929203440778,0.003243019369394824
LOC340073,-0.544061545595029,0.0005930599878829,0.003243179554131497
FSD1,-0.534697605889039,0.0005957733695491,0.0032553490301611395
PRSS56,-0.621029008542771,0.0005958392008043,0.0032553490301611395
RN5-8S1,-0.534271965782425,0.0006031684008379,0.003288056569064034
KRT73,-0.63776853801137,0.0006136092304927,0.0033400163114872135
XLOC_006684,-0.622495606103474,0.0006285806010497,0.0034082521593447575
RANBP17,-0.536495713624956,0.000631916204889,0.0034257062219660455
GUCA2B,-0.931442713649194,0.0006423051439446,0.0034755486326148045
FIGF,-0.691363511601454,0.0006531081173343,0.0035262798736396127
XLOC_l2_004315,-0.545912586733843,0.000656165540866,0.0035388865690897425
XLOC_010918,-0.650866225265313,0.0006695731033871,0.0036026024098022875
FAM162B,-0.669086080327014,0.0006790872363667,0.00364778206952012
CECR3,-0.563899552309773,0.0006854410768071,0.0036758781350130984
NID1,-0.539143846830077,0.0007030725813548,0.0037594426893840724
XLOC_l2_014504,-0.579405608658426,0.0007037106573458,0.0037614857762965394
RNASE1,-0.508022700360661,0.0007115853917846,0.003798741415761276
SIGLEC14,-0.503413029914785,0.0007198806497765,0.003838144509367159
ADRB2,-0.611400553704629,0.0007476680642729,0.003967351044330369
KCNJ8,-0.68779424774477,0.0007477673276913,0.003967351044330369
KIF26A,-0.508991599785537,0.0007507360934393,0.003977399010995881
FAM153B,-0.840447680945396,0.000763185778524,0.00403535510242233
APCDD1,-0.519741344538834,0.0007697213313252,0.004065047196166102
LOC100128429,-0.635633648217344,0.0007710543102609,0.004070368972507154
KRT9,-0.615259225975064,0.0007718169379293,0.004072931616424182
PSORS1C2,-0.581473169037603,0.0007744600718912,0.004085110399168878
LOC283547,-0.658222649743788,0.0007863173085228,0.004139045864744411
SLC5A7,-0.621602084366456,0.0007877734363812,0.004143741855802883
GXYLT2,-0.552142764075139,0.0007946495420883,0.004174568519156178
ZNF662,-0.668239176608551,0.0007950911385156,0.004175507215635535
LOC440082,-0.52209386110017,0.0008125554730573,0.004252897476028214
C11orf40,-0.578364376294837,0.0008353036355487,0.004362520568954184
ZAR1,-0.513524209249717,0.0008401060153466,0.004383706601385987
ARRDC5,-0.5556995416755,0.0008538702344524,0.004441334238953475
ATP8A2,-0.542334745147806,0.0008576150001876,0.0044568681919563554
MUC5AC,-0.668808419438776,0.0008625655030686,0.004477844021229468
XLOC_001280,-0.533417011287307,0.0008927299742536,0.004610642946319592
CDO1,-0.509615299253841,0.0009458236163679,0.004838270572292401
LOC729175,-0.544398508394894,0.0009577129529963,0.004892276770842216
LOC100133190,-0.514422284520436,0.0009771182457794,0.004975836251423498
INE1,-0.55175584631373,0.0009841589257276,0.005003886247280745
XLOC_012183,-0.618489797482435,0.0010402463625235,0.005244597718620796
HIGD1B,-0.538076492428827,0.0010564042012355,0.0053160285386830266
TTR,-0.784172640450445,0.0010575381524565,0.005320823698748779
TMEM200A,-0.756471775250461,0.0010591937924165,0.005326418064944576
HRASLS,-0.5687670359446,0.0011095472125245,0.0055454716805561225
S1PR3,-0.567432307717086,0.0011137922135795,0.005564795235068742
LOC100131015,-0.60042594934347,0.0011497187297641,0.005712245820846554
SIX1,-1.11824102219023,0.0011641987992325,0.0057744260441932
LOC100652894,-0.591858603956826,0.0012947868392269,0.006336585450657808
SLC6A5,-0.568067372876193,0.0012973944731691,0.006348289839742508
STAB2,-0.669243332326361,0.0013143041545089,0.0064171408029087135
ARHGAP20,-0.561407249288883,0.0013761244103873,0.006683448053621215
GPM6B,-0.515504194937062,0.0013939736999207,0.0067578520444192556
ZNF880,-0.502345731678641,0.0014081174993513,0.00681181186352856
C9orf147,-0.520749616451817,0.001419050455369,0.0068590550628921335
S100A1,-0.688508404002659,0.0014393451652648,0.006941167659468649
KCNJ11,-0.510715872931908,0.0014395867891553,0.006941193857210165
PSAPL1,-0.996906332970479,0.0014475248405518,0.006974890968049893
XLOC_014174,-0.525533395379784,0.0015174044979618,0.00726396536668861
GABRA3,-0.619765164633873,0.0015603084527843,0.007437849928698298
AFP,-0.512887731487331,0.0016209676865136,0.007689588114812216
XLOC_013521,-0.51146986551335,0.0016528137390034,0.007811658115444182
TSSK1B,-0.524116089310427,0.001697442197895,0.00798278625567903
LOC389023,-0.812640739043576,0.001715034369613,0.008047490029408725
SPINK13,-0.947380838638463,0.0017648162749339,0.008256036403654483
LOC440337,-0.556070502666507,0.0017796283745059,0.00831461002748926
SNORD67,-0.526350989624982,0.0017873439054548,0.008345481838815644
SLC22A13,-0.609958197410044,0.0019648897290215,0.009040651903054708
CA12,-0.679325439908836,0.0020075018492751,0.009200945780801098
CAMK2B,-0.5079697702508,0.0020252423192927,0.009277303877965245
DCDC2,-0.655299986000687,0.0024921166215054,0.011078251894236984
TDRD9,-0.777596651220144,0.0026892340875853,0.011836335385046696
XLOC_001990,-0.942565288343119,0.0027521510447091,0.012075278426681253
AMHR2,-0.700767879532303,0.0029143961038387,0.012684874511198417
XLOC_012833,-0.5592756634043,0.0029578261495029,0.01284916406231947
GPR116,-0.550877797913145,0.0029658875900278,0.012880376015329835
TMEM229A,-1.00996909537167,0.0029924060419735,0.012989782682646563
SOD3,-0.516232802222279,0.0030473788555007,0.013197225140797905
DNASE1,-0.719486744493538,0.003147381871687,0.013582269962575265
RASL12,-0.603810032891674,0.003154170085392,0.013607567596814458
XLOC_005119,-0.5133806777446,0.0032100378908483,0.01379795137286088
XLOC_002517,-0.604255120586947,0.0033591405575343,0.014298728665240153
XLOC_013036,-0.515791020372069,0.0038125993616537,0.01598126801316202
ZAR1L,-0.55889982567549,0.0039876856685501,0.016625068297254977
OR5L2,-0.675910306779757,0.0040503381498717,0.016828974628648314
SRRM4,-0.589660497602177,0.0041258981776319,0.01709458559766619
XLOC_009707,-0.571837505101656,0.00421715610594,0.017408875353471655
XLOC_l2_011908,-0.61749975347052,0.0042396278520453,0.017489357568207086
PLA1A,-0.500655034866198,0.0044839743794615,0.01838635957354745
PRSS21,-0.530296442338317,0.0044949081126543,0.01842862159803077
DEFB1,-0.604891393455276,0.0044982168208611,0.018434471612252964
GPR64,-0.588050185799871,0.0045556264085236,0.01863855615950042
ALDH3A1,-0.533462060135346,0.0046926906052523,0.01911152875653473
LOC100131662,-0.675819779560498,0.0048148369470502,0.019517024579298107
TCN1,-0.892567909702389,0.005289463467419,0.02113771449286233
C2orf84,-0.534797285992623,0.0065474036283142,0.025281184841531693
ZIC4,-0.527560554899007,0.0066132235862449,0.025488447836401987
SNORA52,-0.542509727215579,0.0068338253218204,0.02620301387968668
SEC14L5,-0.574143104620463,0.0069254997989977,0.026497407641315508
LOC401317,-0.528539069937146,0.0071165221304698,0.02712585633855337
HTR3E,-0.581565487913948,0.0076851582159568,0.028955311493658775
NPY,-0.565520209753169,0.0087219482018981,0.03233105622570401
SOX21,-0.646379417765123,0.0096934965029343,0.03539228167824987
KRTAP19-8,-0.641927798245323,0.0117241945358802,0.04153213946726703
SCGB2A1,-0.519172807989241,0.0129943255529036,0.045213975769444824
DKK1,-0.57713555184713,0.0130117139046738,0.04526376044395758
C2orf40,-0.852560094819912,0.0137113493315052,0.04733894903128229
NPTXR,-0.540416184772572,0.0137699443509355,0.04750201154746908
PNMAL1,-0.582219599919876,0.0139051293510835,0.04791791057336326
C5orf58,-0.877270545643195,0.0147551062187276,0.0504246740412908
CLPS,-0.52803320000454,0.0151973484826266,0.051608467437881965
HEPH,-0.76115111317512,0.017065796240909,0.056888568503610897
XLOC_008015,-0.687024536511756,0.0205167793610028,0.0663089312505389
KRTAP19-2,-0.641166575040393,0.0274635246417344,0.08492880431422505
XLOC_012663,-0.550297844104677,0.027486833661892,0.08496552267531414
TRIM36,-0.554640959902558,0.0305806104187766,0.09276455191855974
LY6K,-0.800306364710342,0.0311551185230853,0.09423266419159854
PRSS1,-0.795822172980435,0.0338732904252203,0.10084776203184825
