"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"OPRL1",-0.050938131066248,2.46420613396086,-0.548678461020983,0.584939053260911,0.755944982288112,-6.66527695624647
"PRCD",-0.0644119504380591,2.72049170068901,-0.54851044913464,0.585053770863094,0.756050680050992,-6.66536892495243
"YARS",-0.0471013490881447,6.13688303132999,-0.548483322697674,0.585072293647736,0.756050680050992,-6.665383771184
"XLOC_008554",-0.0362079113430753,1.93087225407912,-0.548391032193656,0.585135314591531,0.756098871090706,-6.66543427609584
"ZNF785",0.0529084632733703,3.03819184249436,0.548328876208739,0.585177759872156,0.756120471646276,-6.66546828549161
"XLOC_011620",-0.0106251834659621,1.67253375945466,-0.548045731213689,0.585371133326989,0.756305331764075,-6.66562316332163
"XLOC_014251",0.0293911007730419,1.79698312834301,0.548044026851034,0.5853722974107,0.756305331764075,-6.66562409535289
"PRSS8",-0.0367266651103275,10.4209094075781,-0.547820147334047,0.585525217192067,0.756461235161082,-6.66574649895644
"XLOC_011586",-0.0709897912778703,2.91578381974326,-0.547786459719066,0.585548228988006,0.756461235161082,-6.66576491298814
"PI4KAP1",-0.079591738434476,4.31393416404932,-0.547754316193948,0.585570186425733,0.756461235161082,-6.66578248195605
"XLOC_011387",-0.0169993226302958,1.65183186437841,-0.547569772917825,0.585696256615251,0.756518734374831,-6.66588332960846
"XLOC_010357",-0.0519124205890724,1.86801165405058,-0.547569039465104,0.585696757696961,0.756518734374831,-6.66588373035229
"UNC119B",-0.0405498459069449,4.94121121294499,-0.547543379106576,0.585714288520411,0.756518734374831,-6.66589775032159
"XLOC_001708",-0.0303948535197125,1.70062233973604,-0.547538435694564,0.585717665823824,0.756518734374831,-6.66590045116321
"HECA",0.0278078361784644,7.6920035601884,0.547146061395911,0.585985762551901,0.756819548566746,-6.66611474841188
"XLOC_005746",-0.0748483640153914,1.87891616660207,-0.547122197568999,0.586002069812043,0.756819548566746,-6.66612777685031
"LOC100270679",-0.0369494586805894,2.4619284789348,-0.547053816969612,0.586048798638932,0.756839005904902,-6.66616510606689
"TTLL9",0.0485832983409678,2.4702949973528,0.54702477966823,0.586068642213756,0.756839005904902,-6.66618095623538
"LOC100132215",-0.0557702539831384,1.85295369293546,-0.546979334513137,0.586099699262569,0.756845854729255,-6.66620576104533
"XLOC_001242",-0.0736515551916246,2.35161274294264,-0.546852319665315,0.586186504867979,0.756897881206976,-6.66627507727254
"RNF216",0.0260753106679124,5.55488272384365,0.54684501228923,0.586191499124499,0.756897881206976,-6.66627906466515
"S100PBP",-0.0220260937347971,5.13709505117284,-0.546658960798211,0.586318663576296,0.75702881618471,-6.66638056899221
"XLOC_005953",-0.051204156000296,2.07936283059996,-0.546587350645064,0.586367611926462,0.757058754911469,-6.66641962829829
"XLOC_009251",0.0801156351456322,1.87637676836131,0.546533143182176,0.586404666141407,0.757068850143582,-6.66644919204275
"ARL2BPP2",-0.0399252893271931,1.98308128789876,-0.546500539512374,0.586426953337025,0.757068850143582,-6.6664669720791
"LOC388553",-0.0209499539901399,1.74987826044968,-0.546362646060559,0.586521218888369,0.757111698739275,-6.66654215905615
"LOC100652970",-0.0463320949241319,1.63700663692913,-0.546359192922705,0.586523579585217,0.757111698739275,-6.66654404165243
"ARID1B",-0.0204255939130773,4.48131209286771,-0.546338930587561,0.58653743178158,0.757111698739275,-6.66655508812019
"XLOC_009808",-0.045062655688541,1.61257109349005,-0.546278083210235,0.586579030574157,0.75713213942873,-6.66658825799497
"XLOC_l2_005074",0.0139035030546772,1.5950135765226,0.546198986624664,0.586633107670062,0.75716868409714,-6.66663137062774
"XLOC_014081",-0.0108212935516248,1.53418441668062,-0.546059425880082,0.586728528917387,0.757258586202203,-6.66670742494759
"FLVCR1-AS1",0.0871281265148474,4.29243757759457,0.54598524294807,0.586779252672805,0.75729079432385,-6.66674784345988
"XLOC_007996",-0.0443605196837602,2.25890593915245,-0.545941868391457,0.586808911674444,0.757291863292668,-6.6667714735304
"C10orf91",-0.0603537577638664,2.40021198303886,-0.545834955203014,0.586882020658984,0.757291863292668,-6.66682971093016
"TAAR1",0.0335320037260474,1.77699013086789,0.545832894621686,0.586883429760474,0.757291863292668,-6.66683083325213
"XLOC_010544",-0.0493404013640399,1.78189348322246,-0.545805277591428,0.586902315458513,0.757291863292668,-6.66684587481548
"XLOC_002192",-0.0610872904869693,2.58200077881094,-0.545757871777881,0.58693473423712,0.757291863292668,-6.66687169254274
"GAS8",-0.0339380983817561,5.63938696865614,-0.545756217404584,0.586935865606518,0.757291863292668,-6.66687259349247
"XLOC_013449",-0.0791671392842623,4.12447321087162,-0.545669634547436,0.586995078105147,0.757291863292668,-6.66691974158724
"XLOC_l2_010258",-0.0279931934027065,1.68755284120299,-0.545595341145702,0.587045888312612,0.757291863292668,-6.66696019163118
"LOC100132014",0.0463157971820511,1.66025564046532,0.545584817953784,0.58705308542629,0.757291863292668,-6.66696592068329
"LOC100506831",-0.061157652790381,3.7501979456438,-0.545546414707995,0.587079350864838,0.757291863292668,-6.66698682730704
"KIAA1024",-0.0603926865536648,3.55975993907961,-0.545522766754533,0.587095524874925,0.757291863292668,-6.66699970046336
"XLOC_007035",-0.0364214813421473,1.72385870900171,-0.545502657191303,0.58710927896993,0.757291863292668,-6.66701064700283
"XLOC_l2_005695",-0.0392162958054918,1.9272840579131,-0.545468989026907,0.587132306918645,0.757291863292668,-6.6670289732028
"XLOC_013550",-0.0645846071930585,1.91276442053698,-0.545456508402241,0.587140843375645,0.757291863292668,-6.66703576635097
"XLOC_006080",0.0560503801532271,1.83288523233352,0.545402150652888,0.58717802349633,0.75730658099316,-6.66706535123332
"KRTAP27-1",-0.0378476601120308,1.80083878799266,-0.545346409571816,0.587216150957102,0.757322519170023,-6.66709568597495
"LOC100506470",0.0286969064076465,1.62421039955644,0.545170201107963,0.587336687018285,0.757444732231585,-6.66719155980794
"XLOC_001361",-0.0490700479381208,1.73686713190481,-0.545043486254247,0.587423374017722,0.757511277274327,-6.66726048551185
"C9orf172",-0.0310861001976885,1.68508951502735,-0.545019418517889,0.587439839699262,0.757511277274327,-6.66727357520192
"XLOC_000622",0.0314756915704453,1.78060874971058,0.544741740517149,0.587629825873109,0.757723018856519,-6.66742455413933
"CLDN11",0.0828549796495497,3.61314254898783,0.544697734460444,0.587659937304932,0.75772407817165,-6.66744847408575
"UBE2E3",0.0198539434658507,5.79187329304451,0.544665178654088,0.58768221429721,0.75772407817165,-6.6674661688972
"ALOXE3",0.0585661743487842,2.90497554810508,0.544581461965643,0.587739501026157,0.757759009588566,-6.66751166598038
"DUX4",0.0444061056689522,4.89271332560035,0.544550226379399,0.587760875989225,0.757759009588566,-6.66752863964922
"XLOC_l2_015100",0.0558162959539894,2.20896395578653,0.544080157912999,0.588082594963426,0.758119586953187,-6.66778396204604
"XLOC_005529",-0.0223816099032501,1.51533572765237,-0.544035815030051,0.588112947910837,0.758119586953187,-6.66780803604132
"ZNF773",0.0440945590873461,3.90585296326146,0.544028506108879,0.588117950978589,0.758119586953187,-6.66781200390808
"XLOC_001916",0.0373519254903418,2.10967971292795,0.543979048775432,0.588151805803734,0.758129973637446,-6.66783885191369
"CLEC17A",-0.0943251169153636,2.57586595117528,-0.543874544446127,0.5882233447477,0.758188932256377,-6.66789557432287
"LRRC38",-0.0364501274775137,1.77888434094211,-0.543653776102933,0.588374486283539,0.758350484755083,-6.66801536648241
"RAG1",0.0691334127570546,3.21376155789696,0.543593794185638,0.588415554027772,0.758370156204199,-6.66804790522351
"XLOC_008926",0.0754668125448288,1.68964466842528,0.54351974956538,0.588466251930174,0.75838016495235,-6.66808806773106
"SNORD114-10",0.0300327763027881,1.713339666383,0.543507073564003,0.588474931318001,0.75838016495235,-6.66809494277108
"XLOC_005803",-0.0780417789764876,2.07353608409098,-0.543318247474715,0.588604229622111,0.758513532126051,-6.66819733691307
"OR1E1",0.0566342994529152,2.08891158461412,0.543089877780956,0.588760623231705,0.758649504026234,-6.66832112710297
"XLOC_010057",-0.0571786527877394,1.91471507078301,-0.543066446853268,0.588776670459155,0.758649504026234,-6.66833382516408
"XLOC_009797",-0.041349646778521,1.77115012955496,-0.54299537436737,0.588825347400843,0.758649504026234,-6.66837233857304
"XLOC_007657",0.0698271750310249,2.26727770849044,0.54297784168001,0.588837355681161,0.758649504026234,-6.66838183857743
"XLOC_005663",-0.057148150308977,1.78625827629389,-0.542940402364751,0.588862998559463,0.758649504026234,-6.66840212387643
"LOC100129999",0.0547790618719382,1.92949532974114,0.54291900783393,0.588877652305,0.758649504026234,-6.66841371519785
"LOC100287846",-0.046036728241347,1.91294764432,-0.542900326268921,0.588890448000764,0.758649504026234,-6.6684238362938
"LOC780529",-0.0212565246013097,1.63735751554778,-0.542788654711323,0.588966938719452,0.758714785214012,-6.66848432929809
"XLOC_011592",-0.0504280469021068,2.09026643462437,-0.542685326829321,0.589037718512041,0.758772704112907,-6.66854029150221
"ERVH-3",-0.079820752795414,1.91760383401662,-0.542585996228081,0.589105763938387,0.758808392283929,-6.66859407882546
"XLOC_005369",0.0821764856600886,2.28725463115286,0.542569501196941,0.589117064051658,0.758808392283929,-6.66860300990671
"MYL5",0.0336625012200891,5.82245368650107,0.542439219578595,0.589206318580918,0.758887690035902,-6.6686735402159
"CEP350",-0.0407191054360423,5.85666149295991,-0.542404253359658,0.589230274644045,0.758887690035902,-6.66869246695158
"RABGAP1",-0.0418624429420165,4.18228619422598,-0.54228733049829,0.589310384191145,0.758938325377047,-6.66875574690849
"METTL14",0.0204867852392763,5.13020050282814,0.542271487413202,0.589321239455023,0.758938325377047,-6.6687643203221
"XLOC_009536",0.010230026330375,1.64663364104561,0.542031428866016,0.589485732761365,0.759055328138641,-6.6688941965185
"LOC100128035",-0.0304258990637167,1.75986415593234,-0.542024721141765,0.589490329349505,0.759055328138641,-6.66889782470464
"VN1R5",0.0366148866766247,1.66791104840693,0.541991818716639,0.589512876569838,0.759055328138641,-6.6689156208741
"XLOC_007305",0.0100145252858757,1.6551864422475,0.541955510145564,0.589537758409246,0.759055328138641,-6.66893525810657
"MPPED2",-0.0428997615284563,1.80457602378456,-0.541950434511614,0.589541236721263,0.759055328138641,-6.66893800312317
"TBR1",0.0391444997632444,1.67722921026292,0.541734462574508,0.58968925039362,0.759212638682541,-6.66905478196424
"XLOC_008604",0.0424393941296815,1.77235243140239,0.541611517556357,0.589773517039933,0.759287866069548,-6.66912123931954
"RBM24",-0.0126146667996601,1.63493868103902,-0.541445721545282,0.589887162775763,0.759400908518229,-6.6692108358906
"XLOC_009994",0.0694553267104392,2.10572267410603,0.5413466080721,0.589955105540827,0.759455107172186,-6.66926438406234
"XLOC_000778",0.0652407788106912,2.09986833209612,0.54126232135772,0.590012887387684,0.759474855073664,-6.66930991411162
"LOC100509861",-0.0690377643838529,2.70989140821293,-0.541218577133783,0.590042876817392,0.759474855073664,-6.66933354112209
"LOC100131231",0.0515703539752139,2.06801594384262,0.541211140663089,0.590047975059273,0.759474855073664,-6.66933755749994
"XLOC_012588",-0.0784601826878057,1.80066777531115,-0.541051085906,0.590157709266032,0.759582830110373,-6.66942398851813
"XLOC_l2_014034",-0.0208663992662643,1.67809395752539,-0.540724159431699,0.590381881235112,0.759804009053481,-6.66960045299284
"XLOC_001733",-0.0804768287641437,2.02229867585366,-0.540699210758364,0.590398990068758,0.759804009053481,-6.66961391514616
"WDR52",-0.0494647077392805,3.05992210284341,-0.54068736009568,0.590407116875776,0.759804009053481,-6.66962030947629
"OR4K15",-0.0317511537936117,1.58189943445904,-0.540637861164834,0.590441062234518,0.759814421200159,-6.66964701639607
"LOC100506446",-0.0395684332399651,1.85282193768378,-0.540512681105809,0.590526912263271,0.759866468925842,-6.66971454589889
"XLOC_000456",-0.030305778241875,1.77175460278463,-0.540503483259266,0.590533220491266,0.759866468925842,-6.66971950714787
"XLOC_012859",0.0216697598007427,1.74708004411872,0.540419656096268,0.590590713761998,0.75990717583352,-6.66976471902785
"XLOC_011554",0.064596331389086,1.98265956646926,0.540373586454796,0.590622311971515,0.75991456171879,-6.66978956356255
"KCNMA1",0.0614241049659703,2.50316395806385,0.540023336121834,0.590862567369872,0.760175047310986,-6.66997837861906
"XLOC_007304",-0.00721857959517114,1.52870445109809,-0.539952529856861,0.590911142744089,0.760175047310986,-6.67001653453287
"LOC100128172",0.0676735817515532,2.19395037119853,0.539938290643752,0.590920911528594,0.760175047310986,-6.67002420712732
"LOC283070",0.0701306768249355,4.92737791103753,0.539927616562069,0.590928234511347,0.760175047310986,-6.67002995857057
"XLOC_003948",-0.0216079328621643,1.5048708842721,-0.539806725317283,0.591011175253209,0.760178684592621,-6.67009508971161
"NR3C2",-0.0432717793535833,5.82370773730605,-0.539806412782642,0.591011389683223,0.760178684592621,-6.67009525807345
"LOC148413",0.0373641820033646,5.37258333586652,0.539791304878095,0.591021755259995,0.760178684592621,-6.6701033965584
"MDFIC",0.0527292822443792,4.56067506254362,0.539772685939329,0.591034529884878,0.760178684592621,-6.67011342609345
"XLOC_l2_013436",-0.00905708669703675,1.64879897863778,-0.539577831143869,0.591168229327686,0.760317370830724,-6.67021836868761
"XLOC_l2_009794",0.090762335190377,2.04663986760959,0.539484466111378,0.591232296692002,0.76036649315936,-6.67026863880721
"CDR1",-0.0292459534447407,1.72196236797517,-0.539433039351327,0.591267587280408,0.760378603841967,-6.67029632460421
"XLOC_010989",-0.0131036660923114,1.7073851606053,-0.539346509748735,0.591326968725712,0.760415074584143,-6.67034290224603
"XLOC_004375",0.0306908547102713,1.71108691342213,0.539316306073035,0.591347696833605,0.760415074584143,-6.67035915870587
"LOC100507236",-0.0489308636197572,1.74083641750611,-0.538792607721999,0.59170715351482,0.760844009078693,-6.67064088419655
"UGT2B10",0.102068502348603,6.54080851000951,0.538642968062353,0.591809882179182,0.76087299017087,-6.67072133354848
"BEST3",-0.101047316827204,2.03411997707009,-0.538634790387003,0.591815496451042,0.76087299017087,-6.67072572939587
"TMX2",0.0251701766752035,7.23239655371046,0.538623223387978,0.59182343765965,0.76087299017087,-6.67073194703549
"RBAK",0.0462943082574596,2.7679779315742,0.538577521542875,0.591854814297428,0.76087299017087,-6.67075651197403
"KLF2",-0.0777914062024578,8.8561113198659,-0.538571213617793,0.591859145069623,0.76087299017087,-6.67075990234856
"XLOC_013043",-0.0345851351259072,2.33652210927173,-0.53820234860391,0.592112419052632,0.761150266645003,-6.67095809089968
"XLOC_001517",-0.0607934396019678,1.7178749747891,-0.538181654469258,0.592126629782158,0.761150266645003,-6.67096920572151
"XLOC_007155",0.0202539364824088,1.58298022748216,0.538069057690965,0.592203953156467,0.761216365978317,-6.67102967403504
"RPL37",0.022033979366757,8.52851725538183,0.537997138843184,0.592253344328016,0.761233019185706,-6.67106829034384
"ABCD2",0.0933642646883168,2.05865390867892,0.537974758699312,0.592268714566529,0.761233019185706,-6.6710803061569
"LOC100509240",-0.0277792038919604,1.57471380348904,-0.537922352167569,0.592304707063349,0.761241239786836,-6.67110844108227
"XLOC_000523",0.0286947287293853,1.64519520313809,0.537890014672037,0.592326916775744,0.761241239786836,-6.67112580040593
"ZNF77",0.0357359342193178,4.24295642447128,0.53782150513609,0.592373971092798,0.761268421483084,-6.67116257408359
"FAM102A",0.043654171594925,9.71386411039661,0.537570818227582,0.592546164986691,0.761456412463547,-6.67129709501291
"LOC100505746",0.0493797025120832,2.29938807272631,0.537517613244223,0.592582713880249,0.761470082882062,-6.67132563730032
"CXorf58",-0.0218666299487928,1.52499765833581,-0.537410850470659,0.592656057210604,0.761521527165235,-6.67138290268899
"LOC339975",-0.0520077714759666,1.66039591466778,-0.537353120549355,0.592695717979647,0.761521527165235,-6.6714138631493
"TTC34",0.0365694492127067,2.17980306389422,0.537346179965857,0.59270048628183,0.761521527165235,-6.67141758515049
"KRT39",0.0590806493294567,3.29843958937104,0.537233877002888,0.592777642876666,0.761587364206499,-6.67147780281967
"XLOC_001974",0.0340018916463274,2.63607532545413,0.537178375098749,0.592815776624628,0.761591713818527,-6.67150755873668
"LRRD1",-0.063051522336822,2.07807581649894,-0.53715351377633,0.592832858490289,0.761591713818527,-6.6715208865058
"XLOC_008383",0.048228359435847,1.87215903183054,0.537087458508985,0.592878245256502,0.761616727350531,-6.67155629473724
"OTOGL",-0.0131004085599145,1.58014716421539,-0.536987656056426,0.59294682289644,0.761671528598679,-6.67160978459987
"KIAA0408",-0.0974676677800459,3.11057427832099,-0.536889420169589,0.593014327721031,0.761724947028526,-6.67166242522141
"ABCC9",-0.0352795153725036,2.00231183323489,-0.536821024351868,0.593061329447324,0.761752025777883,-6.67169907012128
"LOC100506861",-0.0608351908108964,1.89175225674627,-0.536778114025821,0.59309081838865,0.76175660901209,-6.67172205811928
"OR6C1",-0.0173936260017189,1.49395990667587,-0.53649781694338,0.593283461722919,0.761970735648683,-6.67187217454434
"ICAM3",-0.0363899987864222,7.44944351032883,-0.536420715621441,0.593336457258895,0.762001361530485,-6.67191345343272
"LOC100505966",0.0782144738127886,2.16731771883496,0.53638767911739,0.59335916555273,0.762001361530485,-6.67193113887934
"XLOC_006166",-0.125418448854686,2.08178828242808,-0.536209641560315,0.593481550181619,0.76212522598809,-6.6720264292055
"XLOC_l2_005804",-0.0424856735717907,1.71685042064786,-0.536132571389094,0.593534532575088,0.762129125830444,-6.67206766943227
"XLOC_003327",0.0604903960637611,2.22114858287916,0.5361259555111,0.593539080806752,0.762129125830444,-6.67207120931267
"TTYH1",-0.0619305932864913,5.79676791727031,-0.536092054449551,0.593562387097019,0.762129125830444,-6.67208934767706
"CCR4",0.0382012119602573,1.97744028272169,0.535761037698946,0.593789976858338,0.762376062354006,-6.67226639451021
"LOC100287576",-0.0444200882444186,1.59353227041763,-0.535709479237246,0.593825429423103,0.762376062354006,-6.67229396118359
"CRYGD",-0.0913088946439018,2.68995965341735,-0.535699150523195,0.593832531759411,0.762376062354006,-6.67229948330285
"UBE2F",-0.0205220324233784,6.61318858200768,-0.535628816058283,0.593880896920976,0.762404848799303,-6.6723370839468
"XLOC_004015",0.016829282616605,1.48504270382896,0.53536008464282,0.594065705751866,0.762581421937842,-6.67248070204655
"LOC339400",0.0208869625676897,1.67688581333462,0.535324106913877,0.594090449974017,0.762581421937842,-6.67249992419395
"LOC284108",-0.0711146499858493,2.09673054232927,-0.535315621407635,0.594096286078226,0.762581421937842,-6.67250445763556
"TMEM164",-0.0443310760669617,3.96916350112679,-0.535085976411192,0.594254239930085,0.762750856178605,-6.67262712002808
"LOC387720",0.0440106208673599,1.6517912140805,0.534967112712394,0.594336004164436,0.762822487242191,-6.67269058928371
"PIAS1",-0.0249925913351854,5.5375990508005,-0.534800559420255,0.594450582059832,0.762926005761393,-6.67277949966383
"OR51Q1",0.0216455985602575,1.63721182844535,0.534752960394321,0.594483329005846,0.762926005761393,-6.67280490418802
"FOXF2",-0.0812761455370259,4.10935633051237,-0.534736665510792,0.594494539673877,0.762926005761393,-6.67281360056834
"MEPE",0.0700912713430752,1.85146898582088,0.534489741991913,0.594664431918347,0.763110708057132,-6.67294534846338
"XLOC_l2_011969",0.00986942755452058,1.54197962655733,0.534375034818133,0.594743362275813,0.763160843221058,-6.67300653080328
"XLOC_l2_001841",-0.0418979562423818,1.79532484156093,-0.534357487120437,0.594755437331288,0.763160843221058,-6.67301588921914
"LOC100509686",0.0198425643551119,1.69707580905122,0.534227158315547,0.594845123760286,0.763163455511474,-6.67308538572949
"XLOC_l2_013873",-0.0496782437879291,2.72625566787664,-0.534211889777857,0.594855631294788,0.763163455511474,-6.67309352642161
"DNAJB14",0.0260511552257139,6.15950922934092,0.534190621557903,0.594870267847561,0.763163455511474,-6.67310486556627
"ZFHX4",-0.0688197925514644,2.47091090923063,-0.534188423155378,0.594871780773342,0.763163455511474,-6.67310603761833
"LOC100130927",0.0647472519327885,2.41621437883283,0.53416373095571,0.594888773901766,0.763163455511474,-6.67311920164119
"RFNG",0.034251289320653,5.20107419110016,0.534128116055221,0.594913284412425,0.763163455511474,-6.67313818776306
"DNAJC5",0.0278223011046865,6.52586106452168,0.53408401198045,0.594943637905614,0.763169080347891,-6.67316169768009
"VGLL2",0.0291976731624468,1.74923346829761,0.53403536093362,0.594977121572814,0.763177086513423,-6.67318762915158
"MANBA",-0.0332033381654062,5.79823092976943,-0.533962773624237,0.595027080801561,0.763177086513423,-6.67322631452293
"LOC100509671",0.0788453634565054,1.87462966784891,0.533961748628905,0.595027786282907,0.763177086513423,-6.67322686075634
"XLOC_005547",0.0295082521785024,1.58355724352655,0.533874088152216,0.595088122469825,0.763221163618016,-6.6732735723225
"GSX1",-0.0798203095765211,3.5756091779132,-0.533647807141563,0.595243883531123,0.763387617246897,-6.67339411533426
"LOC100506474",-0.0312892155411801,1.80448359146867,-0.533495940821694,0.595348431720526,0.763423028975804,-6.67347498818801
"XLOC_007119",0.0130572079132827,1.4655455114057,0.533477665555937,0.595361013401157,0.763423028975804,-6.67348471871383
"OR9G1",-0.0343801882900869,1.78865390351013,-0.533461523053791,0.595372126875098,0.763423028975804,-6.67349331339092
"PFDN1",0.0245632339466768,7.60862589240225,0.533456761602301,0.595375404964491,0.763423028975804,-6.67349584845905
"LOC100128081",-0.0876540585761645,3.59093903758256,-0.533399011222613,0.595415164709063,0.763440700718584,-6.67352659383959
"XLOC_002978",-0.0383062988587781,1.7846348118034,-0.533254397033899,0.595514733519682,0.763535054695538,-6.67360356963947
"NOVA2",-0.0886205829360871,3.48785297788283,-0.532748326257883,0.595863231090758,0.763948548786982,-6.67387277994473
"DYNC1I1",0.0731917316079889,2.22786723221213,0.532662841758209,0.5959221080003,0.763968835796035,-6.67391822939771
"LOC100505565",-0.0241193306674645,1.57155480890848,-0.532649864261047,0.595931046406299,0.763968835796035,-6.67392512849729
"XLOC_000119",-0.052621536296521,1.69513591929562,-0.53250225531978,0.596032718217012,0.764039698349244,-6.67400358865721
"XLOC_005482",-0.0347087280946392,1.58423803288955,-0.532457747248004,0.596063376590522,0.764039698349244,-6.67402724227595
"XLOC_013809",0.0557227822059734,1.76404179738331,0.532456381238995,0.596064317546383,0.764039698349244,-6.6740279682044
"XLOC_005861",-0.0382885318661317,1.66014930258022,-0.532377187898575,0.596118869933295,0.764056225253085,-6.6740700501998
"XLOC_006262",0.0461573871468703,1.80715507457221,0.532362179383762,0.596129208820879,0.764056225253085,-6.67407802476965
"SENP3",0.0261342824203918,5.92189532043706,0.532187414406275,0.596249604986524,0.764177208519144,-6.67417086734093
"XLOC_004646",0.0164202315501083,1.70907310754503,0.532124898131388,0.596292675399868,0.764199081795444,-6.67420407129535
"C1orf227",-0.044512598818766,1.80838127862933,-0.531941493173268,0.596419040084572,0.764327697104718,-6.67430145991974
"ELAVL2",0.0299652338601295,1.6691882862083,0.531669144677528,0.596606709194839,0.764534861109229,-6.67444601640279
"LOC645166",-0.0456195037465816,5.02762543738335,-0.53155730592042,0.596683782671381,0.764574240693858,-6.67450535663998
"C2orf27B",0.0362719146133754,1.53534985290771,0.531549050236745,0.596689472244237,0.764574240693858,-6.67450973651104
"CD48",0.0736182911916323,5.00328169408275,0.531398292168666,0.596793374677579,0.764674036232329,-6.67458970601416
"LOC100505635",0.0118588202761607,1.6750244889749,0.531156630829951,0.59695994516836,0.764854116432305,-6.67471784814093
"LOC643650",-0.0787410440078142,5.05067808439086,-0.531074813686674,0.597016344361009,0.764888394293583,-6.67476121898578
"PRDM14",-0.0269135464447943,1.68976684220112,-0.531042306759353,0.597038753120338,0.764888394293583,-6.67477844890016
"XLOC_l2_004640",0.0273726494856019,1.8187888784904,0.530797447025865,0.597207560553239,0.765071307303338,-6.67490820029825
"XLOC_006732",-0.0232842431909963,1.75645104867857,-0.530622082398718,0.597328471358184,0.765168682963754,-6.67500108969271
"XLOC_011973",0.0219742505019735,1.76956063316913,0.530611679056229,0.597335644635717,0.765168682963754,-6.67500659931238
"XLOC_002241",-0.0367486961900156,1.81580907832874,-0.530380924761821,0.597494763837462,0.765310872197981,-6.67512877944712
"SNORD113-8",0.0518657586311657,1.71272481139968,0.53037517466629,0.597498729131294,0.765310872197981,-6.67513182334318
"XLOC_012367",-0.00850674184489764,1.56617394524604,-0.530296703984353,0.597552844115734,0.765322142055188,-6.67517335965932
"XLOC_006488",-0.031434798667382,1.77977390893553,-0.530255457412999,0.597581289505495,0.765322142055188,-6.67519518996269
"DDX54",0.0242204519127345,6.75812692517753,0.53024912915718,0.597585653795441,0.765322142055188,-6.67519853912825
"XLOC_006437",-0.0539284002825149,1.59968780213442,-0.530025885208019,0.597739623742478,0.765454636821268,-6.67531666336341
"ABCC6P1",-0.0941830967834747,4.47735037818362,-0.53002359620955,0.59774120254564,0.765454636821268,-6.67531787427702
"XLOC_l2_002651",0.0253588420989415,3.92293077346256,0.529863027169505,0.597851957516318,0.765563107951614,-6.67540280469682
"LINC00159",0.0426511526875786,1.67474910737158,0.529783783588925,0.597906620505509,0.765565319462078,-6.67544470990998
"NTN5",0.0540303692106909,2.09531599308109,0.529732518742353,0.597941984727905,0.765565319462078,-6.67547181622978
"AK2",0.0145265378155397,7.91209398145737,0.529714110798283,0.597954683386063,0.765565319462078,-6.67548154880679
"XLOC_006298",0.0240427970371087,1.78531768153016,0.529709468859984,0.597957885631296,0.765565319462078,-6.67548400302149
"PYROXD2",0.0557982828785111,5.26457182638745,0.529437454627419,0.598145548775903,0.765772223368601,-6.67562778097238
"KIAA0485",-0.0840669249204389,3.278035092121,-0.529381051470235,0.598184464840587,0.765788684994562,-6.67565758469119
"PFN3",0.0571833476699517,2.04359014730941,0.529270317010596,0.598260870881801,0.765821770168954,-6.67571608818681
"XLOC_008601",0.00711234020801266,1.57168710249951,0.529211407228703,0.598301520083048,0.765821770168954,-6.67574720659634
"XLOC_003688",-0.0396437361310122,1.80349558832885,-0.529198859130135,0.598310178745656,0.765821770168954,-6.67575383454004
"XLOC_010775",0.0106589878754724,1.68761759770401,0.529192531869392,0.598314544816905,0.765821770168954,-6.67575717655921
"C15orf50",0.0498591623247455,1.85815555342786,0.529062558827187,0.598404234851172,0.76590321213389,-6.67582581872842
"LOC401463",-0.0563441976182553,1.85271397364439,-0.528884511478533,0.598527109462753,0.7660271184083,-6.67591982304573
"XLOC_l2_007468",0.0145551847083656,1.70776651901921,0.528817192274198,0.598573571054662,0.766041263139634,-6.67595535763688
"XLOC_000653",0.0484485078399499,1.83475761760537,0.528766279034104,0.598608710876989,0.766041263139634,-6.67598222932307
"XLOC_006270",0.0591729453442706,1.79706520893,0.528755195586074,0.598616360691497,0.766041263139634,-6.67598807875666
"Q25H79",0.0530916165525122,1.66127285618917,0.528594186957717,0.598727494224681,0.766150117577068,-6.67607303943161
"XLOC_007956",0.0533557589476774,1.71352626870296,0.52845132439995,0.598826110733397,0.766242946063181,-6.67614840333441
"XLOC_007234",-0.00778308910801973,1.62282857342501,-0.528323497446503,0.598914354698704,0.766269016240122,-6.67621581841321
"XLOC_004054",-0.00940368734724517,1.59263792118011,-0.52830781445154,0.598925181700546,0.766269016240122,-6.67622408840532
"XLOC_005368",-0.0795002865649672,2.15608331213031,-0.528307644781754,0.598925298835243,0.766269016240122,-6.67622417787464
"XLOC_011704",0.047663135386347,2.19741030666896,0.528270733205598,0.598950781681361,0.766269016240122,-6.67624364120243
"CXCL13",0.219667712331894,4.13012935018533,0.528175910638858,0.599016247154575,0.766319409340878,-6.67629363458119
"XLOC_002581",-0.053077146982548,2.07981037202225,-0.528083819806819,0.599079829808985,0.766324147979921,-6.67634217918261
"XLOC_007914",0.0817045220850012,2.3866751668512,0.528077697897557,0.599084056694861,0.766324147979921,-6.67634540597754
"LMO3",0.0429524274396795,1.70096289598341,0.528057243580686,0.59909817952357,0.766324147979921,-6.67635618696684
