"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"POLQ",1.08456045457988,3.99605592570944,6.42846843581866,1.26683009470126e-08,3.24865644180459e-07,9.46695401058836
"WWTR1-AS1",-0.629839854388385,1.95114098921374,-6.4279970335709,1.26931836708808e-08,3.25171631982261e-07,9.46504414698831
"EPHA2",1.07473621100445,4.72881009281724,6.42782336952397,1.27023626485516e-08,3.25171631982261e-07,9.46434056436079
"CERS4",-0.91783611421872,4.29959008984694,-6.42713447169811,1.27388390899434e-08,3.2582158674957e-07,9.46154961066594
"KRT15",0.539953107308723,5.56888371977491,6.42343578978467,1.29364637092878e-08,3.30588517816131e-07,9.44656631833948
"FGFR1OP",0.404959785726804,6.14518581360789,6.42158189451153,1.30366601141244e-08,3.32859572053769e-07,9.4390570456669
"PLCB3",0.898714868306509,4.5002770910047,6.41988146629274,1.31292385894315e-08,3.34932346932476e-07,9.43216988107856
"CCNJL",-1.03639917931786,3.57642265404879,-6.41589263856009,1.33489732098125e-08,3.40227943631195e-07,9.41601593988259
"DDC",0.835408926679427,4.14817042116953,6.41569457686808,1.33599784589084e-08,3.40227943631195e-07,9.41521389692212
"BEND5",-0.887514533983497,4.27688922349808,-6.41522055959561,1.33863536551165e-08,3.4060446858577e-07,9.41329440841151
"RAD51",0.919478931844609,5.77422764817614,6.41311480084418,1.35041474596694e-08,3.43304399260177e-07,9.40476777289619
"LOC284244",-1.07980451076888,3.0873233193432,-6.41200423177371,1.35666848155133e-08,3.44596139462665e-07,9.40027114579371
"MICAL3",0.928203467351068,3.23984338208133,6.40927053881185,1.37218480722774e-08,3.48236330870543e-07,9.38920343565668
"MVD",0.596481606212882,6.21623240475967,6.4073837083107,1.38299688318343e-08,3.50677415038781e-07,9.381565061997
"TRABD",0.545965428893881,5.03769964321739,6.40702951002498,1.38503593647988e-08,3.50891690528197e-07,9.38013124069816
"CLIC1",0.432480720406442,9.40179653566775,6.40311142731065,1.40779142529883e-08,3.5634947809373e-07,9.36427190257586
"SHCBP1",1.2492189422385,4.14199252380607,6.39946439776816,1.42930561059706e-08,3.61200249190834e-07,9.34951195241088
"NCLN",0.466111545598899,8.2706807664389,6.39939803104235,1.42970011920825e-08,3.61200249190834e-07,9.34924337862631
"LOC100131607",-0.502727969264031,6.41775639141505,-6.39923964438466,1.43064206498615e-08,3.61200249190834e-07,9.34860242020318
"MT1M",-1.12062745806809,8.78875855566032,-6.39712868471869,1.4432551159311e-08,3.64071942892559e-07,9.3400601878502
"LOC100506059",-1.12648970966404,2.19545944571711,-6.39543951778275,1.45342729544856e-08,3.66323510794532e-07,9.33322530940965
"SLC43A2",0.653850680980101,5.33470471256485,6.39487556262308,1.45683924043545e-08,3.66868822604258e-07,9.3309434804958
"CLDN25",-0.761111864757282,2.16593321494891,-6.39355813209669,1.46484070630108e-08,3.68567968123084e-07,9.32561320388146
"DMRTC1",-0.937369736648368,3.39750327377817,-6.39283379696074,1.46925853070589e-08,3.69363299404489e-07,9.3226826906842
"ZNF165",0.520464527127015,6.5076780658095,6.39124557252234,1.47899162840526e-08,3.71492358765589e-07,9.31625735656229
"EMB",0.986849907877549,5.50356585557683,6.39027851857441,1.48494929563952e-08,3.72670280958617e-07,9.31234523708754
"HMGN4",0.520693672872997,6.11838882893165,6.38839413483083,1.49662672894947e-08,3.75280429269342e-07,9.30472259208761
"LOC100507069",-1.27121074003066,2.58286217461773,-6.38781166424791,1.50025465557467e-08,3.7586942726367e-07,9.30236651963203
"SPC25",1.1783826794611,5.33099593837103,6.38678202889262,1.50668909431925e-08,3.77159958295179e-07,9.29820181794261
"DNMT3A",-0.33298385118489,5.38356901135356,-6.38481087011357,1.51908375549109e-08,3.79939007713807e-07,9.2902292979224
"PITPNM1",0.714667721815755,5.28276339023265,6.38313965386008,1.52967151727636e-08,3.82261790388755e-07,9.28347042115611
"FAM151B",0.682524813236255,2.65759938940939,6.38248389945538,1.53384591467346e-08,3.82979301108102e-07,9.28081848817831
"MAPKAPK5",0.36206013676253,6.22625451248232,6.38213303769274,1.53608406390772e-08,3.83212550680137e-07,9.2793995990111
"LOC100129840",-1.21721419728204,2.79311224018665,-6.38053302410695,1.54633167437588e-08,3.85441859597612e-07,9.27292938192839
"SBF1P1",0.403658064757566,5.7298428885429,6.37891143472218,1.55678661684005e-08,3.87719026234707e-07,9.26637234601073
"PRR15",0.557349153804922,5.94384944580578,6.37776352775023,1.56422989528877e-08,3.89242914163814e-07,9.26173094783879
"LOC100128893",-1.15789415496048,5.67782602544735,-6.37750070225639,1.56593907006869e-08,3.89338556608956e-07,9.26066828103375
"ACER3",0.904642142468996,3.31877273615855,6.37653953138764,1.57220541919296e-08,3.90566127297066e-07,9.25678213276042
"PCDHA7",-1.60053803680695,5.7513052781181,-6.3760386097606,1.57548102191017e-08,3.9104929283696e-07,9.25475689706399
"HSF2",-0.307875538594581,5.7667100787085,-6.37568459411905,1.5778000631251e-08,3.91294415655026e-07,9.25332563008695
"NIT1",0.275670489204269,6.45219128869921,6.37462508986406,1.58476076729534e-08,3.92645558538314e-07,9.24904223288127
"NPR3",-0.717242929053082,2.35760112065345,-6.37432517864223,1.58673663836734e-08,3.92645558538314e-07,9.24782977606561
"LOC100292409",0.578741986720471,4.1258853493656,6.37418095478697,1.58768768135964e-08,3.92645558538314e-07,9.24724672483645
"SERPINI1",-1.0850922701739,3.76240276749226,-6.3740438175575,1.58859251770129e-08,3.92645558538314e-07,9.24669232577752
"ZFYVE28",0.566856357446869,3.30247248546217,6.37301920072739,1.59536917272249e-08,3.93989153344273e-07,9.2425502478469
"C11orf92",-0.958319384980464,6.53982613139692,-6.37195477405796,1.60243947134385e-08,3.95402948646961e-07,9.23824742032646
"TFF3",2.48843076763825,6.80600539307929,6.37047095886383,1.61234735177251e-08,3.97513959512505e-07,9.23224957436153
"NUPR1",-1.06702111906965,8.39066511849343,-6.37020840143275,1.61410683902172e-08,3.97614180931855e-07,9.23118830837869
"ACY1",0.697244648091157,8.53389070641168,6.36969360033388,1.61756222358069e-08,3.97962506785537e-07,9.22910749820547
"GNB1L",0.426747843007497,5.98507716289303,6.36959435710785,1.6182291942586e-08,3.97962506785537e-07,9.22870636520373
"PEX26",0.526841118115435,5.66787140633172,6.36673345486779,1.63757371431094e-08,4.02383079566638e-07,9.21714353593162
"CYP7B1",-0.998552049704868,3.1625971345668,-6.36599658060612,1.64259323747585e-08,4.02658306265627e-07,9.21416555209304
"XLOC_010065",-1.04751145039912,3.90322914018926,-6.36598306139284,1.64268547150046e-08,4.02658306265627e-07,9.214110916752
"TPM1",0.376929011205374,7.8055032419453,6.36596565441216,1.64280423714607e-08,4.02658306265627e-07,9.21404056977987
"CEP55",1.02010872678136,4.92715334217902,6.36545034083712,1.64632401520259e-08,4.03184751323114e-07,9.21195805170329
"FBXO28",0.277445311692843,5.61901728955274,6.36113985649425,1.6760604657068e-08,4.10125436854217e-07,9.19453998102155
"LOC100507507",0.705701848932641,5.29998683063583,6.36079886712395,1.67843542320316e-08,4.10364893653032e-07,9.19316222250047
"CNIH4",0.287124218774066,6.99305716660577,6.35871057443855,1.69305311537376e-08,4.13594721152154e-07,9.18472495511489
"SLC4A2",-0.830675167725959,5.80712449990773,-6.35749041796325,1.7016523307252e-08,4.15350155277013e-07,9.17979553047374
"NOD1",0.790832166827191,3.33793220039031,6.35555394413677,1.71538884236714e-08,4.18355579248843e-07,9.17197269997103
"TFPI",0.978231774482179,4.69871309803835,6.35255274572675,1.73689551226663e-08,4.23249463635917e-07,9.15984991266416
"SORBS2",-0.585157138280405,4.37411645720587,-6.35179069232083,1.74239881797031e-08,4.24238744511281e-07,9.1567719792879
"BOLA1",-0.303593108619604,6.53895405270998,-6.34944403941592,1.75945437399755e-08,4.27802362023812e-07,9.14729446254114
"GPR153",0.994695713212355,2.72566725850117,6.34937667366643,1.75994642604733e-08,4.27802362023812e-07,9.14702240359682
"RGNEF",-0.661450704340462,5.23021531138304,-6.3491626696844,1.76151045618728e-08,4.27828671788692e-07,9.14615814607154
"XLOC_l2_006789",-0.87337669166438,4.38756966207218,-6.34686851078921,1.77836390741271e-08,4.31565305623822e-07,9.13689364386319
"XLOC_010769",-1.24509456399879,3.08559498661195,-6.34575330498257,1.78661410792253e-08,4.33209698049731e-07,9.13239042861823
"XLOC_013684",-0.515405228961821,2.34120463327343,-6.34493475692802,1.79269378725213e-08,4.34325515414391e-07,9.12908525472075
"SERPINB8",1.08327978512844,4.31515605403768,6.34331423065829,1.804790617362e-08,4.36390566860206e-07,9.12254214724484
"LMO7",0.702870518594139,4.43133214164799,6.34330567796158,1.80485467526294e-08,4.36390566860206e-07,9.12250761568124
"ABLIM2",0.716031367496724,4.06977356972046,6.34319656012486,1.80567214271815e-08,4.36390566860206e-07,9.12206705285512
"GAL",0.883700732248535,3.21343086851104,6.33629328236066,1.85814160512045e-08,4.4845222166818e-07,9.09419919523029
"APOH",-1.66240178949335,3.67987659820734,-6.33622966282528,1.85863211512129e-08,4.4845222166818e-07,9.09394240697043
"ISCU",-0.406194316470168,9.16844674659487,-6.33438240318087,1.87293067658021e-08,4.51531474350609e-07,9.08648659162782
"KIF16B",0.454610622915385,5.75109774828827,6.33248572234322,1.88772520174358e-08,4.54489572354108e-07,9.07883190887503
"CMPK1",0.336480610519116,6.49383260231846,6.33241312758287,1.88829375202248e-08,4.54489572354108e-07,9.07853894088065
"XLOC_l2_008546",0.780116335630427,3.34909326074045,6.33162481305416,1.89447863948775e-08,4.55605059388428e-07,9.07535762684052
"CAP1",0.49739975824339,6.90230408380368,6.33061539078462,1.90242759308163e-08,4.57142617379255e-07,9.07128416728444
"WDR4",0.827703417433892,4.20143697586824,6.32855958760613,1.91871888419345e-08,4.60629523667965e-07,9.0629886413103
"MCFD2",0.354031502807302,5.97192269373184,6.32838944229218,1.92007338537245e-08,4.60629523667965e-07,9.06230210748285
"CKS2",0.694402327675693,7.91217481801048,6.32772330177942,1.92538555262075e-08,4.61527166561326e-07,9.05961428793074
"DPP9",0.527183123812291,4.85843711776798,6.32711505022793,1.93024880093741e-08,4.62315825280755e-07,9.05716011156422
"MYO6",0.43788244531716,6.2086226738076,6.32649716964453,1.93520150090941e-08,4.63124606748581e-07,9.05466714867718
"CITED4",-0.681028531251132,7.85533778102988,-6.32611368663796,1.93828168844198e-08,4.63484314564141e-07,9.05311994255942
"FUZ",-0.482978662334538,5.36935105536221,-6.32461730841513,1.95034733539385e-08,4.65990304817516e-07,9.04708287383055
"BUB1",1.0655203798396,4.96668023115195,6.32414507657738,1.95417047871128e-08,4.66524468142706e-07,9.04517775588577
"NEDD9",0.861071699627781,3.55192229205158,6.31456895497043,2.03331995704282e-08,4.85026030012779e-07,9.00655320624627
"PPOX",-0.353350843179358,6.54421552255152,-6.31187833190028,2.0561248369501e-08,4.90068099823922e-07,8.99570362527822
"KDM1B",0.636305711937206,2.86100684972539,6.30847361091067,2.08534574784836e-08,4.96629990581584e-07,8.98197633117123
"C1orf135",0.960490470740682,4.32516820117223,6.30288500169162,2.13420434647588e-08,5.0785422942699e-07,8.95944829815827
"TNS4",1.32833990530762,5.50246936312971,6.30256219278283,2.13706090782257e-08,5.08122540122086e-07,8.95814720083156
"SGK1",-0.835968492726268,8.44285742712614,-6.30154726657757,2.14606677037332e-08,5.0985133587495e-07,8.95405660836832
"SKA3",0.995383524357324,4.22203888034484,6.29792590773542,2.17850811123622e-08,5.17140519975849e-07,8.93946242328827
"AGPS",0.386663552666063,5.97081070433075,6.29626576402944,2.19354220137489e-08,5.20289089701414e-07,8.93277275799518
"ERP27",-1.45767400063265,4.68682900158524,-6.29425815233265,2.21186029495947e-08,5.24210889905394e-07,8.92468358857406
"TBC1D4",-0.619011398285489,4.93008421249203,-6.2935594234045,2.21827120865079e-08,5.25306642061479e-07,8.92186840019486
"A1CF",1.65029510554783,4.07564674627384,6.29267232774098,2.22643693589074e-08,5.2681585082091e-07,8.91829440263019
"EFS",-0.715696375006493,5.20923808091635,-6.29043076235046,2.24720351111116e-08,5.31301824493442e-07,8.90926402931055
"KRT18",0.544438679140919,10.2348210924561,6.29001854972584,2.25104321534423e-08,5.31781816821032e-07,8.90760348475227
"C21orf88",0.965340238828773,4.46447985512041,6.28674032104432,2.28181174976719e-08,5.38617539776372e-07,8.89439863051544
"DNAJC4",-0.341936019562622,5.82327319104628,-6.28575701430942,2.29112175625277e-08,5.4038110893063e-07,8.89043819398518
"KIAA1324",-0.543187318693303,8.21940853694574,-6.28548703975366,2.29368446906395e-08,5.405517175369e-07,8.88935085487773
"C17orf90",-0.271414636844636,8.38702147371352,-6.28486001900678,2.29964737725282e-08,5.41522733355015e-07,8.88682553972847
"NCAPG",0.918508774722663,3.16277472003767,6.28255010214919,2.32174726404274e-08,5.46289100045542e-07,8.87752298636677
"LMNB2",0.750431396612742,4.84554100531992,6.28206822407823,2.32638403756064e-08,5.46942192766658e-07,8.87558247367275
"XLOC_l2_006609",0.417807543223772,7.96101536457841,6.28107235073214,2.33599571474047e-08,5.48762926177401e-07,8.87157224261362
"PHYHIP",0.711297741868495,2.29596997482908,6.27995456386118,2.34683090506418e-08,5.50867944393179e-07,8.86707129248304
"SRD5A1",0.3967246559475,5.46480161300542,6.27971329140383,2.34917618797705e-08,5.50978370409174e-07,8.86609979871479
"MAP3K3",-0.411069451606736,6.83820561672086,-6.27783755788726,2.36748857239535e-08,5.5439465779163e-07,8.85854742865949
"C13orf15",-0.879311247720861,6.61634892006584,-6.27775124787969,2.36833459312174e-08,5.5439465779163e-07,8.85819992883153
"AGPAT2",0.662005761690017,9.83811832951729,6.2776424547215,2.36940142298315e-08,5.5439465779163e-07,8.85776190961438
"HSD17B7",0.487577542639606,4.27867727083557,6.27729477002789,2.37281402506923e-08,5.54751460371795e-07,8.85636208765291
"LOC393078",-1.29240962988707,3.28524952955348,-6.27703747688091,2.37534254845694e-08,5.54901167043343e-07,8.85532620708921
"HIST1H2AH",0.624350747956712,8.06002382784758,6.27658785635874,2.37976755964094e-08,5.55493320434693e-07,8.85351603088039
"CENPI",0.676339645046701,2.52555494874055,6.27549937980172,2.39051381458471e-08,5.57558888754091e-07,8.84913396261242
"LOC100507186",-0.869383858516744,2.65983924192637,-6.273744033009,2.40794526658118e-08,5.61179187107753e-07,8.84206760115325
"ZNF488",1.40247127852493,4.29651615618746,6.27351675468912,2.4102114385832e-08,5.6126223262348e-07,8.84115270459552
"XLOC_012083",-1.23110677661435,3.93120028802428,-6.27199207610651,2.42546859320375e-08,5.64367941544511e-07,8.8350154302529
"SEMG1",1.22241180197946,2.58580122743918,6.27129417752478,2.43248420583932e-08,5.65552577857643e-07,8.83220632315894
"GINS1",0.941530141794309,5.89948227046814,6.27053873156544,2.44010096915438e-08,5.66874998272797e-07,8.82916567987133
"TNFRSF11B",1.2182112123586,3.22489009430595,6.26827469201178,2.46306986941011e-08,5.7175906257681e-07,8.82005360755322
"FLJ26086",1.49416041899739,2.67236791376012,6.26737738698451,2.47223226064424e-08,5.73431878698021e-07,8.81644247908811
"C7orf55",-0.454018727949443,6.55763399566432,-6.2670488228529,2.47559567005227e-08,5.73431878698021e-07,8.81512023624268
"EPPK1",0.895242076558514,4.36091794740833,6.26699667610516,2.47612989678709e-08,5.73431878698021e-07,8.81491038350066
"KCTD9",0.418605531351696,6.20674234507425,6.26538049928304,2.49274384475841e-08,5.76824851257954e-07,8.80840668688672
"HYAL3",-0.362225366773746,4.69920351320761,-6.26323410909116,2.51497907836981e-08,5.81512235681605e-07,8.79977006490915
"EVL",-0.693968868014347,7.13798720354307,-6.26262070463906,2.52136957387762e-08,5.82172510980006e-07,8.79730200551599
"GPR35",0.492348079202613,5.78227405285836,6.26257976352368,2.52179667373604e-08,5.82172510980006e-07,8.79713727955374
"DGCR11",0.588821025851242,4.23982870676605,6.26175446441831,2.53042153530512e-08,5.83705086966615e-07,8.79381676479653
"ZDHHC4",-0.307490279727876,8.56653899896338,-6.26102408172165,2.53807883116723e-08,5.85012240708569e-07,8.79087823886261
"TBL1X",-0.561990073586941,5.40882834131551,-6.26013171415975,2.5474655253067e-08,5.8671564935512e-07,8.7872881335892
"GPR97",-0.806032709145946,4.66126367834117,-6.2590407436932,2.5589880229637e-08,5.88907909309767e-07,8.78289921756731
"TMEM199",0.269685376237367,6.12787152552017,6.25843813045588,2.56537475671681e-08,5.89915753915442e-07,8.78047502788812
"CD68",0.687179670316531,7.16459305661061,6.2565077351656,2.58594033264732e-08,5.94179941327909e-07,8.77270988036883
"VAMP2",-0.350951632852362,6.28068955601345,-6.25511421230206,2.60088771306119e-08,5.97147563370642e-07,8.76710475383758
"XLOC_l2_000920",-0.641464293185173,2.06297657400638,-6.25467823799089,2.60558166624077e-08,5.97758267037344e-07,8.76535121851942
"RAB17",-0.600641590790746,7.00085196782462,-6.25404366723811,2.61242882215282e-08,5.98861608622676e-07,8.76279896798826
"EZH2",0.59426651169607,5.80392441823007,6.25378678182587,2.61520573620237e-08,5.99030913293181e-07,8.76176579258324
"C15orf38",0.358525302334328,5.88608500493844,6.25276938443655,2.62623248099019e-08,6.01088163172428e-07,8.75767400681806
"ALCAM",-0.476887071386979,6.45426755413118,-6.25189390254969,2.6357579717234e-08,6.02798873719901e-07,8.75415312796819
"KIAA0101",0.900593994798029,7.05986539982752,6.25009783275569,2.65540695817094e-08,6.06820370814367e-07,8.74693040093389
"LOC100144602",-1.14831278441788,2.17458591796027,-6.24819777554729,2.67635149382472e-08,6.11131450664499e-07,8.73929012987515
"TRIM27",0.262709521664979,7.05663459009612,6.24676147040217,2.69229255119611e-08,6.14294204150243e-07,8.73351507177467
"TMEM175",-0.366616315120514,7.4151538996982,-6.24288774884688,2.73575598942889e-08,6.23726896953733e-07,8.71794156868842
"SNX1",-0.385244828091688,6.1557379156793,-6.24241957158934,2.74105581653763e-08,6.24450762297736e-07,8.71605954159485
"PSPN",-1.02107641758722,4.46549171872607,-6.2416405740775,2.74989671286135e-08,6.25979586348329e-07,8.71292813510043
"XLOC_012505",0.697711803627566,2.77814317054931,6.24087474574535,2.75861567787706e-08,6.27478309144357e-07,8.70984977293905
"AIM1",0.966697513848054,6.37232998679448,6.23560664545752,2.81933950144572e-08,6.40794657915597e-07,8.6886767305495
"CANT1",0.548466706907074,5.42789902077078,6.23532826956975,2.82258482399355e-08,6.4103649773974e-07,8.6875580489693
"PADI3",-1.30005549219892,2.49902583854594,-6.23224597180963,2.85876662442218e-08,6.48752382691266e-07,8.67517246579758
"LIPF",-2.8847978578743,9.38807253863638,-6.23187219078989,2.86318539107333e-08,6.4925379840172e-07,8.67367062069
"LOC389765",-0.367071281210213,5.22072826399485,-6.2315609810286,2.86686961202737e-08,6.49588004304243e-07,8.67242020512386
"CHEK1",0.771393324230029,4.53661697216527,6.23007985792785,2.88446815728006e-08,6.5307203548649e-07,8.66646941442032
"RAP2A",0.680549021694441,4.23526033772402,6.22800873898828,2.90925649063669e-08,6.58177288274295e-07,8.65814883506842
"PTGDR2",-0.959862953790027,4.57217183881186,-6.22645784132409,2.92795653474036e-08,6.6189835879192e-07,8.65191872176186
"ACAP3",-0.287921661273215,8.20411687668252,-6.22582797953332,2.9355850739702e-08,6.63112791343861e-07,8.64938862845735
"XLOC_011893",0.679749480187237,2.41569419331489,6.22548671338771,2.93972651892138e-08,6.63538271413682e-07,8.64801782595643
"R3HDM2",-0.283232169828847,6.6391918364982,-6.22414427245276,2.95607396674588e-08,6.66716053221242e-07,8.64262569754228
"KRTAP5-7",-1.24362500059625,3.33452267099973,-6.22302562912959,2.96976487430324e-08,6.69290261702636e-07,8.63813273979171
"CARD11",0.764611076752045,3.7251561020897,6.22244058819171,2.97695008928221e-08,6.69887020468369e-07,8.63578305235169
"PSMB8",0.642911817106702,7.7594330451964,6.22234646051146,2.97810773047752e-08,6.69887020468369e-07,8.63540501521065
"TIMM23",0.302908400910307,7.15479032440587,6.22225352259919,2.97925117650796e-08,6.69887020468369e-07,8.63503175802744
"HUS1",0.671144770666235,2.42623358198338,6.2217523197955,2.98542513921364e-08,6.70762033571945e-07,8.63301885492561
"CBS",-1.17478579821489,7.12870207021301,-6.22011703509093,3.00565728951718e-08,6.74791874899397e-07,8.62645163469027
"NAT2",1.86182373356648,3.98172052915582,6.21903484342591,3.01912102832639e-08,6.77297166263022e-07,8.62210587765064
"RNF5",-0.24946901501197,8.17058367372964,-6.21835686513681,3.02758628470003e-08,6.786781520577e-07,8.61938342976203
"SPTLC1",0.498759066660991,4.9655898083773,6.21805279681478,3.03139052055945e-08,6.79012992516776e-07,8.61816245913736
"SUGT1",0.362752162747974,5.80979907089784,6.21739902100627,3.03958602578679e-08,6.80330191361935e-07,8.61553731369334
"RGS7",-1.04991472636204,2.71694529441598,-6.21214161389788,3.10629359154065e-08,6.94205148776234e-07,8.59442978767968
"C17orf82",0.518453151400852,3.82438373226962,6.21197364766413,3.10844852409116e-08,6.94205148776234e-07,8.59375551794578
"KL",-0.906105403706468,3.00564073975281,-6.21195691189817,3.10866331764504e-08,6.94205148776234e-07,8.59368833555834
"CENPC1",-0.352512928869008,6.46016480490092,-6.21131092460114,3.11696541937132e-08,6.9538106614929e-07,8.59109518814224
"IDH1",0.397471755413273,8.38515233496915,6.21117916106216,3.11866151213e-08,6.9538106614929e-07,8.59056626725294
"PRKD1",-0.726066114595138,2.99398096473156,-6.20795026522112,3.16051142383731e-08,7.04178238997201e-07,8.5776059407233
"OLFM4",4.06853741247296,6.49004854219641,6.20742963244928,3.16731123607437e-08,7.05158656104194e-07,8.57551637550112
"XLOC_008945",-1.74185463157984,4.22860866423999,-6.20604119942155,3.18551600415108e-08,7.08674824602512e-07,8.56994412975413
"C12orf29",-0.443622943900094,5.81939657519963,-6.20312784984961,3.22405250959775e-08,7.1670540962223e-07,8.55825304448565
"C11orf24",0.396759845835009,7.98751640364113,6.20140347311881,3.24707887968947e-08,7.21278564749163e-07,8.5513339723738
"XLOC_l2_001134",1.10108544541169,3.27471203293324,6.20092700608301,3.25347001633778e-08,7.21837346490177e-07,8.54942224280398
"NUF2",0.949685492934177,4.46673847469644,6.20084979344795,3.25450688750335e-08,7.21837346490177e-07,8.5491124463744
"CYP4F2",1.31604249665329,4.10203827027916,6.19992000203529,3.26701856800529e-08,7.2406592516244e-07,8.54538197731612
"SCLY",0.412974503856423,5.39408353461563,6.19956515009764,3.27180615641166e-08,7.24317400142468e-07,8.5439582980033
"CAB39L",-0.424203260334034,4.43069682137076,-6.19947062978626,3.27308257584455e-08,7.24317400142468e-07,8.54357908290792
"TEAD4",0.722399205624622,4.63272338300017,6.19927091414027,3.27578119376386e-08,7.24369132598437e-07,8.54277783002967
"LOC92249",-0.372176747288339,3.7764420718847,-6.19625589020735,3.31678976841432e-08,7.32885847474888e-07,8.53068255044279
"MYOF",0.743793694750553,4.64028311309853,6.19179249293955,3.37843311018603e-08,7.45945847048437e-07,8.51277998511813
"HTR1E",-1.13746845159709,2.66841110011399,-6.19056735884337,3.39555074604976e-08,7.49162502439268e-07,8.50786665591919
"LAMB2",-0.554606849965398,7.52642656023152,-6.18907264672866,3.41655125641512e-08,7.53230370018961e-07,8.5018725797112
"MYLIP",-0.411878004549048,6.60248586047264,-6.18568799271464,3.46458161997118e-08,7.63246811452122e-07,8.48830102731027
"KIF1B",0.612454914299765,3.9982929193975,6.18258149809483,3.50925271353634e-08,7.72508754647236e-07,8.47584670972066
"ZCRB1",-0.507277791177352,6.51116225547943,-6.17946842091377,3.55459038091917e-08,7.81903458940514e-07,8.46336782072665
"RERGL",-1.10647366199534,2.82792056825461,-6.17890110260085,3.56291482729912e-08,7.83148398987783e-07,8.46109389998971
"XLOC_005341",1.50602092657727,5.60558274604191,6.17834293265002,3.57112386987744e-08,7.84366130702228e-07,8.45885670679788
"CIB1",0.309036081442832,8.56774764113904,6.17782478718299,3.57876102550453e-08,7.85456527390045e-07,8.45677998771178
"SERF2",-0.233007294169393,9.01555532806549,-6.17676035766037,3.59450084082865e-08,7.88322318733375e-07,8.4525139292529
"LMTK3",0.734297899188356,5.66029302773791,6.1747779503755,3.62399774821831e-08,7.94198701153166e-07,8.44456933652718
"RUVBL1",0.583360717254771,4.02602718458329,6.17385913823694,3.63775020282473e-08,7.96618501941977e-07,8.44088740420843
"NR3C1",-0.473896058623437,5.24610700551669,-6.17276130570281,3.65424992274396e-08,7.99635865447503e-07,8.43648829719233
"ZNF215",0.979515749536906,3.91224872774306,6.17159037057519,3.67192997408805e-08,8.02906830941218e-07,8.43179651308086
"MGLL",0.527258680139539,8.53649516229478,6.17089642354927,3.68244787247576e-08,8.04608015437305e-07,8.42901608040034
"MT1L",-0.922899759965395,9.95825440911869,-6.16955134602647,3.70291970830966e-08,8.08479973163479e-07,8.42362702732606
"LUZP1",0.696931682326928,3.05901449479278,6.16743360710328,3.73537984061971e-08,8.14961713111596e-07,8.4151430010963
"SLC9A7P1",-0.679638646737525,5.55567761792732,-6.16681049191169,3.74498429803164e-08,8.16451027823099e-07,8.41264685644282
"PLA2G1B",-1.59042308095322,4.86697035239174,-6.16438865213083,3.78254628522544e-08,8.24028689623464e-07,8.40294587927125
"GATA6",-0.534041157861887,8.4605501486397,-6.16336835778949,3.79848215505742e-08,8.26887359798723e-07,8.39885929842015
"XLOC_004644",-0.368981501511231,3.42250661684002,-6.16260169416946,3.81050030340919e-08,8.28889584874827e-07,8.39578871395259
"RBKS",0.626265037823082,6.80659787979796,6.16241954614097,3.81336116773338e-08,8.28898357968554e-07,8.39505920457133
"FGFR1OP2",0.349680085248723,4.85733886324307,6.16004012073356,3.85092889560415e-08,8.36115505386546e-07,8.38553010075556
"XLOC_007860",-0.649407736824609,2.02619332964192,-6.1599566151465,3.85225396179863e-08,8.36115505386546e-07,8.38519569783827
"SULT4A1",0.812243782327615,2.64995043545877,6.15857717585105,3.87420831006865e-08,8.40260028164558e-07,8.37967184635366
"ORM1",-1.53815818305629,6.49281657304887,-6.15795460352987,3.88415732085323e-08,8.4150028333346e-07,8.37717892543324
"EDAR",0.570375343996294,2.35048784149817,6.15786110751184,3.88565361536513e-08,8.4150028333346e-07,8.37680455253751
"TFG",0.404935558857567,7.26524079994697,6.15483683440019,3.93436247358659e-08,8.51421534416514e-07,8.36469578328099
"CYP27B1",0.720094966019435,3.41047504211853,6.15290949347884,3.96571894953981e-08,8.57575779904899e-07,8.35697989025943
"ENPP4",-0.568299373509632,6.85947482005355,-6.15180665649616,3.98377245159765e-08,8.60846358879056e-07,8.35256512602236
"ZFP2",-0.45451610858291,3.58834945415724,-6.15003207542829,4.01299333409076e-08,8.66523498179716e-07,8.34546179372952
"SFTPD",-0.679501803207784,3.55111084347121,-6.14885001599115,4.03257515067016e-08,8.70112470836231e-07,8.34073055520614
"TMEM143",-0.403742528963979,6.37463422664527,-6.14770639736285,4.05161015609416e-08,8.73578277823148e-07,8.33615343273824
"LOC100505695",-0.720607038102479,3.676369254206,-6.14740777282026,4.05659524830903e-08,8.74011885317492e-07,8.33495828448075
"ANKHD1",0.375158854438913,6.07380596438778,6.14512274193118,4.09494190652831e-08,8.81088871348435e-07,8.3258137538524
"BEX1",-1.43482808588568,4.83647272129074,-6.14495235801725,4.09781556470688e-08,8.81088871348435e-07,8.32513192980654
"TRIB2",-0.549017079957395,5.38683201167123,-6.14491556362934,4.09843639285869e-08,8.81088871348435e-07,8.32498469071038
"LOC100507568",0.670760345759314,3.10051726570395,6.14378833468365,4.11750119192972e-08,8.84540387634728e-07,8.32047401571391
"ABHD3",0.525706662535084,6.27833659448881,6.14287987060445,4.13292987277889e-08,8.87206304610854e-07,8.31683891962849
"C10orf125",0.944484481240796,6.04224243942067,6.14178983822264,4.15151769934973e-08,8.90546001083868e-07,8.31247751239299
