gene,logFC,P.Value
XLOC_012662,-1.57457997534468,1.27360264527343e-10
XLOC_012005,-1.49002219365178,1.28431234701548e-10
HPN,-1.90398755543801,1.3609593196952e-10
PRR5L,0.94750865658408,1.38654027888683e-10
PPP4R1,0.546709285682605,1.39549828767404e-10
CDCA3,1.06699304349401,1.42469977006238e-10
XLOC_008152,-0.772499871823969,1.45972415338596e-10
SUSD4,-1.16496577768472,1.47086441213911e-10
CLDN19,-0.846577451083886,1.51720055414404e-10
C5,-1.07309219006255,1.54223344214178e-10
GRIA3,-1.45496070645495,1.57038969393414e-10
PRR11,0.99234120460323,1.60115097846772e-10
XLOC_013195,-0.894825484375357,1.60838160182858e-10
MTCP1NB,-0.465585844224102,1.61629920585343e-10
TBC1D9,-0.606705971663556,1.65095280650172e-10
LOC100505839,1.57663203653389,1.65131112161399e-10
PLCL1,-1.18011270704466,1.6660435394441e-10
ZNF429,-0.50558454962811,1.67715045521638e-10
XLOC_013301,-1.39922750360568,1.68802963236198e-10
ARPC1B,0.824984890693877,1.69400974122563e-10
SLC37A1,0.681481788552854,1.70386263275358e-10
PCBP2,-0.326708925011507,1.74510749261748e-10
C11orf80,1.02368763853623,1.75839825915374e-10
P2RY4,-1.59984582274108,1.83309688509389e-10
CEP72,0.856998984088383,1.83317770246094e-10
PLS1,0.792339351687358,1.87057201675011e-10
FNDC5,-2.12607201334958,1.87239287582375e-10
LOC284578,-1.12888651176309,1.88274110654761e-10
TMEM167A,0.349080983918054,1.91039238380444e-10
TRIM14,0.882578937179606,1.92475373988598e-10
ITFG2,-0.350121069840964,1.93332504538317e-10
KLF16,0.379647833197358,1.93359355501762e-10
LOC100129129,-0.863506047013961,1.9382003473353e-10
CDR2,0.628320993759936,1.96589274963405e-10
MAPK6,0.657846162964364,1.97923965402555e-10
CORO2A,0.934149741960582,1.99043896246438e-10
RGS11,-1.16929563965102,2.04403349451873e-10
PYDC1,1.08975799389295,2.05466208939916e-10
FAS,1.07186084068838,2.06441462722459e-10
BNIP3,-1.21257442266237,2.06595052760511e-10
ERO1LB,-0.945960974362793,2.06865638958234e-10
EPOR,-0.864508825747326,2.08527139858245e-10
ZSCAN22,-1.21307192493046,2.0944452609182e-10
CYP2C8,-1.40402703614345,2.10482148362833e-10
CKAP2L,1.16426500583159,2.11975972882296e-10
XLOC_013835,-1.92644916522467,2.12018233920625e-10
RABIF,0.665370817658191,2.13514383917034e-10
ATP4A,-4.25352165284884,2.13988056340803e-10
SERPINA5,-1.9521008393,2.14290347576767e-10
CALM2,0.529627504774474,2.16329740194696e-10
XLOC_l2_015752,-0.75794285457224,2.17894968153397e-10
FAM172A,-0.453513569717614,2.21030334844282e-10
AIM1L,1.34952778811803,2.22004468316603e-10
SESN1,-0.43773163579804,2.22836650532848e-10
XLOC_000914,0.392071553547445,2.23099650617657e-10
EPCAM,0.778998487172174,2.27649105933661e-10
LOC285095,-1.06841890788801,2.28146272465634e-10
B3GALNT1,-0.746771586192387,2.30084510645218e-10
FLJ45248,1.22209915826893,2.31228536334536e-10
C18orf56,1.02524832717899,2.31277337358642e-10
NMU,1.44203672871649,2.33097453412263e-10
HTR2B,1.3627214214923,2.34114819317953e-10
EPHA1,0.820803901666018,2.36040838785908e-10
CDH3,1.86755713502282,2.3627070173926e-10
REG4,3.24104651795696,2.36628731448848e-10
SLC4A11,0.873176940748409,2.37846779567499e-10
KIF2A,0.568409115049195,2.4213788732772e-10
OAS1,1.14771874885464,2.42973479338686e-10
RYR2,-0.533858721369828,2.47994197172249e-10
LYPD2,-1.79544469698835,2.48201284321796e-10
FABP3,-1.63527231002582,2.50022697640879e-10
XLOC_011327,-1.29033909075217,2.50846822051003e-10
SNAI3,-1.00221617404866,2.55440904784416e-10
AURKA,0.855707510178968,2.63970286746403e-10
PREP,0.530069665207582,2.64852414691212e-10
FAM99A,-0.527534618674149,2.6625502439803e-10
LOC100131262,0.697850482333451,2.67159386658144e-10
KIAA2022,-0.949024263702971,2.69172907303997e-10
LOC730236,-0.928290981648412,2.70101058191942e-10
MOCOS,0.993538834808697,2.7937214128115e-10
ND1,-0.730724583718461,2.85657034615807e-10
ZNF362,-0.518537617162141,2.86823162491518e-10
ETV7,1.17823411250868,2.91150260873422e-10
PLK4,0.972465123709009,2.92542049205423e-10
SIPA1L2,1.13871841563604,2.92651797589481e-10
NME3,-0.507927677461682,2.95056974034257e-10
MAP2K3,0.562565690798287,2.97912278272145e-10
ECT2,0.831276263320395,2.99027739171409e-10
CFI,1.52635908483124,3.03184641944362e-10
ANKS4B,1.4002614856172,3.09253553536886e-10
FBXO9,-0.437783471547172,3.18471358578255e-10
GINS4,1.17100181170053,3.24085562024495e-10
SCD,0.769379044321371,3.24880211472475e-10
NDUFA5,-0.419283576470107,3.27966529412211e-10
PLA2G3,1.20296869632828,3.45353634173564e-10
SLC2A4,-1.74885502459511,3.47517498203626e-10
IFNGR1,0.408871908142783,3.49460140290679e-10
SERPINB6,0.619121352969925,3.51434167166505e-10
CYP4F3,1.70673838502307,3.54473907557949e-10
SLC35D2,0.406805348139635,3.54851429129536e-10
IER5,0.638839757783108,3.63515803454169e-10
RAD51AP1,1.03804681907888,3.67880711567109e-10
SNORA48,-0.995577446245973,3.71720019009514e-10
SCUBE2,-1.54689737036069,3.74417499100068e-10
ACVR2B,-0.53577334688401,3.79236568342894e-10
GSTO1,0.322032247196027,3.79561916216345e-10
METTL21B,-0.656026340226187,3.8385100084902e-10
XLOC_002647,-1.02039196036662,3.84730181721325e-10
SLC13A3,-0.81948039884299,3.87087550629226e-10
MECOM,-0.567288354969229,3.88179124246181e-10
HDAC5,-0.510268723516881,3.90267404942501e-10
WDR34,0.392111546478967,4.01628762708788e-10
CCNF,0.893711815318143,4.05759063155839e-10
KLHL7,0.571550070423406,4.05935034805558e-10
LOC100289090,-0.960045366548394,4.1254320374408e-10
CCDC106,-0.750600271288028,4.15277557620827e-10
PTPN13,-0.944165981921132,4.20804746575894e-10
NR1I2,1.7009274456053,4.267455120214e-10
XLOC_012893,-0.955365269041755,4.32584146709112e-10
ANXA1,1.23351449287883,4.33226031748912e-10
USP53,-0.446032751765961,4.37259310758805e-10
ZNF540,-0.819166281207165,4.37513192641719e-10
FAM83D,1.07829674350515,4.40352283062366e-10
GPR98,-1.11619844281559,4.47947947246812e-10
PLD6,-0.709881971168435,4.48278464315392e-10
CHEK2,0.540653926751964,4.55918180966351e-10
EHMT1,0.302694261491092,4.63134412379015e-10
GPA33,2.83009557863836,4.69241075430905e-10
OR2A25,-1.67970062999443,4.81980019652673e-10
XLOC_004600,-1.47988655060221,4.87296482913893e-10
XLOC_001755,-1.56067120931641,4.88182845289023e-10
RHOBTB1,-0.575689085872531,4.96134547266966e-10
RAPSN,-1.19290029286316,4.96985650373102e-10
PM20D1,-1.21721539538397,4.97381415334241e-10
PVRL1,0.822682584176321,5.01594296978261e-10
XRCC4,0.860882456111573,5.0854573548349e-10
XLOC_l2_003156,0.319627370031968,5.19141916788791e-10
LOC286367,-0.694249345512841,5.20101117598715e-10
S100A14,0.886415370909191,5.22539190703144e-10
APC2,-1.1692607989277,5.23620539259181e-10
TIMP1,0.787227470571873,5.27603022897477e-10
SETDB2,-0.402120195409635,5.30226465446712e-10
FREM2,-0.960929149822829,5.3210215255693e-10
G0S2,-1.7783269267969,5.34171798482656e-10
ZYX,0.753274368637705,5.4697957803402e-10
PPP1R1B,1.72914427692896,5.5146453534067e-10
TMPRSS4,0.995319490729192,5.53171180384709e-10
LOC386758,-0.833170847259807,5.53885337955409e-10
XLOC_001485,-0.949467088326756,5.56513066308514e-10
N4BP2L2,-0.474952168791766,5.61957684644054e-10
RND3,0.649633371243084,5.62535848501526e-10
LOC100507372,-1.04096738818341,5.71413111712814e-10
RBP7,-0.987652686304214,5.72609640137074e-10
SLC6A8,0.844556440570307,5.74658350664664e-10
RHBDF1,0.778180843458448,5.77087455210582e-10
XLOC_l2_011873,-0.64001144793169,5.89694766084043e-10
SGOL1,0.981619246585142,5.99106822103574e-10
KCNJ12,-1.30674685230939,6.03266948630963e-10
PTPRZ1,-1.42619466235255,6.12047300882349e-10
MAPK13,0.455319671273714,6.22153124900558e-10
PLEK2,0.777670638636056,6.26761678733107e-10
LRRC16A,0.72591379702778,6.29489470316161e-10
LOC100507448,-0.534680370726749,6.43563250618071e-10
APOC4,-1.12360070548704,6.47473920586896e-10
FANCD2,1.08351637190873,6.48099766651239e-10
NRBF2,0.359419908279495,6.48760228323629e-10
GLT25D1,0.672018240667743,6.53788829022534e-10
CSTF2,0.489966756018759,6.58094716366127e-10
GSTA4,-0.598614616561744,6.60809809164387e-10
PLIN3,0.547872503610617,6.64993199330004e-10
XLOC_006793,-1.56441164504422,6.76401733893731e-10
XLOC_007604,-1.44272232021165,6.86098166492286e-10
OXCT1,-0.752066324676144,6.99746296960104e-10
TONSL,0.668666834966826,7.09166986898806e-10
RNF217,-1.06234907148812,7.15379499169849e-10
SEC24A,0.581844961911584,7.35651214689233e-10
ATP2C2,1.19130755125983,7.41247719917821e-10
CKLF,0.600818075716675,7.44927512481041e-10
TSPAN3,0.573403011572992,7.60601972734336e-10
TRIP13,0.836749879105716,7.67348549321761e-10
FAM178B,-1.39898032886049,7.69701765665418e-10
SHISA4,-0.55569502007827,7.73525241305396e-10
XLOC_l2_005415,-1.03958138348734,7.80467970280134e-10
LOC389332,2.02219137139805,7.88741987728529e-10
ZWILCH,0.68466309312509,7.9175932557984e-10
ANKRD16,-0.908232405593071,7.92195339961141e-10
XLOC_002094,-1.38818546244027,7.98280546617603e-10
C8orf78,-1.1584171398754,7.99870828752563e-10
C11orf46,-0.420913559471513,8.04954729332771e-10
KRT19P2,0.810915147304437,8.05062861445524e-10
C1orf151-NBL1,0.494924469287129,8.12571804372303e-10
PDCD4,-0.617428150845834,8.27675207207896e-10
IDUA,-0.533054691258984,8.35169976155045e-10
XLOC_001982,-1.26912296759336,8.41343111041707e-10
GJB4,1.10990743209428,8.54127613048672e-10
XLOC_004726,-0.956270142645937,8.55284411139959e-10
SNORD71,-0.924081056857761,8.65183226354831e-10
TMEM141,-0.338956837357811,8.71317928993907e-10
RBFOX2,0.444110035394711,8.75247575243329e-10
BDNF-AS1,-0.699768328011353,8.82324227337088e-10
LOC100130654,-0.869178405835841,8.86818611307537e-10
CCNA2,1.15373509644232,8.89456688024865e-10
C17orf39,-0.23522667809792,8.96662632397555e-10
APOBEC2,-1.68658388994829,8.97853703251406e-10
IQCE,0.501252225387611,9.12408019388498e-10
NIN,-0.671998028234975,9.16827860828968e-10
LOC100506235,-0.671521489356731,9.28194545625835e-10
ASAP3,-0.596965097918988,9.32340070071846e-10
C11orf82,1.1306682444684,9.34841516395288e-10
SLC25A43,0.463601541152592,9.42600796841496e-10
CMTM8,-0.446941515998766,9.47959268834212e-10
TMEM53,0.714617967450207,9.63957104933605e-10
RAC1,0.399931863262132,9.7029597791466e-10
BMP2K,0.557874901909343,9.75418870935995e-10
B3GALT5,1.20971332304724,9.78266578220491e-10
TEX2,-0.437445690064398,9.79871300863508e-10
LONRF2,-1.09474213552878,9.80681786175916e-10
ITGBL1,-1.1368231698889,9.89130962488441e-10
AR,-1.10685086793895,9.97298745558166e-10
XLOC_l2_014602,-0.719864790259943,9.98864486942806e-10
SMARCA1,-0.705749619849471,1.00586783551503e-09
PRRG1,0.60424093132306,1.00753862128479e-09
SLC22A18AS,1.22463258196658,1.01267244897258e-09
XLOC_l2_013972,-0.719978814998545,1.01666327817823e-09
XLOC_008183,-0.659668483154924,1.02510660401051e-09
FAM72A,1.08043708292616,1.04338861105603e-09
XLOC_008233,-0.776031334449389,1.05427554214097e-09
PAK3,-0.751230828587826,1.06288802139025e-09
PGCP1,-1.86040223236712,1.06744553402372e-09
SLC14A2,-1.20129140992529,1.07037815400725e-09
STARD4,0.731961227804956,1.07372120121398e-09
LOC400043,-1.17535683911049,1.07830619439166e-09
UBE2QL1,-1.09229687239683,1.09899509898185e-09
GATSL3,-0.463281074859299,1.10218291644199e-09
PAOX,0.53819944523402,1.1025886576245e-09
HMGB3,0.701877237619486,1.10278779151006e-09
PIGZ,-0.706242157506135,1.10292502893415e-09
ESCO2,1.02978170372645,1.10767463429957e-09
ST5,-0.477335251740804,1.11657024673855e-09
PLBD1,0.715468503724718,1.1191224802203e-09
PRR5,0.599549742480572,1.15021121214497e-09
LOC654342,-1.52053443829482,1.15065337960115e-09
FAHD2A,-0.423838554737608,1.16209008187275e-09
CRTC1,-0.520839388119238,1.16339352792259e-09
SLC6A2,-1.04649805419024,1.17063875355838e-09
EIF2C2,0.449359453422915,1.17230975132e-09
KIAA0141,-0.259765506957054,1.18792541505215e-09
PI3,2.47964145774776,1.19414958552346e-09
RARRES1,1.83646331560273,1.19790539086936e-09
LRP8,1.14599784893624,1.22598322442908e-09
PFKP,0.789462376721068,1.23296820284605e-09
LOC388152,-0.702656970283342,1.2512609293921e-09
IQCD,0.557342871287924,1.25230845834673e-09
ANXA8L2,1.09634488447507,1.28562766174523e-09
ANAPC16,-0.367336496755151,1.29157256495503e-09
SLC9A4,-0.506882203390247,1.29629802836818e-09
IPO11,-1.17174743393832,1.3075408484608e-09
DMBT1,3.11656142364882,1.32421670595109e-09
RAD54L,1.04084809634461,1.32809420543265e-09
BTN1A1,-0.967501444662026,1.33265449068265e-09
LOC100506662,-0.977322786099421,1.34189952516537e-09
FAM91A1,0.626459669741687,1.34373958645502e-09
C11orf67,-0.680482284245691,1.36273872114871e-09
XLOC_001066,-1.33899475529708,1.36400329051985e-09
CCL16,-0.692136259167848,1.39549781387497e-09
ATP7A,-0.424621181875664,1.41714620206035e-09
NT5DC2,0.711876287239581,1.42150893730423e-09
CDC25B,0.871670848862843,1.44770027194678e-09
GDA,1.29472607054239,1.45269440665464e-09
CDHR5,1.48537930670885,1.45372991359582e-09
CIDEC,1.08182564709182,1.46815410658184e-09
CADM2,-0.801132128112077,1.47087838777705e-09
XLOC_003160,-1.5723694815708,1.47430020991817e-09
HKDC1,1.76893467276179,1.48696257212107e-09
C14orf176,1.63765824565912,1.49419179028077e-09
USP41,1.10406778132011,1.510308038552e-09
VPS33A,0.337786834226215,1.51036547772441e-09
C10orf129,-1.63664790897324,1.53725692224907e-09
LOC392288,0.55314425148619,1.55991757069725e-09
POMGNT1,-0.406231906611477,1.56606182528727e-09
CELSR1,-0.757624957576099,1.56791018866473e-09
MED18,0.417656179299486,1.56798579145281e-09
LOC100128714,-0.829515243911295,1.57085267852487e-09
CA11,-0.726631697877925,1.57979061570335e-09
R3HCC1,-0.292643640619011,1.58597012661743e-09
FBP2,-0.899879117816581,1.60619700800053e-09
CALHM3,1.52973399462055,1.60709366335592e-09
SLC27A4,0.819860169816276,1.61623393669788e-09
TBC1D13,-0.396568536988409,1.63773877877177e-09
KLHDC8A,-1.43113317663783,1.64025322932542e-09
ZDHHC2,-0.715791499346986,1.64223462378264e-09
MTMR11,1.01636951254175,1.65094511406262e-09
SKA1,1.17330055001421,1.65144611068695e-09
MOB3B,0.671656452789581,1.66024219982203e-09
XPA,-0.418250615137127,1.67368292908742e-09
ESPL1,1.01585882162652,1.68299195379432e-09
RBPMS2,-1.55048191571328,1.70333291045059e-09
C17orf108,-0.569433695965585,1.70412589824035e-09
LOC389493,-1.17902327788415,1.70986486003459e-09
C5orf38,-1.12423330914024,1.73059351861425e-09
OSTF1,0.28394692739692,1.73708875869591e-09
PSME2,0.471602571007111,1.74205587095635e-09
SNORA74B,-0.89376932067576,1.75116867844548e-09
XLOC_012145,-1.08031460654493,1.7667603874887e-09
SP6,1.0433949532136,1.77039384061864e-09
ABHD11,0.736319482230152,1.7772147862789e-09
C10orf11,-0.974368736502539,1.78293547965313e-09
GTSE1,0.993268407963136,1.7830950622357e-09
DIXDC1,-0.433126843876236,1.82884298212179e-09
RPP30,-0.58983865238786,1.8308918219414e-09
EPHB2,1.39388605619634,1.85195743741031e-09
RPS6KA1,0.541250739157086,1.87486430070455e-09
KIAA0430,-0.382760648509345,1.9019138385192e-09
MAEA,0.322050829071098,1.90620300609748e-09
LRCH3,-1.21343013120615,1.90763534125085e-09
LOC100505730,-0.678999927792945,1.91136091244535e-09
PRSS3,1.25412431069261,1.91946894173914e-09
RGL3,-1.04282220091715,1.92254118629906e-09
RRM2,1.37473701737598,1.94767694218344e-09
TMED6,-2.0376043514327,1.94969052012929e-09
FUNDC2P2,-0.453215269547725,1.95659573522758e-09
NTN4,-0.653805159730425,1.98605371471307e-09
MAPRE1,0.353020402889798,2.00803906617151e-09
HP1BP3,-0.302689794756563,2.00865779097151e-09
XLOC_005220,1.10170910421204,2.01078491547617e-09
TCEAL4,-0.599010096951431,2.01136442366776e-09
LRRFIP2,0.298169730920855,2.06081263635319e-09
YIF1B,0.500854829278595,2.08625873550268e-09
PEBP4,-1.32115933234901,2.09252271686851e-09
ENTPD7,1.00784776659326,2.1473123558925e-09
SLC19A3,0.875273115261884,2.17073139969892e-09
LAMC2,1.00715496911147,2.17714977887662e-09
GPRC5A,1.40046625314648,2.19699425201059e-09
HN1,0.693817620067698,2.21193869230279e-09
VPS37D,-0.711600809644724,2.21693033892108e-09
SCO2,0.397945907210087,2.25187460921155e-09
BEX4,-0.769782311714152,2.25465688795313e-09
TMEM183B,0.264854604960798,2.27916181912552e-09
MAN2A2,-0.557068681507014,2.28925008135869e-09
RBM3,0.408759831152769,2.32433125245314e-09
EMP1,1.07267687587904,2.32909090903268e-09
ARL5B,0.83364567408343,2.33262432269757e-09
GGT7,-0.894648010681037,2.33859006568033e-09
A4GALT,-0.584066950179506,2.36735798443537e-09
XLOC_l2_011365,-0.855623835360011,2.37623140476984e-09
RSPH1,0.649070895050511,2.39291313078621e-09
SLC35A2,0.710840223942185,2.40450723618988e-09
PRKAA2,-1.09153841046764,2.40614850204996e-09
IL33,-1.20385209149765,2.41964598952571e-09
CIAO1,-0.2435105099771,2.43425914605330e-09
PBXIP1,-0.81030808240078,2.43659212780131e-09
LINGO4,-1.26377910577992,2.43974091790791e-09
ND2,-0.742004215677511,2.4430768429069e-09
TP53I13,-0.499050568376063,2.46493778858772e-09
LOC100507547,-0.604242756289302,2.47458690212525e-09
KDELR3,0.561929675207396,2.52536262519799e-09
EPHB6,-1.1605362603671,2.52732751247126e-09
XLOC_l2_006983,0.670963826106591,2.53955831880633e-09
FSD2,-1.63085666308256,2.54251125146857e-09
PPP1R3C,-0.909238053318266,2.55132060142105e-09
MAGEH1,-0.78925490118588,2.57234011053263e-09
XLOC_009343,-1.46134014040177,2.59566968923372e-09
MST1P9,-1.16566074068519,2.61057374600779e-09
DEXI,-0.423088723789929,2.61061409658485e-09
SLC6A10P,0.457756894787396,2.63484378262442e-09
FAM155B,-1.20555165457332,2.65002388214753e-09
CCK,1.80204156801599,2.66729955100677e-09
KCNJ15,-1.52166850623806,2.6992616803199e-09
IDS,0.408386712420874,2.71899118804592e-09
SURF4,0.384232060819743,2.7244861534879e-09
LOC284570,0.852863706592183,2.74571682616042e-09
MYO15B,0.959245333009213,2.83053618137985e-09
ULK1,-0.537008607555557,2.8305844337186e-09
MAD2L1,1.04899828441544,2.85510359108536e-09
CLDN1,1.55254620832518,2.94714764032082e-09
GMFB,0.334340649480562,2.96517702103538e-09
CNIH,0.414395261284042,2.98131010147482e-09
ARHGAP24,-0.746228914656307,2.99299609494185e-09
POLDIP3,-0.351279643976287,3.01392314706442e-09
SIRT4,-0.598134211148065,3.01896540068165e-09
SFN,0.969972893218651,3.06908658884785e-09
PPFIA1,0.429436997136814,3.17776585870965e-09
TNFRSF12A,1.33684580522594,3.22023994836816e-09
DUOX1,-1.26274318742904,3.24491113075733e-09
WDR91,-0.438413038035778,3.25700135466301e-09
XLOC_014418,0.978012376860877,3.26230156035985e-09
ANAPC5,-0.246702252308252,3.26539052756552e-09
ND5,-0.765640808812092,3.27373296703912e-09
ARHGAP18,-0.422100020460015,3.30333926137032e-09
XLOC_005201,-0.827851756233094,3.33156060027798e-09
TPMT,0.675074147624744,3.33274181839252e-09
XLOC_000572,-1.18097142682245,3.345356783155e-09
XLOC_013005,-1.60210082222528,3.38350029901589e-09
NRF1,0.600806722416184,3.4093510070424e-09
CEACAM20,0.807987211146968,3.43265584323675e-09
CNIH3,-1.38920153564966,3.44184101270701e-09
ASB9,-1.14662810244223,3.46708613504895e-09
COX1,-0.470380807850248,3.48806957619468e-09
NRAS,0.433533204559509,3.50410585638192e-09
XLOC_006277,2.17263035755409,3.51309212547024e-09
LOC728723,-0.852839767177378,3.55111577317598e-09
EXT1,0.524249939595979,3.5585529006636e-09
TTC18,-0.667190270562078,3.58409736799747e-09
HYMAI,-1.33717484495244,3.62071352349917e-09
FAM86C1,0.491465244919472,3.68329684822287e-09
ST6GAL2,-0.477783655545158,3.69384510342946e-09
BBS4,-0.348116186925848,3.76235867977162e-09
CDCA8,0.750915799237101,3.80770932909045e-09
KLHDC2,-0.386432681425156,3.8142063238595e-09
RNF114,0.368365530317811,3.81828675963509e-09
LOC100506219,0.953619856834135,3.82972412927995e-09
GNRH2,-1.228493141461,3.85788968909333e-09
DIS3L,-0.380423003035419,3.87996075963592e-09
GORASP2,0.280035328114034,3.88823443488015e-09
UBE2A,0.260393286709483,3.94256778934666e-09
TMEM234,0.325620011047098,3.94576183728374e-09
RBPJL,-1.00037850928085,3.9477101800467e-09
LGALS3,0.514947266539187,3.94796434997919e-09
NUDT5,0.379167560412207,4.11360966890766e-09
XLOC_l2_006574,-0.984817995732497,4.12373720160798e-09
EIF6,0.436040532636799,4.24300066850911e-09
METTL7B,1.1625105840212,4.25084082195491e-09
PLEKHA7,0.539159871558292,4.29901021290283e-09
HDHD2,-0.254600971562946,4.31620765335955e-09
ALDH1A1,-0.728157819582153,4.36055444407968e-09
FAM167A,-1.08832716967161,4.43945914993378e-09
SAV1,-0.485328750317777,4.48217254136065e-09
TMCO5A,-1.17083464294874,4.56543862908594e-09
ACPP,0.781280995648769,4.57138956776698e-09
CDKN3,1.00804602739984,4.57459547174572e-09
C19orf53,-0.93467257955475,4.58972847418477e-09
LPCAT1,0.894417070646687,4.61374813803815e-09
TRAF3,0.627976754848647,4.64059356185313e-09
EDN3,1.29187804297104,4.71962028333965e-09
